"total","amount.donated.2013","amount.donated.lifetime","no.donations.lifetime","years.donating","account.num","add_donated.2013","add_avg.donation","add_avg.donation.if.donated.2013","price.level_2012_2013","price.level_2013_2014","no.seats_2012_2013","no.seats_2013_2014","total_2012_2013","total_2013_2014","package_2012_2013","package_2013_2014","location_2012_2013","location_2013_2014","section_2012_2013","adjusted.total.2012_2013","adjusted.total.2013_2014","avg.2.years","var.2.years","avg.3.years","var.3.years","avg.4.years","var.4.years","avg.5.years","var.5.years","avg.6.years","var.6.years","avg.8.years","var.8.years","avg.2.years.if.no.var","avg.3.years.if.no.var","avg.4.years.if.no.var","avg.5.years.if.no.var","avg.6.years.if.no.var","avg.8.years.if.no.var","num.bought.subs","ever.bought.ticket"
0,0,0,0,0,2943,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2944,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2948,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2951,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,2300,19,26,2952,0,121.052631578947,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,392,7,24,2953,0,56,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,650,9,18,2980,0,72.2222222222222,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
0,0,60,2,25,2981,0,30,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,75,2,19,2955,0,37.5,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
0,0,0,0,0,2983,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0,125,3,26,2984,0,41.6666666666667,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,10,1,28,2958,0,10,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,374,7,28,2985,0,53.4285714285714,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,13,2,19,2959,0,6.5,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,0,79,2,29,2986,0,39.5,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1572,7,20,2987,0,224.571428571429,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0,10,1,27,2961,0,10,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,217,3,19,2989,0,72.3333333333333,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,50,1,17,2963,0,50,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,0,231,5,20,2990,0,46.2,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0,0,0,0,2991,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,32.77,1,27,2965,0,32.77,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,25,1,26,2967,0,25,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,20,1,26,2994,0,20,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,230,8,19,2968,0,28.75,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
0,0,0,0,0,2970,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,0,0,0,0,2971,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,100,1,13,2998,0,100,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
0,0,0,0,0,2974,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,165,4,28,2975,0,41.25,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0,0,0,0,2976,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,276,4,28,3003,0,69,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,0,934,13,26,3004,0,71.8461538461538,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,62,2,18,3005,0,31,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
0,0,21,1,23,3007,0,21,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1360,12,26,3009,0,113.333333333333,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,3950,14,26,3011,0,282.142857142857,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,3012,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,258,2,24,3013,0,129,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
0,200,22474,27,29,3015,1,832.37037037037,832.37037037037,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,30,1,27,3016,0,30,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,244,4,28,3043,0,61,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3044,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,181,3,19,3045,0,60.3333333333333,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,21,1,26,3019,0,21,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1407,11,26,3047,0,127.909090909091,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,336,4,20,3048,0,84,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,0,50,1,7,3023,0,50,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1104,4,29,3024,0,276,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,10,1,27,3053,0,10,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,100,1,6,3027,0,100,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,3056,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,120000,315022,30,23,3057,1,10500.7333333333,10500.7333333333,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,1.33333333333333,5.33333333333333,2,5.33333333333333,2.4,4.8,2.33333333333333,3.86666666666667,2.125,2.98214285714286,0,0,0,0,0,0,16,0
0,0,0,0,0,3031,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0.0833333333333333,0.0416666666666667,0.1875,0.0669642857142857,0,0,0,0,0,0,12,0
0,0,20,1,24,3058,0,20,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,762,15,20,3059,0,50.8,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
0,0,20,2,29,3035,0,10,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,22,1,1,3062,0,22,0,0,4,0,1,0,1,"NA","full","NA","san francisco","NA",1,1,0.5,0.5,0.333333333333333,0.333333333333333,0.25,0.25,0.2,0.2,0.166666666666667,0.166666666666667,0.125,0.125,0,0,0,0,0,0,1,1
0,0,21,1,26,3036,0,21,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,30,1,26,3063,0,30,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3065,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,272,2,19,3039,0,136,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,20,1,27,3040,0,20,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,20,1,20,3067,0,20,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,388,5,20,3068,0,77.6,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0,1670,14,26,3069,0,119.285714285714,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2642,11,25,3071,0,240.181818181818,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,3075,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3077,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,259,3,19,3078,0,86.3333333333333,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,0,4084,22,29,3079,0,185.636363636364,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,3080,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0.166666666666667,0.166666666666667,0.125,0.125,0,0,0,0,0,0,1,0
0,0,61,2,19,3107,0,30.5,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,75,1,29,3109,0,75,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,84,2,27,3111,0,42,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3085,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1328,5,17,3112,0,265.6,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0.2,0.2,0.166666666666667,0.166666666666667,0.25,0.214285714285714,0,0,0,0,0,0,5,0
0,0,100,2,27,3114,0,50,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,85,3,28,3090,0,28.3333333333333,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,3091,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,20,1,26,3118,0,20,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,10,1,28,3092,0,10,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,10,1,25,3119,0,10,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,140,3,20,3093,0,46.6666666666667,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,2810,8,29,3121,0,351.25,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3095,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3122,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,0,0,0,0,3123,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0,0,0,0,3124,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,322,8,20,3099,0,40.25,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,0,14.5,1,29,3101,0,14.5,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1805,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1806,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,50,1,20,3131,0,50,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,250,3,18,3133,0,83.3333333333333,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0,110,5,20,3134,0,22,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,75,3,26,3135,0,25,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,575,8,19,3139,0,71.875,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,20250,15,18,3167,0,1350,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0.5,1,0.8,1.2,1,1.2,1.25,1.07142857142857,0,0,0,0,0,0,15,0
0,0,1575,12,20,3143,0,131.25,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
0,0,25,1,26,3170,0,25,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,151,5,24,3172,0,30.2,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1480,9,29,3148,0,164.444444444444,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,16,1,19,3175,0,16,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,87,1,17,3149,0,87,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,3176,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1625,17,20,3150,0,95.5882352941177,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0.166666666666667,0.0833333333333333,0.25,0.0833333333333333,0.3,0.075,0.333333333333333,0.0666666666666667,0.375,0.125,0,0,0,0,0,0,10,0
0,0,1598,12,29,3178,0,133.166666666667,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,702,17,22,3152,0,41.2941176470588,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0.2,0.2,0.166666666666667,0.166666666666667,0.375,0.267857142857143,0,0,0,0,0,0,12,0
0,0,30,1,26,3153,0,30,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,50,1,27,3180,0,50,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,200,3,18,3181,0,66.6666666666667,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
0,0,0,0,0,3182,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4045,8,29,3156,0,505.625,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,35,1,15,1809,0,35,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,75,2,27,3183,0,37.5,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3158,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,100,1,26,3159,0,100,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3186,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2250,4,29,3160,0,562.5,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2496,11,23,3187,0,226.909090909091,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,200,1,26,3161,0,200,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,65,2,20,3188,0,32.5,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,25,1,26,3189,0,25,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,21,1,26,3190,0,21,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1446,19,23,3193,0,76.1052631578947,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
0,0,300,3,14,3194,0,100,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,3196,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,175,3,16,3198,0,58.3333333333333,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0,108,4,28,3199,0,27,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1305,8,23,3200,0,163.125,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.214285714285714,0,0,0,0,0,0,4,0
0,0,10,1,26,3227,0,10,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,10822,10,18,3201,0,1082.2,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,125,3,20,3202,0,41.6666666666667,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,0,0,0,0,3229,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,50,1,26,3230,0,50,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,435,8,29,3232,0,54.375,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,3206,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,500,2545,4,1,1814,1,636.25,636.25,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,200,5,27,3233,0,40,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3207,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0,0,0,0,3234,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",1,0,0,0,0,0,0,0,0.2,0.2,0.166666666666667,0.166666666666667,0.375,0.267857142857143,0,0,0,0,0,0,3,1
0,0,0,0,0,3208,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
