"account.id","price.level","no.seats","marketing.source","season","location","set","multiple.tickets"
"001i000000NuQus","4",2,"","2012-2013","Peninsula","3","no"
"001i000000NuRQX","4",1,"","2011-2012","Berkeley Saturday","5","no"
"001i000000NuPqd","4",1,"","2013-2014","Berkeley Sunday","1","no"
"001i000000oks19","2",3,"Postcard or brochure","2013-2014","Peninsula","2","no"
"001i000000NuRBM","4",1,"","2011-2012","Berkeley Saturday","2","no"
"001i000000ZvPmj","4",3,"KDFC Radio","2013-2014","Peninsula","2","yes"
"001i000000NuOLe","2",2,"","2012-2013","Berkeley Sunday","4","no"
"001i000000Lhyad","",1,"","2012-2013","Berkeley Saturday","6","no"
"001i000000oks40","4",2,"KDFC Radio","2013-2014","San Francisco","1","no"
"001i000000oks22","3",1,"Word of mouth","2013-2014","Berkeley Saturday","6","no"
"001i000000NuP5Q","1",1,"","2012-2013","Berkeley Saturday","6","no"
"001i000000LhyX8","1",1,"Philharmonia website","2013-2014","Berkeley Saturday","1","no"
"001i000000NuRUM","1",2,"","2011-2012","Berkeley Saturday","5","no"
"001i000000NuQfk","1",2,"","2012-2013","San Francisco","5","no"
"001i000000NuQnl","3",2,"","2011-2012","Berkeley Sunday","2","no"
"001i000000NuQsx","4",1,"","2010-2011","Berkeley Sunday","7","no"
"001i000000NuOg3","4",9,"","2013-2014","Berkeley Saturday","4","no"
"001i000000q7wAv","4",1,"","2013-2014","Berkeley Sunday","1","no"
"001i000000NuQSj","4",1,"Postcard or brochure","2013-2014","Berkeley Sunday","1","no"
"001i000000NuR3w","3",2,"","2012-2013","San Francisco","3","no"
"001i000000NuQTw","4",6,"Philharmonia website","2013-2014","San Francisco","4","no"
"001i000000NuNUK","1",2,"","2013-2014","Berkeley Sunday","6","no"
"001i000000NuQpO","",4,"","2012-2013","Berkeley Saturday","3","no"
"001i000000NuREo","4",1,"","2012-2013","San Francisco","3","no"
"001i000000oks4T","1",2,"Philharmonia website","2013-2014","Berkeley Saturday","1","no"
"001i000000NuRMK","4",2,"","2011-2012","Berkeley Sunday","6","no"
"001i000000NuRRN","4",3,"","2012-2013","Berkeley Saturday","6","no"
"001i000000NuRMA","2",2,"","2012-2013","San Francisco","4","no"
"001i000000NuPSY","3",1,"","2012-2013","Berkeley Saturday","6","no"
"001i000000bV1Cy","4",6,"Postcard or brochure","2013-2014","San Francisco","4","no"
"001i000000LhyPj","2",2,"","2012-2013","Peninsula","1","no"
"001i000000NuS4t","4",2,"Postcard or brochure","2013-2014","San Francisco","6","no"
"001i000000NuRNu","2",2,"","2010-2011","Peninsula","6","no"
"001i000000oks2M","1",3,"News story or review","2013-2014","Berkeley Saturday","1","no"
"001i000000NuPsQ","4",1,"Other radio","2013-2014","Berkeley Saturday","1","no"
"001i000000NuRHd","1",2,"","2011-2012","Peninsula","2","no"
"001i000000NuOPV","2",1,"","2012-2013","Peninsula","6","no"
"001i000000NuRCs","4",2,"","2012-2013","Berkeley Sunday","2","no"
"001i000000NuRMU","4",2,"Postcard or brochure","2013-2014","Berkeley Sunday","1","no"
"001i000000oks46","3",4,"Philharmonia website","2013-2014","San Francisco","6","no"
"001i000000NuR7i","3",2,"","2012-2013","Peninsula","1","no"
"001i000000oks16","2",2,"Other","2013-2014","San Francisco","4","no"
"001i000000NuRO8","4",2,"","2012-2013","San Francisco","3","no"
"001i000000NuRMb","1",2,"","2011-2012","San Francisco","7","no"
"001i000000oks2j","2",2,"KDFC Radio","2013-2014","Berkeley Saturday","1","no"
"001i000000NuRCc","2",2,"","2012-2013","San Francisco","2","no"
"001i000000NuROM","4",2,"","2012-2013","San Francisco","3","no"
"001i000000oks1Y","2",4,"City Box Office newsletter","2013-2014","San Francisco","1","no"
"001i000000NuRDZ","4",2,"","2012-2013","Berkeley Saturday","3","no"
"001i000000NuOYU","1",1,"Other","2013-2014","Berkeley Saturday","1","no"
"001i000000NuRWD","4",1,"","2011-2012","San Francisco","5","no"
"001i000000NuRKI","3",1,"","2010-2011","Peninsula","1","no"
"001i000000oks4y","4",4,"","2013-2014","Berkeley Saturday","6","no"
"001i000000NuRWE","2",2,"","2012-2013","San Francisco","6","no"
"001i000000NuR24","4",1,"","2010-2011","Berkeley Saturday","5","no"
"001i000000oks3b","4",4,"Word of mouth","2013-2014","San Francisco","2","no"
"001i000000NuQCc","4",2,"","2012-2013","San Francisco","2","no"
"001i000000NuRNR","1",2,"","2011-2012","San Francisco","3","no"
"001i000000NuO9x","4",2,"News story or review","2013-2014","Berkeley Saturday","1","no"
"001i000000NuQ7p","3",1,"Postcard or brochure","2013-2014","Berkeley Saturday","6","no"
"001i000000NuRQQ","2",2,"","2012-2013","San Francisco","5","no"
"001i000000NuRL2","3",3,"","2011-2012","Berkeley Saturday","6","no"
"001i000000NuRBi","4",2,"","2012-2013","San Francisco","3","no"
"001i000000NuOKH","2",2,"","2010-2011","Berkeley Saturday","4","no"
"001i000000NuQ1c","2",2,"","2011-2012","San Francisco","6","no"
"001i000000LhyQy","Youth",10,"","2011-2012","Family concert","3","yes"
"001i000000Lhydo","4",1,"","2012-2013","San Francisco","6","no"
"001i000000Lhyb0","",2,"","2012-2013","Berkeley Sunday","1","no"
"001i000000NuRDd","4",2,"","2012-2013","San Francisco","3","no"
"001i000000NuRMI","1",2,"","2012-2013","San Francisco","3","no"
"001i000000NuRDJ","1",2,"","2012-2013","Berkeley Saturday","2","no"
"001i000000NuREr","1",2,"","2012-2013","Peninsula","3","no"
"001i000000oks2u","3",2,"Other","2013-2014","Berkeley Sunday","1","no"
"001i000000Lhyb3","4",1,"","2011-2012","San Francisco","6","no"
"001i000000NuQxg","0",3,"","2010-2011","Family concert","","no"
"001i000000NuRGZ","4",1,"","2012-2013","San Francisco","6","no"
"001i000000NuRSG","2",2,"","2012-2013","San Francisco","6","no"
"001i000000bUJYF","3",1,"Word of mouth","2013-2014","Berkeley Sunday","5","no"
"001i000000NuRQt","1",2,"","2012-2013","Peninsula","3","no"
"001i000000NuRVA","0",2,"","2011-2012","Peninsula","2","no"
"001i000000NuRPr","3",2,"","2011-2012","San Francisco","6","no"
"001i000000NuOWt","1",2,"Postcard or brochure","2013-2014","Berkeley Sunday","1","no"
"001i000000NuQfZ","4",2,"","2012-2013","Berkeley Saturday","4","no"
"001i000000NuRDp","4",2,"","2012-2013","Berkeley Sunday","3","no"
"001i000000LhySe","4",2,"","2012-2013","San Francisco","4","no"
"001i000000NuQrR","4",6,"","2011-2012","Peninsula","4","yes"
"001i000000NuQxU","4",2,"","2010-2011","San Francisco","3","no"
"001i000000oks3Y","3",1,"Word of mouth","2013-2014","Berkeley Saturday","6","no"
"001i000000LhySM","3",1,"","2011-2012","Berkeley Sunday","4","no"
"001i000000NuRRi","3",2,"","2012-2013","Berkeley Sunday","6","no"
"001i000000NuRWp","2",2,"","2012-2013","Berkeley Saturday","6","no"
"001i000000NuP52","",2,"","2012-2013","Berkeley Saturday","4","no"
"001i000000NuRKw","4",2,"","2011-2012","San Francisco","6","no"
"001i000000NuQgr","2",2,"","2011-2012","San Francisco","4","no"
"001i000000NuQTj","3",2,"","2012-2013","Berkeley Sunday","2","no"
"001i000000NuRW1","4",1,"","2011-2012","Peninsula","4","no"
"001i000000oks4Z","1",1,"Word of mouth","2013-2014","San Francisco","4","no"
"001i000000oks33","3",2,"Web search","2013-2014","Berkeley Saturday","1","no"
"001i000000NuOR7","4",1,"","2012-2013","San Francisco","1","no"
"001i000000NuRLx","1",1,"","2012-2013","San Francisco","4","no"
"001i000000NuQbZ","2",1,"","2012-2013","Berkeley Saturday","3","no"
"001i000000NuRUG","",2,"","2012-2013","San Francisco","3","no"
"001i000000NuRFo","1",4,"","2012-2013","San Francisco","5","no"
"001i000000NuNiy","4",2,"","2011-2012","Berkeley Saturday","2","no"
"001i000000NuPcA","1",4,"Other","2013-2014","Berkeley Saturday","5","yes"
"001i000000NuRP0","3",3,"","2012-2013","San Francisco","3","no"
"001i000000q7wAX","2",4,"","2013-2014","San Francisco","1","no"
"001i000000NuRUv","",1,"","2012-2013","Berkeley Saturday","6","no"
"001i000000NuQDR","3",4,"","2011-2012","Peninsula","7","no"
"001i000000NuRHu","1",4,"","2011-2012","Berkeley Saturday","4","yes"
"001i000000NuRMY","4",2,"","2011-2012","San Francisco","7","no"
"001i000000NuNjT","1",2,"KDFC Radio","2013-2014","San Francisco","6","no"
"001i000000NuRUV","",2,"","2012-2013","Berkeley Sunday","4","no"
"001i000000NuQ2t","3",3,"Other print","2013-2014","Berkeley Saturday","6","no"
"001i000000NuRJI","2",1,"","2011-2012","Berkeley Sunday","3","no"
"001i000000NuR2D","4",2,"","2012-2013","Berkeley Saturday","4","no"
"001i000000oks4V","3",2,"Web search","2013-2014","Peninsula","1","no"
"001i000000q7wAu","1",2,"","2013-2014","Berkeley Sunday","1","no"
"001i000000NuOZ4","2",1,"","2013-2014","San Francisco","1","no"
"001i000000oks3m","4",2,"Postcard or brochure","2013-2014","Berkeley Saturday","4","no"
"001i000000NuRMT","4",2,"","2011-2012","Berkeley Sunday","7","no"
"001i000000NuRJb","4",2,"","2011-2012","Berkeley Saturday","4","no"
"001i000000NuO2Q","3",4,"","2011-2012","Berkeley Saturday","7","yes"
"001i000000NuRSI","2",1,"","2011-2012","Berkeley Saturday","4","no"
"001i000000NuRT8","",2,"","2012-2013","San Francisco","1","no"
"001i000000NuRSY","2",4,"","2012-2013","San Francisco","2","yes"
"001i000000NuPyO","4",2,"","2013-2014","Berkeley Sunday","5","no"
"001i000000NuRR1","3",1,"Other","2013-2014","Berkeley Saturday","1","no"
"001i000000NuRCh","1",2,"","2012-2013","Berkeley Saturday","2","no"
"001i000000NuORg","2",4,"","2013-2014","San Francisco","4","yes"
"001i000000NuRD0","1",2,"","2012-2013","Berkeley Saturday","2","no"
"001i000000NuRB8","1",1,"","2012-2013","Berkeley Saturday","1","no"
"001i000000NuNrp","1",2,"Other","2013-2014","Berkeley Saturday","6","no"
"001i000000NuR7O","4",1,"","2011-2012","San Francisco","5","no"
"001i000000oks1S","4",3,"Philharmonia website","2013-2014","San Francisco","1","no"
"001i000000NuRG0","4",2,"","2012-2013","San Francisco","5","no"
"001i000000NuPYD","1",1,"","2012-2013","San Francisco","3","no"
"001i000000NuRPA","4",2,"","2012-2013","Berkeley Sunday","4","no"
"001i000000V24u1","4",2,"Postcard or brochure","2013-2014","Berkeley Saturday","1","no"
"001i000000NuROQ","1",2,"","2012-2013","Berkeley Saturday","5","no"
"001i000000oks2t","2",1,"San Francisco Classical Voice","2013-2014","Berkeley Sunday","1","no"
"001i000000NuRBo","3",2,"","2012-2013","Berkeley Sunday","3","no"
"001i000000NuRIF","4",1,"","2011-2012","Peninsula","2","no"
"001i000000NuRLt","4",2,"","2011-2012","Berkeley Saturday","4","no"
"001i000000Lhyd8","1",2,"","2011-2012","Berkeley Sunday","7","no"
"001i000000NuOys","4",2,"","2010-2011","San Francisco","1","no"
"001i000000NuQ7O","4",2,"","2012-2013","San Francisco","1","no"
"001i000000NuRP9","1",2,"","2012-2013","San Francisco","3","no"
"001i000000NuRE0","3",4,"","2012-2013","Berkeley Sunday","3","no"
"001i000000NuRGs","2",2,"Other","2013-2014","Peninsula","2","no"
"001i000000NuNlk","3",2,"","2012-2013","Berkeley Sunday","3","no"
"001i000000LhyRu","1",2,"","2011-2012","Peninsula","7","no"
"001i000000NuRWR","",1,"","2011-2012","Peninsula","6","no"
"001i000000NuRCI","4",2,"","2012-2013","San Francisco","2","no"
"001i000000NuPab","3",2,"Philharmonia website","2013-2014","Berkeley Sunday","4","no"
"001i000000NuO2Q","3",1,"City Box Office special offer email","2013-2014","Berkeley Saturday","1","no"
"001i000000NuRVF","1",2,"","2011-2012","San Francisco","4","no"
"001i000000NuR9u","4",3,"","2012-2013","San Francisco","3","no"
"001i000000NuRWW","3",2,"Other","2013-2014","Berkeley Saturday","1","no"
"001i000000NuRPM","4",2,"","2011-2012","San Francisco","4","no"
"001i000000NuR76","4",1,"","2011-2012","Berkeley Saturday","2","no"
"001i000000NuR1t","1",2,"","2010-2011","Berkeley Sunday","7","no"
"001i000000NuRRi","3",3,"","2013-2014","San Francisco","1","no"
"001i000000NuOkT","1",2,"","2010-2011","Berkeley Sunday","5","no"
"001i000000NuOFJ","2",3,"","2013-2014","Berkeley Saturday","2","yes"
"001i000000NuREg","1",1,"","2012-2013","Berkeley Saturday","3","no"
"001i000000NuNh9","3",2,"","2010-2011","Berkeley Sunday","2","no"
"001i000000NuRSR","1",2,"","2012-2013","San Francisco","2","no"
"001i000000NuNs0","2",2,"Postcard or brochure","2013-2014","San Francisco","5","no"
"001i000000NuOOx","4",2,"","2010-2011","Berkeley Sunday","1","no"
"001i000000NuR24","4",1,"","2010-2011","Berkeley Saturday","7","no"
"001i000000NuRDb","4",2,"","2012-2013","Berkeley Sunday","3","no"
"001i000000NuPab","2",2,"","2011-2012","Berkeley Sunday","4","no"
"001i000000NuNWf","4",2,"","2010-2011","Berkeley Sunday","5","no"
"001i000000NuR0H","4",1,"","2010-2011","Peninsula","4","no"
"001i000000NuQQb","4",1,"","2012-2013","Berkeley Sunday","2","no"
"001i000000NuQS7","2",3,"","2010-2011","Berkeley Sunday","1","no"
"001i000000NuRCl","1",3,"","2012-2013","Peninsula","2","no"
"001i000000NuR1v","4",1,"","2012-2013","San Francisco","3","no"
"001i000000NuOP0","4",2,"","2012-2013","San Francisco","6","no"
"001i000000NuP3o","4",1,"","2011-2012","","3","no"
"001i000000NuRR5","4",3,"","2012-2013","Berkeley Sunday","3","no"
"001i000000NuRLU","1",1,"","2011-2012","Berkeley Sunday","7","no"
"001i000000oks2G","1",2,"Other","2013-2014","Berkeley Saturday","1","no"
"001i000000NuRGw","3",2,"Web search","2013-2014","Berkeley Saturday","2","no"
"001i000000NuOP0","4",1,"","2011-2012","San Francisco","6","no"
"001i000000NuPLa","2",2,"","2011-2012","","3","no"
"001i000000NuRIS","2",2,"","2011-2012","Berkeley Sunday","2","no"
"001i000000NuNqf","3",2,"Philharmonia website","2013-2014","Berkeley Saturday","4","no"
"001i000000NuRGi","4",2,"","2012-2013","San Francisco","6","no"
"001i000000NuRAA","",2,"","2012-2013","Peninsula","2","no"
"001i000000NuQco","1",1,"","2011-2012","Berkeley Sunday","4","no"
"001i000000NuOB4","3",2,"","2010-2011","San Francisco","4","no"
"001i000000NuNnM","4",1,"","2011-2012","Berkeley Sunday","7","no"
"001i000000NuRE8","3",2,"","2012-2013","Berkeley Sunday","3","no"
"001i000000NuRBB","1",2,"","2012-2013","Berkeley Saturday","3","no"
"001i000000NuR4J","1",2,"","2010-2011","Peninsula","7","no"
"001i000000NuQwI","4",1,"","2010-2011","San Francisco","3","no"
"001i000000oks25","3",4,"Philharmonia website","2013-2014","Berkeley Sunday","6","no"
"001i000000NuORy","3",2,"Philharmonia website","2013-2014","Berkeley Sunday","1","no"
"001i000000NuPqd","4",1,"","2011-2012","Peninsula","4","no"
"001i000000NuRRo","2",2,"","2012-2013","Berkeley Saturday","4","no"
"001i000000NuRMx","4",2,"","2011-2012","Berkeley Sunday","4","no"
"001i000000NuREp","1",1,"","2012-2013","Berkeley Saturday","3","no"
"001i000000Lhya7","1",1,"","2012-2013","San Francisco","3","no"
"001i000000NuRBQ","2",1,"","2012-2013","San Francisco","2","no"
"001i000000LhyX8","3",1,"","2010-2011","Berkeley Saturday","4","no"
"001i000000NuR3u","3",2,"","2010-2011","San Francisco","6","no"
"001i000000LhybR","4",1,"","2011-2012","Berkeley Sunday","6","no"
"001i000000NuRPJ","4",2,"","2011-2012","Berkeley Saturday","6","no"
"001i000000NuPxQ","4",1,"","2013-2014","San Francisco","1","no"
"001i000000NuRMS","2",2,"","2011-2012","San Francisco","2","no"
"001i000000NuO4q","3",4,"","2010-2011","San Francisco","7","no"
"001i000000NuNUh","Adult",4,"","2012-2013","Family concert","5","yes"
"001i000000NuRWW","4",2,"Word of mouth","2013-2014","Berkeley Sunday","6","no"
"001i000000NuOVA","2",4,"Other","2013-2014","Berkeley Saturday","3","no"
"001i000000NuNll","2",2,"","2011-2012","Berkeley Saturday","2","no"
"001i000000NuQqu","4",1,"","2012-2013","Berkeley Saturday","5","no"
"001i000000NuP2W","3",1,"Philharmonia website","2013-2014","Berkeley Sunday","6","no"
"001i000000oks3Z","4",1,"Other","2013-2014","Berkeley Saturday","2","no"
"001i000000NuOcs","4",1,"","2011-2012","Berkeley Saturday","6","no"
"001i000000oks3V","4",2,"Postcard or brochure","2013-2014","Berkeley Saturday","1","no"
"001i000000NuNjw","4",2,"","2011-2012","San Francisco","6","no"
"001i000000NuRUk","",1,"","2012-2013","Berkeley Sunday","5","no"
"001i000000NuOVW","4",1,"","2012-2013","San Francisco","6","no"
"001i000000oks4Q","4",1,"Philharmonia website","2013-2014","San Francisco","6","no"
"001i000000NuNr3","4",3,"","2012-2013","Berkeley Sunday","6","no"
"001i000000NuNUg","4",2,"","2012-2013","Berkeley Saturday","4","no"
"001i000000NuRRT","3",2,"","2011-2012","Berkeley Saturday","4","no"
"001i000000NuP4y","4",2,"Postcard or brochure","2013-2014","Berkeley Sunday","6","no"
"001i000000NuR0W","1",2,"","2010-2011","San Francisco","4","no"
"001i000000NuQsC","4",4,"","2012-2013","San Francisco","3","no"
"001i000000NuRQD","1",1,"","2011-2012","San Francisco","2","no"
"001i000000NuOdL","4",2,"","2012-2013","Berkeley Sunday","6","no"
"001i000000NuRRg","4",2,"","2011-2012","Peninsula","6","no"
"001i000000NuRBO","1",4,"","2012-2013","Peninsula","2","no"
"001i000000NuREU","1",2,"","2012-2013","San Francisco","3","no"
"001i000000Y2FLr","2",4,"Philharmonia website","2013-2014","San Francisco","5","no"
"001i000000NuRP5","4",2,"","2012-2013","Berkeley Saturday","3","no"
"001i000000NuQkX","2",2,"","2011-2012","Berkeley Sunday","6","no"
"001i000000NuRF3","4",4,"","2012-2013","Berkeley Saturday","3","no"
"001i000000NuRTd","",2,"","2012-2013","San Francisco","2","no"
"001i000000NuQU3","1",2,"","2012-2013","Berkeley Saturday","1","no"
"001i000000oks12","4",2,"Postcard or brochure","2013-2014","Peninsula","2","no"
"001i000000NuRHV","4",4,"Other","2013-2014","San Francisco","1","no"
"001i000000NuPyC","3",2,"Philharmonia website","2013-2014","Berkeley Saturday","1","no"
"001i000000NuRMU","4",1,"","2012-2013","San Francisco","5","no"
"001i000000NuNjv","2",3,"Other","2013-2014","Berkeley Saturday","6","no"
"001i000000NuQxE","4",2,"","2010-2011","Berkeley Saturday","2","no"
"001i000000NuOAx","2",1,"","2012-2013","San Francisco","3","no"
"001i000000NuRFh","2",2,"","2012-2013","San Francisco","4","no"
"001i000000NuNjx","1",1,"","2010-2011","San Francisco","6","no"
"001i000000NuPA2","4",2,"","2010-2011","Berkeley Saturday","2","no"
"001i000000NuQM7","1",2,"Philharmonia website","2013-2014","San Francisco","3","no"
"001i000000NuO1V","4",2,"","2012-2013","Berkeley Sunday","2","no"
"001i000000NuRUF","",2,"","2012-2013","Peninsula","3","no"
"001i000000NuRKr","",1,"","2010-2011","Peninsula","6","no"
"001i000000q7wAk","2",2,"","2013-2014","Berkeley Saturday","3","no"
"001i000000NuRLr","3",1,"","2011-2012","Berkeley Sunday","7","no"
"001i000000NuQdB","3",2,"","2010-2011","Berkeley Saturday","1","no"
"001i000000oks2k","2",2,"KDFC Radio","2013-2014","Berkeley Sunday","1","no"
"001i000000oks4d","3",2,"Other","2013-2014","Berkeley Sunday","2","no"
"001i000000NuRX0","",1,"","2012-2013","San Francisco","6","no"
"001i000000NuRLf","4",2,"","2011-2012","Berkeley Sunday","7","no"
"001i000000NuRNq","1",1,"","2011-2012","Peninsula","4","no"
"001i000000NuRWU","",1,"","2011-2012","San Francisco","7","no"
"001i000000NuRRv","3",27,"","2011-2012","Berkeley Saturday","6","yes"
"001i000000NuRLW","4",1,"","2011-2012","San Francisco","7","no"
"001i000000NuQAL","1",1,"","2011-2012","","5","no"
"001i000000NuOBf","3",1,"Postcard or brochure","2013-2014","Berkeley Sunday","1","no"
"001i000000NuQRK","2",1,"","2011-2012","","3","no"
"001i000000NuR3c","4",1,"","2010-2011","San Francisco","5","no"
"001i000000oks1I","2",4,"Philharmonia website","2013-2014","San Francisco","6","no"
"001i000000NuROP","1",2,"","2012-2013","Berkeley Sunday","5","no"
"001i000000NuOPj","3",2,"Postcard or brochure","2013-2014","San Francisco","5","no"
"001i000000NuRWV","",2,"","2011-2012","Berkeley Saturday","7","no"
"001i000000LhybV","4",1,"","2011-2012","Peninsula","3","no"
"001i000000NuRUC","4",2,"","2010-2011","Berkeley Sunday","4","no"
"001i000000NuPFK","2",2,"","2012-2013","San Francisco","3","no"
"001i000000NuQgm","4",2,"","2012-2013","Berkeley Saturday","2","no"
"001i000000NuRVc","Youth",6,"","2011-2012","Family concert","3","yes"
"001i000000oks1y","3",2,"","2013-2014","Berkeley Saturday","4","no"
"001i000000q7wB1","3",2,"","2013-2014","Berkeley Saturday","2","no"
"001i000000NuRKY","3",1,"","2011-2012","Berkeley Sunday","5","no"
"001i000000NuRI2","4",2,"","2011-2012","","3","no"
"001i000000NuOUu","2",2,"","2010-2011","San Francisco","3","no"
"001i000000NuQqE","4",1,"","2011-2012","Peninsula","7","no"
"001i000000NuR90","",2,"","2012-2013","Peninsula","3","no"
"001i000000NuPEV","2",2,"Philharmonia website","2013-2014","San Francisco","4","no"
"001i000000Lhybd","3",1,"","2012-2013","Berkeley Sunday","3","no"
"001i000000NuQsx","4",2,"","2010-2011","Berkeley Sunday","1","no"
"001i000000oks4j","4",2,"San Francisco Classical Voice","2013-2014","San Francisco","5","no"
"001i000000NuQUe","4",2,"","2011-2012","Berkeley Saturday","2","no"
"001i000000NuRMQ","3",2,"","2012-2013","San Francisco","5","no"
"001i000000NuQfZ","4",2,"Postcard or brochure","2013-2014","Berkeley Sunday","6","no"
"001i000000NuPDF","2",1,"","2011-2012","San Francisco","4","no"
"001i000000NuR7G","2",1,"","2011-2012","Berkeley Saturday","4","no"
"001i000000NuOVs","2",2,"Other print","2013-2014","San Francisco","5","no"
"001i000000NuQ8w","1",2,"","2013-2014","Peninsula","1","no"
"001i000000NuP5W","2",1,"","2012-2013","San Francisco","2","no"
"001i000000NuOQJ","3",2,"","2011-2012","","3","no"
"001i000000NuRNe","3",2,"","2012-2013","Berkeley Saturday","4","no"
"001i000000NuR4H","4",2,"","2010-2011","San Francisco","7","no"
"001i000000NuRPE","4",2,"","2012-2013","San Francisco","6","no"
"001i000000NuRUo","",2,"","2012-2013","Peninsula","6","no"
"001i000000Y0M1a","3",1,"","2013-2014","Berkeley Sunday","2","no"
"001i000000NuQb6","2",2,"","2010-2011","Berkeley Saturday","1","no"
"001i000000NuRTk","",2,"","2012-2013","San Francisco","2","no"
"001i000000NuRMh","4",2,"","2011-2012","Berkeley Saturday","5","no"
"001i000000oks20","1",1,"Word of mouth","2013-2014","Berkeley Sunday","2","no"
"001i000000NuRPQ","2",2,"","2012-2013","Berkeley Saturday","3","no"
"001i000000NuRGk","3",1,"","2012-2013","Berkeley Sunday","6","no"
"001i000000oks32","3",1,"Philharmonia website","2013-2014","Berkeley Saturday","1","no"
"001i000000NuOEL","2",2,"","2012-2013","Berkeley Sunday","3","no"
"001i000000NuRLY","4",1,"","2011-2012","San Francisco","7","no"
"001i000000NuRWw","4",2,"","2012-2013","Peninsula","3","no"
"001i000000NuRNo","1",1,"City Box Office special offer email","2013-2014","San Francisco","6","no"
"001i000000NuRV9","",2,"","2012-2013","Berkeley Sunday","6","no"
"001i000000NuRH0","4",2,"","2012-2013","Berkeley Sunday","6","no"
"001i000000NuRRG","4",2,"","2012-2013","Berkeley Sunday","2","no"
"001i000000NuRDI","2",2,"","2011-2012","Berkeley Saturday","4","no"
"001i000000NuQSC","1",1,"Other","2013-2014","Peninsula","1","no"
"001i000000oks10","2",4,"Web search","2013-2014","Peninsula","2","no"
"001i000000oks2c","2",2,"San Francisco Chronicle","2013-2014","Berkeley Saturday","6","no"
"001i000000LhyYM","3",1,"","2011-2012","Berkeley Sunday","6","no"
"001i000000NuRPN","3",2,"","2012-2013","San Francisco","2","no"
"001i000000oks1A","3",2,"News story or review","2013-2014","Peninsula","1","no"
"001i000000NuRTZ","",2,"","2011-2012","San Francisco","6","no"
"001i000000NuR2a","2",2,"","2011-2012","Peninsula","2","no"
"001i000000NuRJ5","4",1,"","2011-2012","Peninsula","3","no"
"001i000000NuQte","2",3,"","2011-2012","Peninsula","4","no"
"001i000000NuROu","4",1,"","2011-2012","Berkeley Saturday","5","no"
"001i000000NuREH","1",2,"","2012-2013","San Francisco","3","no"
"001i000000NuRWQ","",4,"","2011-2012","San Francisco","6","yes"
"001i000000NuOsy","2",2,"","2012-2013","Berkeley Sunday","5","no"
"001i000000NuPHo","1",2,"","2012-2013","Berkeley Sunday","6","no"
"001i000000NuP8I","1",4,"","2010-2011","Berkeley Saturday","5","no"
"001i000000NuRVC","2",2,"","2010-2011","Berkeley Sunday","4","no"
"001i000000NuPxQ","4",1,"","2013-2014","San Francisco","3","no"
"001i000000NuPB5","",8,"","2012-2013","Berkeley Sunday","6","yes"
"001i000000NuRHF","2",2,"","2011-2012","Berkeley Saturday","3","no"
"001i000000NuRK1","4",2,"","2011-2012","San Francisco","4","no"
"001i000000NuRWU","1",1,"","2011-2012","San Francisco","2","no"
"001i000000NuQfZ","4",2,"","2012-2013","Berkeley Sunday","1","no"
"001i000000NuRHB","1",2,"","2011-2012","San Francisco","5","no"
"001i000000NuRUa","",2,"","2012-2013","San Francisco","4","no"
"001i000000NuRQb","Adult",8,"","2012-2013","Family concert","5","yes"
"001i000000NuQbw","4",2,"","2010-2011","San Francisco","2","no"
"001i000000NuRId","4",4,"","2011-2012","Berkeley Saturday","2","no"
"001i000000NuQps","4",4,"","2011-2012","Berkeley Sunday","4","no"
"001i000000NuP9z","4",2,"Other","2013-2014","Berkeley Sunday","4","no"
"001i000000oks2p","2",2,"Philharmonia website","2013-2014","Berkeley Saturday","2","no"
"001i000000NuRTU","",1,"","2012-2013","Peninsula","2","no"
"001i000000NuRQi","3",1,"","2011-2012","San Francisco","4","no"
"001i000000NuPT0","4",1,"","2012-2013","Peninsula","2","no"
"001i000000NuRTH","",2,"","2012-2013","Berkeley Sunday","1","no"
"001i000000NuROL","2",4,"","2011-2012","San Francisco","6","yes"
"001i000000NuO2Q","3",1,"","2012-2013","Berkeley Sunday","6","no"
"001i000000NuRHl","4",3,"","2011-2012","Berkeley Sunday","6","no"
"001i000000NuRBN","1",2,"","2012-2013","Peninsula","2","no"
"001i000000NuNmN","3",2,"","2011-2012","San Francisco","7","no"
"001i000000NuRKt","4",2,"","2010-2011","Peninsula","6","no"
"001i000000NuPw7","4",1,"","2012-2013","Peninsula","3","no"
"001i000000NuQkK","3",2,"","2012-2013","Berkeley Saturday","2","no"
"001i000000NuRUa","",2,"","2011-2012","Berkeley Sunday","7","no"
"001i000000NuRMb","1",1,"","2011-2012","San Francisco","5","no"
"001i000000NuOYa","Youth",6,"","2011-2012","Family concert","3","yes"
"001i000000NuRET","2",2,"","2012-2013","Berkeley Sunday","3","no"
"001i000000LhyZs","4",1,"","2012-2013","Peninsula","6","no"
"001i000000NuRIP","3",2,"","2011-2012","Peninsula","2","no"
"001i000000Lhybd","3",1,"","2012-2013","Berkeley Sunday","4","no"
"001i000000NuRCA","4",4,"","2012-2013","San Francisco","2","no"
"001i000000oks4l","3",2,"City Box Office special offer email","2013-2014","San Francisco","3","no"
"001i000000NuNDn","4",2,"","2012-2013","Berkeley Saturday","4","no"
"001i000000NuRUD","",1,"","2012-2013","Berkeley Sunday","3","no"
"001i000000NuRC2","4",1,"","2011-2012","San Francisco","2","no"
