"account.id","season","package","no.seats","location","section","price.level","total","multiple.subs"
"001i000000NuP6Z","1998-1999","Full",2,"Orange County","Orchestra","2",2,"no"
"001i000000NuOGM","1993-1994","Full",2,"San Francisco","Orchestra","2",2,"no"
"001i000000NuNhU","2008-2009","Trio",1,"Berkeley Saturday","Premium Orchestra","1",0.5,"no"
"001i000000LhyRQ","1994-1995","Full",2,"Berkeley Sunday","Orchestra","2",2,"no"
"001i000000NuPdw","2007-2008","Quartet",1,"Berkeley Sunday","Balcony Front","3",0.5,"no"
"001i000000NuOKR","1993-1994","Full",1,"Peninsula","Orchestra","2",1,"no"
"001i000000NuOuf","2003-2004","Full",1,"San Francisco","",NA,1,"no"
"001i000000NuPSN","2001-2002","Full",2,"Peninsula","Orchestra","2",2,"no"
"001i000000NuOZe","2000-2001","Full",2,"Berkeley Sunday","Orchestra","2",2,"no"
"001i000000NuOTN","1995-1996","Quartet",1,"Peninsula","Orchestra","2",0.5,"no"
"001i000000Lhyb7","2004-2005","Quartet",1,"Peninsula","",NA,0.5,"no"
"001i000000NuO2U","2004-2005","Full",1,"Peninsula","",NA,1,"no"
"001i000000NuNlj","1998-1999","Full",1,"Berkeley Sunday","Orchestra","2",1,"no"
"001i000000NuON9","1993-1994","Full",2,"San Francisco","Orchestra","2",2,"no"
"001i000000Lhydy","2010-2011","Quartet B",2,"Berkeley Saturday","Balcony Front","2",1,"no"
"001i000000LhyRG","1997-1998","Full",2,"Peninsula","Orchestra","2",2,"no"
"001i000000LhyTb","1997-1998","Full",2,"Berkeley Saturday","Orchestra","2",2,"no"
"001i000000NuOMS","1996-1997","Full",1,"Contra Costa","Orchestra","2",1,"no"
"001i000000NuPSd","2003-2004","Trio",1,"Peninsula","",NA,0.5,"no"
"001i000000LhyS5","2009-2010","Full",2,"Berkeley Sunday","Balcony Front","3",2,"no"
"001i000000NuOzP","1998-1999","Full",2,"Contra Costa","Balcony","4",2,"no"
"001i000000NuOog","1996-1997","Full",1,"Berkeley Sunday","Balcony Front","3",1,"no"
"001i000000NuQ78","2005-2006","Trio",2,"Berkeley Sunday","Orchestra Rear","2",1,"no"
"001i000000NuOKk","1995-1996","Full",2,"Contra Costa","Orchestra","2",2,"no"
"001i000000Lhybn","1994-1995","Full",2,"Berkeley Saturday","Balcony Front","3",2,"no"
"001i000000LhyZs","2013-2014","Trio B",1,"Peninsula",NA,"4",0.5,"no"
"001i000000NuPA1","2000-2001","Full",2,"San Francisco","Orchestra","2",2,"no"
"001i000000NuNth","1993-1994","Full",2,"Berkeley Sunday","Orchestra","2",2,"no"
"001i000000NuOES","1994-1995","Full",2,"Contra Costa","Orchestra","2",2,"no"
"001i000000NuOo7","2001-2002","Full",2,"Berkeley Sunday","Balcony Rear","4",2,"no"
"001i000000LhyUO","2009-2010","Trio",2,"San Francisco","Dress Circle","3",1,"no"
"001i000000NuO65","2007-2008","Full",2,"Berkeley Sunday","Balcony Front","3",2,"no"
"001i000000NuNeB","1994-1995","CYO",2,"Peninsula","Orchestra","2",1,"no"
"001i000000LhyTX","2009-2010","Full",2,"Berkeley Saturday","Premium Orchestra","1",2,"no"
"001i000000LhyY3","2013-2014","Full",2,"Peninsula",NA,"0",2,"no"
"001i000000NuNVT","2002-2003","Full",1,"Peninsula","",NA,1,"no"
"001i000000NuNsC","1994-1995","Full",2,"Contra Costa","Orchestra","2",2,"no"
"001i000000NuNnQ","1997-1998","Full",2,"Berkeley Sunday","Orchestra","2",2,"no"
"001i000000LhyYf","2006-2007","Full",1,"Peninsula","Orchestra","2",1,"no"
"001i000000NuPev","2002-2003","Quartet CC",1,"Contra Costa","",NA,0.5,"no"
"001i000000LhyTh","2002-2003","Full",1,"Berkeley Saturday","",NA,1,"no"
"001i000000LhyX8","1993-1994","Full",2,"Berkeley Sunday","Orchestra","2",2,"no"
"001i000000LhyRr","2013-2014","Full",2,"Peninsula",NA,"2",2,"no"
"001i000000NuNsy","2000-2001","Full",1,"Peninsula","Orchestra","2",1,"no"
"001i000000NuOBc","1994-1995","Full",2,"Santa Rosa","Orchestra","2",2,"no"
"001i000000LhyTW","2009-2010","Quartet",2,"Peninsula","Balcony Front","3",1,"no"
"001i000000LhyRr","2005-2006","Full",2,"Peninsula","Orchestra Front","1",2,"no"
"001i000000Lhyaw","1995-1996","Full",2,"Berkeley Sunday","Balcony Rear","4",2,"no"
"001i000000NuNdv","1993-1994","Quartet",2,"Contra Costa","Orchestra","2",1,"no"
"001i000000NuNmr","1997-1998","Full",1,"San Francisco","Orchestra","2",1,"no"
"001i000000LhyQi","1998-1999","Full",2,"Berkeley Sunday","Orchestra","2",2,"no"
"001i000000LhyRy","2005-2006","Quartet CC",2,"Contra Costa","Orchestra Front","1",1,"no"
"001i000000LhyTH","2010-2011","Full",2,"San Francisco","Orchestra","0",2,"no"
"001i000000NuQX4","2007-2008","Quartet",2,"Berkeley Saturday","Orchestra","2",1,"no"
"001i000000NuNoE","2001-2002","Full",2,"Peninsula","Orchestra","2",2,"no"
"001i000000NuP4f","2003-2004","Full",1,"San Francisco","",NA,1,"no"
"001i000000NuNm7","2005-2006","Quartet",2,"Berkeley Sunday","Orchestra Front","1",1,"no"
"001i000000LhyUk","2004-2005","Full",1,"San Francisco","",NA,1,"no"
"001i000000NuP8b","2004-2005","Full",1,"Peninsula","",NA,1,"no"
"001i000000LhyQy","2007-2008","Full",2,"San Francisco","Premium Orchestra","1",2,"no"
"001i000000NuODN","1997-1998","Full",2,"Peninsula","Orchestra","2",2,"no"
"001i000000LhyTF","1997-1998","Full",2,"Berkeley Saturday","Orchestra","2",2,"no"
"001i000000NuNrO","2003-2004","Full",1,"Peninsula","",NA,1,"no"
"001i000000NuNq4","2000-2001","Full",2,"Berkeley Saturday","Balcony Front","3",2,"no"
"001i000000NuNxl","1993-1994","Full",1,"Santa Rosa","Orchestra","2",1,"no"
"001i000000LhyXb","1998-1999","Full",1,"Berkeley Sunday","Orchestra","2",1,"no"
"001i000000NuOoX","1996-1997","Full",1,"Peninsula","Orchestra","2",1,"no"
"001i000000LhybV","2011-2012","Full",1,"Peninsula","Orchestra","4",1,"no"
"001i000000LhyWh","2012-2013","Full",2,"Berkeley Sunday","Balcony Front","3",2,"no"
"001i000000LhyVB","2006-2007","Full",2,"Berkeley Sunday","Balcony Rear","4",2,"no"
"001i000000NuOLT","1993-1994","Full",2,"Contra Costa","Balcony","4",2,"no"
"001i000000LhydQ","2012-2013","Trio B",2,"Berkeley Saturday","Orchestra","0",1,"no"
"001i000000LhyQ3","1994-1995","Full",4,"San Francisco","Orchestra","2",4,"no"
"001i000000NuNok","1994-1995","Full",2,"Berkeley Sunday","Orchestra","2",2,"no"
"001i000000NuQ6b","2005-2006","Trio",2,"San Francisco","Orchestra Front","1",1,"no"
"001i000000NuQ5J","2007-2008","Full",2,"Peninsula","Premium Orchestra","1",2,"no"
"001i000000LhyZD","2007-2008","Full",1,"San Francisco","Premium Orchestra","1",1,"no"
"001i000000LhyVX","2012-2013","Full",2,"Peninsula","Orchestra","1",2,"no"
"001i000000LhySc","2006-2007","Full",2,"Berkeley Saturday","Premium Orchestra","1",2,"no"
"001i000000LhyZl","2008-2009","Quartet CC",2,"Contra Costa","Premium Orchestra","1",1,"no"
"001i000000Lhyd1","2011-2012","Trio",1,"San Francisco","Orchestra","4",0.5,"no"
"001i000000LhyaO","2005-2006","Full",2,"Berkeley Saturday","Orchestra Front","1",2,"no"
"001i000000LhyQh","2011-2012","Full",2,"Berkeley Sunday","Balcony Front","2",2,"no"
"001i000000NuPQe","2002-2003","Quartet CC",1,"Contra Costa","",NA,0.5,"no"
"001i000000LhyS1","2005-2006","Full",2,"Berkeley Sunday","Orchestra Front","1",2,"no"
"001i000000LhyRz","2003-2004","Full",1,"Berkeley Sunday","",NA,1,"no"
"001i000000NuNWA","1999-2000","Full",2,"Peninsula","Orchestra","2",2,"no"
"001i000000NuRSJ","1994-1995","Full",1,"Berkeley Saturday","Orchestra","2",1,"no"
"001i000000NuPHt","2000-2001","Quartet CC",2,"Contra Costa","Orchestra","2",1,"no"
"001i000000LhySb","2005-2006","Full",2,"San Francisco","Orchestra Front","1",2,"no"
"001i000000NuOJA","1993-1994","Quartet",1,"Berkeley Sunday","Balcony Rear","4",0.5,"no"
"001i000000NuP3M","1998-1999","Full",2,"Santa Rosa","Orchestra","2",2,"no"
"001i000000NuNzp","1993-1994","Full",1,"Berkeley Saturday","Balcony Front","3",1,"no"
"001i000000NuOEi","1994-1995","Full",2,"Santa Rosa","Balcony","4",2,"no"
"001i000000NuO2K","1997-1998","Full",1,"Berkeley Sunday","Balcony Front","3",1,"no"
"001i000000LhyPN","2012-2013","Full",2,"Peninsula","Orchestra","0",2,"no"
"001i000000LhyY7","2013-2014","Full",1,"San Francisco",NA,"4",1,"no"
"001i000000NuOKS","1994-1995","Full",2,"Contra Costa","Orchestra","2",2,"no"
"001i000000NuNv8","1998-1999","Quartet",2,"Berkeley Sunday","Orchestra","2",1,"no"
"001i000000LhyQG","1999-2000","Full",2,"San Francisco","Orchestra","2",2,"no"
"001i000000NuNtq","1998-1999","Quartet",1,"San Francisco","Orchestra","2",0.5,"no"
"001i000000NuONU","1997-1998","Full",1,"Peninsula","Orchestra","2",1,"no"
"001i000000NuOkk","1997-1998","Quartet",2,"Berkeley Sunday","Orchestra","2",1,"no"
"001i000000LhyaI","2001-2002","Full",3,"Berkeley Sunday","Orchestra","2",3,"no"
"001i000000NuOoF","1996-1997","Full",2,"San Francisco","Orchestra","2",2,"no"
"001i000000NuQjd","2009-2010","Full",1,"Berkeley Saturday","Premium Orchestra","1",1,"no"
"001i000000Lhya4","2007-2008","Full",1,"Peninsula","Premium Orchestra","1",1,"no"
"001i000000Lhyaj","2002-2003","Full",1,"Peninsula","",NA,1,"no"
"001i000000NuNtu","2000-2001","Full",2,"Peninsula","Orchestra","2",2,"no"
"001i000000NuPF0","2000-2001","Full",2,"Orange County","Orchestra","2",2,"no"
"001i000000NuOEu","2003-2004","Quartet CC",1,"Contra Costa","",NA,0.5,"no"
"001i000000NuNxT","2012-2013","Full",2,"Berkeley Saturday","Orchestra","1",2,"no"
"001i000000Li95q","2003-2004","Trio",1,"Berkeley Saturday","",NA,0.5,"no"
"001i000000LhyT1","1996-1997","Full",2,"San Francisco","Orchestra","2",2,"no"
"001i000000LhySU","2003-2004","Full",1,"Berkeley Saturday","",NA,1,"no"
"001i000000LhyV5","2008-2009","Full",2,"San Francisco","Premium Orchestra","1",2,"no"
"001i000000NuO6V","1995-1996","Full",2,"Berkeley Saturday","Orchestra","2",2,"no"
"001i000000NuPZQ","1998-1999","Quartet",2,"Berkeley Saturday","Balcony Front","3",1,"no"
"001i000000NuOpr","1996-1997","Full",1,"Contra Costa","Orchestra","2",1,"no"
"001i000000LhyQB","2000-2001","Full",2,"San Francisco","Dress Circle","3",2,"no"
"001i000000LhySc","2001-2002","Full",2,"Berkeley Saturday","Orchestra","2",2,"no"
"001i000000NuOWc","2001-2002","Quartet CC",2,"Contra Costa","Orchestra","2",1,"no"
"001i000000LhyWr","2009-2010","Full",2,"Berkeley Sunday","Premium Orchestra","1",2,"no"
"001i000000LhyQ7","2001-2002","Full",2,"Peninsula","Orchestra","2",2,"no"
"001i000000NuOZS","1999-2000","Full",2,"Santa Rosa","Orchestra","2",2,"no"
"001i000000NuNwL","1998-1999","Quartet",2,"Berkeley Sunday","Balcony Rear","4",1,"no"
"001i000000NuOJN","1997-1998","Full",2,"San Francisco","Dress Circle","3",2,"no"
"001i000000LhyPS","2014-2015","Full",2,"Berkeley Saturday",NA,"2",2,"no"
"001i000000NuPeL","2001-2002","Quartet",2,"Berkeley Saturday","Orchestra","2",1,"no"
"001i000000NuOhH","2003-2004","Full",1,"Peninsula","",NA,1,"no"
"001i000000NuNxo","1997-1998","Full",2,"Berkeley Saturday","Orchestra","2",2,"no"
"001i000000NuPtZ","2012-2013","Trio B",2,"San Francisco","Dress Circle","2",1,"no"
"001i000000NuOBa","1996-1997","Full",2,"San Francisco","Dress Circle","3",2,"no"
"001i000000NuOcD","1995-1996","Full",4,"Santa Rosa","Balcony","4",4,"no"
"001i000000NuNnP","1994-1995","Quartet",2,"Berkeley Saturday","Balcony Front","3",1,"no"
"001i000000NuP4a","2003-2004","Quartet CC",1,"Contra Costa","",NA,0.5,"no"
"001i000000NuNjN","1994-1995","Full",2,"Berkeley Saturday","Orchestra","2",2,"no"
"001i000000NuNuv","1997-1998","Full",1,"Peninsula","Orchestra","2",1,"no"
"001i000000NuO7O","1999-2000","Full",2,"Berkeley Sunday","Balcony Front","3",2,"no"
"001i000000NuOit","1996-1997","Full",2,"Contra Costa","Orchestra","2",2,"no"
"001i000000LhyVp","1999-2000","Full",1,"Peninsula","Orchestra","2",1,"no"
"001i000000NuO1h","1998-1999","Full",2,"San Francisco","Orchestra","2",2,"no"
"001i000000Lhydj","2001-2002","Full",1,"San Francisco","Dress Circle","3",1,"no"
"001i000000LhyQ9","2011-2012","Full",2,"Berkeley Sunday","Balcony Front","2",2,"no"
"001i000000LhybE","1995-1996","Quartet",2,"Berkeley Saturday","Orchestra","2",1,"no"
"001i000000NuP6w","1998-1999","Full",1,"Orange County","Orchestra","2",1,"no"
"001i000000Lhyaj","2008-2009","Full",1,"Berkeley Saturday","Premium Orchestra","1",1,"no"
"001i000000NuPVA","2011-2012","Trio",4,"Berkeley Sunday","Balcony Front","2",2,"no"
"001i000000LhyVS","2011-2012","Quartet",2,"San Francisco","Orchestra","1",1,"no"
"001i000000LhyaO","1996-1997","Full",1,"Berkeley Saturday","Balcony Front","3",1,"no"
"001i000000LhyS4","1993-1994","Full",2,"San Francisco","Orchestra","2",2,"no"
"001i000000tVZPa","2014-2015","Trio B",2,"Berkeley Sunday",NA,"3",1,"no"
"001i000000NuO2Y","1997-1998","Full",1,"San Francisco","Orchestra","2",1,"no"
"001i000000LhyXB","2011-2012","Quartet",2,"Berkeley Sunday","Orchestra","0",1,"no"
"001i000000NuOXT","1998-1999","Full",2,"Peninsula","Orchestra","2",2,"no"
"001i000000NuPHa","2000-2001","Full",1,"Berkeley Saturday","Balcony Front","3",1,"no"
"001i000000LhyPe","2012-2013","Trio B",2,"Berkeley Saturday","Orchestra","1",1,"no"
"001i000000NuOaO","1996-1997","Full",2,"San Francisco","Orchestra","2",2,"no"
"001i000000LhydD","2000-2001","Full",2,"Berkeley Sunday","Orchestra","2",2,"no"
"001i000000LhyVY","2003-2004","Quartet",1,"Berkeley Sunday","",NA,0.5,"no"
"001i000000NuOUO","2013-2014","Full",2,"Peninsula",NA,"3",2,"no"
"001i000000NuOcN","2007-2008","Full",3,"Peninsula","Orchestra","2",3,"no"
"001i000000Lhyaj","1995-1996","Full",1,"Peninsula","Orchestra","2",1,"no"
"001i000000LhyQo","2013-2014","Full",2,"Peninsula",NA,"1",2,"no"
"001i000000NuNpE","1995-1996","Full",1,"Berkeley Saturday","Orchestra","2",1,"no"
"001i000000NuO65","2003-2004","Full",1,"Berkeley Sunday","",NA,1,"no"
"001i000000NuQ2v","2005-2006","Full",1,"Berkeley Saturday","Balcony Front","3",1,"no"
"001i000000NuNrJ","1993-1994","Quartet",2,"Peninsula","Orchestra","2",1,"no"
"001i000000LhyPu","1994-1995","Full",2,"Contra Costa","Orchestra","2",2,"no"
"001i000000NuO7r","1997-1998","Full",2,"San Francisco","Balcony","4",2,"no"
"001i000000Lhyb4","2014-2015","Trio A",1,"Peninsula",NA,"2",0.5,"no"
"001i000000NuOtO","1999-2000","Full",1,"San Francisco","Orchestra","2",1,"no"
"001i000000NuNrV","2009-2010","Trio",2,"San Francisco","Premium Orchestra","1",1,"no"
"001i000000Lhyd7","2001-2002","Full",1,"Peninsula","Orchestra","2",1,"no"
"001i000000LhyYs","2011-2012","Full",1,"San Francisco","Orchestra","4",1,"no"
"001i000000LhyV0","2013-2014","Full",2,"Peninsula",NA,"0",2,"no"
"001i000000NuNvh","2003-2004","Quartet CC",1,"Contra Costa","",NA,0.5,"no"
"001i000000LhyWE","2012-2013","Full",2,"Berkeley Sunday","Orchestra","1",2,"no"
"001i000000LhyU0","2005-2006","Full",2,"Peninsula","Orchestra Rear","2",2,"no"
"001i000000NuPKr","2006-2007","Quartet",1,"Berkeley Saturday","Balcony Rear","4",0.5,"no"
"001i000000NuNtY","1996-1997","Full",2,"Berkeley Saturday","Orchestra","2",2,"no"
"001i000000NuNpN","1998-1999","Full",2,"Contra Costa","Orchestra","2",2,"no"
"001i000000NuP0O","1998-1999","Full",2,"San Francisco","Box","1",2,"no"
"001i000000NuO2B","1997-1998","Full",3,"Peninsula","Orchestra","2",3,"no"
"001i000000NuOra","1997-1998","Full",2,"Contra Costa","Box","1",2,"no"
"001i000000LhyQH","2014-2015","Full",2,"San Francisco",NA,"1",2,"yes"
"001i000000NuOkj","1996-1997","Quartet",2,"San Francisco","Box","1",1,"no"
"001i000000NuNVT","1994-1995","Full",2,"Peninsula","Orchestra","2",2,"no"
"001i000000NuNxT","1997-1998","Full",2,"Berkeley Saturday","Orchestra","2",2,"no"
"001i000000NuObN","2002-2003","Full",1,"Peninsula","",NA,1,"no"
"001i000000LhyUf","2002-2003","Full",1,"Berkeley Sunday","",NA,1,"no"
"001i000000NuO8f","1998-1999","Quartet",1,"Peninsula","Orchestra","2",0.5,"no"
"001i000000NuOCD","1995-1996","Full",2,"Peninsula","Orchestra","2",2,"no"
"001i000000LhyUh","2010-2011","Full",2,"Berkeley Sunday","Orchestra","0",2,"no"
"001i000000NuPB9","2000-2001","Full",2,"Orange County","Orchestra","2",2,"no"
"001i000000NuOU6","1995-1996","Quartet",1,"Berkeley Sunday","Balcony Front","3",0.5,"no"
"001i000000LhyQP","2003-2004","Full",1,"Berkeley Saturday","",NA,1,"no"
"001i000000LhydA","2007-2008","Full",1,"Peninsula","Premium Orchestra","1",1,"no"
"001i000000LhyU6","1999-2000","Full",2,"Berkeley Saturday","Orchestra","2",2,"no"
"001i000000NuO9e","1993-1994","Full",2,"San Francisco","Orchestra","2",2,"no"
"001i000000LhySO","1997-1998","Full",2,"Berkeley Sunday","Orchestra","2",2,"no"
"001i000000NuONg","1998-1999","Full",2,"San Francisco","Orchestra","2",2,"no"
"001i000000NuNpH","2003-2004","Trio",1,"San Francisco","",NA,0.5,"no"
"001i000000NuOkm","1998-1999","Full",4,"Peninsula","Balcony","4",4,"no"
"001i000000NuO5h","1994-1995","Full",1,"Berkeley Sunday","Orchestra","2",1,"no"
"001i000000NuNZh","1994-1995","Full",2,"Berkeley Sunday","Orchestra","2",2,"no"
"001i000000LhycW","2010-2011","Full",2,"Berkeley Saturday","Balcony Rear","4",2,"no"
"001i000000LhyZI","2008-2009","Full",2,"Berkeley Saturday","Premium Orchestra","1",2,"no"
"001i000000NuOsK","2001-2002","Full",2,"San Francisco","Box","1",2,"no"
"001i000000NuO5O","1993-1994","Full",2,"Berkeley Sunday","Orchestra","2",2,"no"
"001i000000NuOIa","1994-1995","Full",1,"San Francisco","Dress Circle","3",1,"no"
"001i000000NuOwK","1997-1998","Quartet",2,"Berkeley Sunday","Orchestra","2",1,"no"
"001i000000NuNoF","2008-2009","Full",2,"San Francisco","Dress Circle","3",2,"no"
"001i000000LhyYH","1997-1998","Full",2,"Berkeley Saturday","Orchestra","2",2,"no"
"001i000000Lhydq","2004-2005","Trio",1,"Berkeley Saturday","",NA,0.5,"no"
"001i000000NuOe1","2002-2003","Full",1,"Berkeley Saturday","",NA,1,"no"
"001i000000Q3Ntx","2007-2008","Quartet CC",2,"Contra Costa","Gallery","4",1,"no"
"001i000000NuP5d","2001-2002","Full",4,"Orange County","Balcony","4",4,"no"
"001i000000NuNf9","1995-1996","Full",2,"Santa Rosa","Orchestra","2",2,"no"
"001i000000LhydI","2012-2013","Full",1,"Berkeley Sunday","Orchestra","0",1,"no"
"001i000000NuO5c","1993-1994","Full",1,"Berkeley Saturday","Orchestra","2",1,"no"
"001i000000LhyVm","2009-2010","Quartet CC",3,"Contra Costa","Gallery","4",1.5,"no"
"001i000000NuOSh","1995-1996","Quartet",2,"Berkeley Saturday","Balcony Rear","4",1,"no"
"001i000000LhyRQ","2008-2009","Full",2,"Berkeley Sunday","Premium Orchestra","1",2,"no"
"001i000000Lhyba","2013-2014","Trio A",1,"San Francisco",NA,"3",0.5,"no"
"001i000000NuOat","1994-1995","Quartet",2,"San Francisco","Orchestra","2",1,"no"
"001i000000NuOwo","1999-2000","Full",2,"Berkeley Saturday","Balcony Rear","4",2,"no"
"001i000000NuQWp","2007-2008","Quartet",2,"San Francisco","Balcony","4",1,"no"
"001i000000NuPAh","2000-2001","Trio",2,"Berkeley Sunday","Orchestra","2",1,"no"
"001i000000NuNV4","1994-1995","Full",2,"Peninsula","Orchestra","2",2,"no"
"001i000000LhyWI","2007-2008","Full",2,"Berkeley Sunday","Premium Orchestra","1",2,"no"
"001i000000LhyPm","1995-1996","Full",2,"Contra Costa","Orchestra","2",2,"no"
"001i000000NuO1X","2000-2001","Quartet CC",1,"Contra Costa","Orchestra","2",0.5,"no"
"001i000000LhyXJ","2002-2003","Full",1,"Berkeley Sunday","",NA,1,"no"
"001i000000LhyWZ","1993-1994","Full",2,"Berkeley Saturday","Orchestra","2",2,"no"
"001i000000Lhyc3","2013-2014","Trio A",2,"Peninsula",NA,"4",1,"no"
"001i000000NuP3W","2001-2002","Quartet",2,"San Francisco","Dress Circle","3",1,"no"
"001i000000NuNpn","1995-1996","Full",2,"Santa Rosa","Orchestra","2",2,"no"
"001i000000LhyWt","1997-1998","Full",2,"Berkeley Saturday","Balcony Front","3",2,"no"
"001i000000NuPIe","2000-2001","Full",2,"Orange County","Orchestra","2",2,"no"
"001i000000LhyQg","1994-1995","Full",2,"Berkeley Saturday","Orchestra","2",2,"no"
"001i000000NuOli","2006-2007","Quartet",1,"Berkeley Saturday","Orchestra","2",0.5,"no"
"001i000000LhyVz","2002-2003","Full",1,"Berkeley Saturday","",NA,1,"no"
"001i000000NuOpf","1996-1997","Quartet",1,"Berkeley Sunday","Balcony Rear","4",0.5,"no"
"001i000000NuQWl","2009-2010","Full",2,"Peninsula","Balcony Front","3",2,"no"
"001i000000LhyQA","2013-2014","Full",2,"Berkeley Sunday",NA,"1",2,"no"
"001i000000LhyV3","2011-2012","Full",2,"San Francisco","Dress Circle","2",1.5,"yes"
"001i000000Lhydt","2005-2006","Full",1,"Peninsula","Orchestra Front","1",1,"no"
"001i000000LhyRY","2009-2010","Full",2,"San Francisco","Premium Orchestra","1",2,"no"
"001i000000NuNy8","1996-1997","Full",2,"Berkeley Saturday","Balcony Rear","4",2,"no"
"001i000000NuNow","2004-2005","Full",1,"Berkeley Sunday","",NA,1,"no"
"001i000000NuOZX","1995-1996","Full",2,"Contra Costa","Balcony","4",2,"no"
"001i000000Lhyae","2011-2012","Trio",2,"Peninsula","Orchestra","1",1,"no"
"001i000000LhyTz","1998-1999","Full",2,"San Francisco","Orchestra","2",2,"no"
"001i000000LhycF","2006-2007","Full",1,"Peninsula","Premium Orchestra","1",1,"no"
"001i000000NuPHv","2001-2002","Quartet CC",1,"Contra Costa","Orchestra","2",0.5,"no"
"001i000000NuOVl","2002-2003","Quartet",1,"Peninsula","",NA,0.5,"no"
"001i000000NuOhp","1998-1999","Full",2,"Contra Costa","Orchestra","2",2,"no"
"001i000000NuOGD","1996-1997","Full",2,"San Francisco","Orchestra","2",2,"no"
"001i000000NuNl7","1995-1996","Full",2,"San Francisco","Dress Circle","3",2,"no"
"001i000000NuNwV","2005-2006","Full",2,"San Francisco","Balcony","4",2,"no"
"001i000000NuNq7","1996-1997","Full",2,"Peninsula","Orchestra","2",2,"no"
"001i000000NuPpL","2006-2007","Full",2,"San Francisco","Premium Orchestra","1",2,"no"
"001i000000LhyVe","2014-2015","Full",1,"Berkeley Sunday",NA,"1",1,"no"
"001i000000NuOVG","2001-2002","Quartet CC",2,"Contra Costa","Orchestra","2",1,"no"
"001i000000NuOtB","2000-2001","Full",2,"Peninsula","Orchestra","2",2,"no"
"001i000000NuPSU","2004-2005","Full",1,"Peninsula","",NA,1,"no"
"001i000000NuOeu","2003-2004","Quartet",1,"Berkeley Sunday","",NA,0.5,"no"
"001i000000NuO8c","1995-1996","Full",1,"Contra Costa","Box","1",1,"no"
"001i000000NuOlP","1998-1999","Quartet",2,"San Francisco","Orchestra","2",1,"no"
"001i000000LhyXE","2002-2003","Full",1,"Berkeley Sunday","",NA,1,"no"
"001i000000NuO7Z","1993-1994","Full",2,"Berkeley Saturday","Orchestra","2",2,"no"
"001i000000LhyPn","2011-2012","Quartet",2,"Berkeley Sunday","Orchestra","1",1,"no"
"001i000000NuNvS","1995-1996","Full",2,"Santa Rosa","Orchestra","2",2,"no"
"001i000000LhyVk","2011-2012","Trio",1,"Peninsula","Orchestra","1",0.5,"no"
"001i000000LhyaA","1997-1998","Full",2,"Contra Costa","Balcony","4",2,"no"
"001i000000LhyY4","2014-2015","Trio B",2,"San Francisco",NA,"0",1,"no"
"001i000000NuPB8","2000-2001","Full",2,"Orange County","Orchestra Rear","2",2,"no"
"001i000000LhybX","2008-2009","Full",1,"San Francisco","Balcony","4",1,"no"
"001i000000NuNsn","1995-1996","Quartet",2,"San Francisco","Dress Circle","3",1,"no"
"001i000000NuNq4","2003-2004","Full",1,"Berkeley Saturday","",NA,1,"no"
"001i000000LhyTQ","1999-2000","Full",2,"Berkeley Sunday","Orchestra","2",2,"no"
"001i000000LhyPP","2009-2010","Full",2,"Berkeley Sunday","Premium Orchestra","1",2,"no"
"001i000000NuODo","1999-2000","Full",1,"Berkeley Sunday","Balcony Front","3",1,"no"
"001i000000LhyaM","1995-1996","Full",2,"Berkeley Sunday","Balcony Front","3",2,"no"
"001i000000NuOHY","1995-1996","Full",2,"Contra Costa","Orchestra","2",2,"no"
"001i000000LhyZv","1997-1998","Full",2,"San Francisco","Dress Circle","3",2,"no"
"001i000000LhyXu","2013-2014","Full",2,"Berkeley Sunday",NA,"1",2,"no"
"001i000000LhyV4","1998-1999","Full",2,"San Francisco","Orchestra","2",2,"no"
"001i000000NuOgv","1995-1996","Full",1,"Contra Costa","Orchestra","2",1,"no"
"001i000000NuOEK","1995-1996","Full",2,"San Francisco","Dress Circle","3",2,"no"
"001i000000LhySp","2000-2001","Full",2,"Berkeley Sunday","Balcony Rear","4",2,"no"
"001i000000NuNn8","2003-2004","Quartet CC",1,"Contra Costa","",NA,0.5,"no"
"001i000000LhyTQ","2006-2007","Full",2,"Berkeley Sunday","Premium Orchestra","1",2,"no"
"001i000000NuOMo","1999-2000","Full",1,"Peninsula","Orchestra","2",1,"no"
"001i000000NuOOt","1998-1999","Full",1,"Santa Rosa","Orchestra","2",1,"no"
"001i000000LhydJ","2012-2013","Trio B",2,"Berkeley Sunday","Balcony Front","3",1,"no"
"001i000000LhyRQ","2013-2014","Full",2,"Berkeley Sunday",NA,"1",2,"no"
"001i000000NuOPp","1996-1997","Quartet",4,"Berkeley Sunday","Orchestra","2",2,"no"
"001i000000LhyU8","2006-2007","Full",2,"Berkeley Sunday","Premium Orchestra","1",2,"no"
"001i000000LhyZy","2001-2002","Quartet CC",2,"Contra Costa","Orchestra","2",1,"no"
"001i000000LhyT0","1998-1999","Full",2,"Berkeley Sunday","Orchestra","2",2,"no"
"001i000000LhyQq","2012-2013","Full",2,"Berkeley Sunday","Orchestra","0",2,"no"
"001i000000LhyZn","2011-2012","Trio",1,"San Francisco","Orchestra","4",0.5,"no"
"001i000000NuOgP","2010-2011","Quartet A",1,"Berkeley Sunday","Orchestra","0",0.5,"no"
"001i000000NuNu0","1993-1994","Full",2,"San Francisco","Orchestra","2",2,"no"
"001i000000NuNsF","1995-1996","Quartet",2,"Berkeley Saturday","Balcony Rear","4",1,"no"
