"account.id","2010-2011","2011-2012","2012-2013","2013-2014","2014-2015","L2010-2011","L2011-2012","L2012-2013","L2013-2014","L2014-2015"
"001i000000LhyVs","001i000000LhyVs2010-2011","001i000000LhyVs2011-2012","001i000000LhyVs2012-2013","001i000000LhyVs2013-2014","001i000000LhyVs2014-2015",1,1,1,1,1
"001i000000LhyVt","001i000000LhyVt2010-2011","001i000000LhyVt2011-2012","001i000000LhyVt2012-2013","001i000000LhyVt2013-2014","001i000000LhyVt2014-2015",1,1,1,1,1
"001i000000LhyVu","001i000000LhyVu2010-2011","001i000000LhyVu2011-2012","001i000000LhyVu2012-2013","001i000000LhyVu2013-2014","001i000000LhyVu2014-2015",1,1,1,1,0
"001i000000LhyVv","001i000000LhyVv2010-2011","001i000000LhyVv2011-2012","001i000000LhyVv2012-2013","001i000000LhyVv2013-2014","001i000000LhyVv2014-2015",0,1,1,1,0
"001i000000LhyVw","001i000000LhyVw2010-2011","001i000000LhyVw2011-2012","001i000000LhyVw2012-2013","001i000000LhyVw2013-2014","001i000000LhyVw2014-2015",1,1,1,1,1
"001i000000LhyVx","001i000000LhyVx2010-2011","001i000000LhyVx2011-2012","001i000000LhyVx2012-2013","001i000000LhyVx2013-2014","001i000000LhyVx2014-2015",1,1,1,1,0
"001i000000LhyVy","001i000000LhyVy2010-2011","001i000000LhyVy2011-2012","001i000000LhyVy2012-2013","001i000000LhyVy2013-2014","001i000000LhyVy2014-2015",1,1,1,1,1
"001i000000LhyVz","001i000000LhyVz2010-2011","001i000000LhyVz2011-2012","001i000000LhyVz2012-2013","001i000000LhyVz2013-2014","001i000000LhyVz2014-2015",1,1,1,1,0
"001i000000LhyW0","001i000000LhyW02010-2011","001i000000LhyW02011-2012","001i000000LhyW02012-2013","001i000000LhyW02013-2014","001i000000LhyW02014-2015",0,0,0,1,1
"001i000000LhyW1","001i000000LhyW12010-2011","001i000000LhyW12011-2012","001i000000LhyW12012-2013","001i000000LhyW12013-2014","001i000000LhyW12014-2015",1,1,1,1,1
"001i000000LhyW2","001i000000LhyW22010-2011","001i000000LhyW22011-2012","001i000000LhyW22012-2013","001i000000LhyW22013-2014","001i000000LhyW22014-2015",1,1,1,1,0
"001i000000LhyW3","001i000000LhyW32010-2011","001i000000LhyW32011-2012","001i000000LhyW32012-2013","001i000000LhyW32013-2014","001i000000LhyW32014-2015",1,1,1,1,1
"001i000000LhyW4","001i000000LhyW42010-2011","001i000000LhyW42011-2012","001i000000LhyW42012-2013","001i000000LhyW42013-2014","001i000000LhyW42014-2015",1,1,1,1,1
"001i000000LhyW5","001i000000LhyW52010-2011","001i000000LhyW52011-2012","001i000000LhyW52012-2013","001i000000LhyW52013-2014","001i000000LhyW52014-2015",0,0,1,1,0
"001i000000LhyW6","001i000000LhyW62010-2011","001i000000LhyW62011-2012","001i000000LhyW62012-2013","001i000000LhyW62013-2014","001i000000LhyW62014-2015",0,0,1,1,1
"001i000000LhyW7","001i000000LhyW72010-2011","001i000000LhyW72011-2012","001i000000LhyW72012-2013","001i000000LhyW72013-2014","001i000000LhyW72014-2015",1,1,1,1,0
"001i000000LhyW8","001i000000LhyW82010-2011","001i000000LhyW82011-2012","001i000000LhyW82012-2013","001i000000LhyW82013-2014","001i000000LhyW82014-2015",1,1,1,1,1
"001i000000LhyW9","001i000000LhyW92010-2011","001i000000LhyW92011-2012","001i000000LhyW92012-2013","001i000000LhyW92013-2014","001i000000LhyW92014-2015",0,0,0,1,0
"001i000000LhyWA","001i000000LhyWA2010-2011","001i000000LhyWA2011-2012","001i000000LhyWA2012-2013","001i000000LhyWA2013-2014","001i000000LhyWA2014-2015",1,1,1,1,0
"001i000000LhyWB","001i000000LhyWB2010-2011","001i000000LhyWB2011-2012","001i000000LhyWB2012-2013","001i000000LhyWB2013-2014","001i000000LhyWB2014-2015",1,1,1,1,0
"001i000000LhyWC","001i000000LhyWC2010-2011","001i000000LhyWC2011-2012","001i000000LhyWC2012-2013","001i000000LhyWC2013-2014","001i000000LhyWC2014-2015",0,0,1,1,1
"001i000000LhyWD","001i000000LhyWD2010-2011","001i000000LhyWD2011-2012","001i000000LhyWD2012-2013","001i000000LhyWD2013-2014","001i000000LhyWD2014-2015",1,1,1,1,0
"001i000000LhyWE","001i000000LhyWE2010-2011","001i000000LhyWE2011-2012","001i000000LhyWE2012-2013","001i000000LhyWE2013-2014","001i000000LhyWE2014-2015",1,1,1,1,0
"001i000000LhyWF","001i000000LhyWF2010-2011","001i000000LhyWF2011-2012","001i000000LhyWF2012-2013","001i000000LhyWF2013-2014","001i000000LhyWF2014-2015",0,0,0,1,0
"001i000000LhyWG","001i000000LhyWG2010-2011","001i000000LhyWG2011-2012","001i000000LhyWG2012-2013","001i000000LhyWG2013-2014","001i000000LhyWG2014-2015",1,1,1,1,0
"001i000000LhyWH","001i000000LhyWH2010-2011","001i000000LhyWH2011-2012","001i000000LhyWH2012-2013","001i000000LhyWH2013-2014","001i000000LhyWH2014-2015",0,1,1,1,1
"001i000000LhyWI","001i000000LhyWI2010-2011","001i000000LhyWI2011-2012","001i000000LhyWI2012-2013","001i000000LhyWI2013-2014","001i000000LhyWI2014-2015",1,1,1,1,1
"001i000000LhyWJ","001i000000LhyWJ2010-2011","001i000000LhyWJ2011-2012","001i000000LhyWJ2012-2013","001i000000LhyWJ2013-2014","001i000000LhyWJ2014-2015",0,0,0,1,0
"001i000000LhyWK","001i000000LhyWK2010-2011","001i000000LhyWK2011-2012","001i000000LhyWK2012-2013","001i000000LhyWK2013-2014","001i000000LhyWK2014-2015",1,1,1,1,1
"001i000000LhyWL","001i000000LhyWL2010-2011","001i000000LhyWL2011-2012","001i000000LhyWL2012-2013","001i000000LhyWL2013-2014","001i000000LhyWL2014-2015",1,1,1,1,0
"001i000000LhyWM","001i000000LhyWM2010-2011","001i000000LhyWM2011-2012","001i000000LhyWM2012-2013","001i000000LhyWM2013-2014","001i000000LhyWM2014-2015",1,1,1,1,0
"001i000000LhyWN","001i000000LhyWN2010-2011","001i000000LhyWN2011-2012","001i000000LhyWN2012-2013","001i000000LhyWN2013-2014","001i000000LhyWN2014-2015",0,0,0,1,0
"001i000000LhyWO","001i000000LhyWO2010-2011","001i000000LhyWO2011-2012","001i000000LhyWO2012-2013","001i000000LhyWO2013-2014","001i000000LhyWO2014-2015",0,1,1,1,1
"001i000000LhyWP","001i000000LhyWP2010-2011","001i000000LhyWP2011-2012","001i000000LhyWP2012-2013","001i000000LhyWP2013-2014","001i000000LhyWP2014-2015",1,1,1,1,0
"001i000000LhyWQ","001i000000LhyWQ2010-2011","001i000000LhyWQ2011-2012","001i000000LhyWQ2012-2013","001i000000LhyWQ2013-2014","001i000000LhyWQ2014-2015",1,1,1,1,0
"001i000000LhyWR","001i000000LhyWR2010-2011","001i000000LhyWR2011-2012","001i000000LhyWR2012-2013","001i000000LhyWR2013-2014","001i000000LhyWR2014-2015",0,0,1,1,0
"001i000000LhyWS","001i000000LhyWS2010-2011","001i000000LhyWS2011-2012","001i000000LhyWS2012-2013","001i000000LhyWS2013-2014","001i000000LhyWS2014-2015",1,1,1,1,0
"001i000000LhyWT","001i000000LhyWT2010-2011","001i000000LhyWT2011-2012","001i000000LhyWT2012-2013","001i000000LhyWT2013-2014","001i000000LhyWT2014-2015",1,1,1,1,1
"001i000000LhyWU","001i000000LhyWU2010-2011","001i000000LhyWU2011-2012","001i000000LhyWU2012-2013","001i000000LhyWU2013-2014","001i000000LhyWU2014-2015",1,0,1,1,0
"001i000000LhyWV","001i000000LhyWV2010-2011","001i000000LhyWV2011-2012","001i000000LhyWV2012-2013","001i000000LhyWV2013-2014","001i000000LhyWV2014-2015",0,0,0,1,0
"001i000000LhyWW","001i000000LhyWW2010-2011","001i000000LhyWW2011-2012","001i000000LhyWW2012-2013","001i000000LhyWW2013-2014","001i000000LhyWW2014-2015",1,1,1,1,1
"001i000000LhyWX","001i000000LhyWX2010-2011","001i000000LhyWX2011-2012","001i000000LhyWX2012-2013","001i000000LhyWX2013-2014","001i000000LhyWX2014-2015",1,1,1,1,1
"001i000000LhyWY","001i000000LhyWY2010-2011","001i000000LhyWY2011-2012","001i000000LhyWY2012-2013","001i000000LhyWY2013-2014","001i000000LhyWY2014-2015",1,1,1,1,1
"001i000000LhyWZ","001i000000LhyWZ2010-2011","001i000000LhyWZ2011-2012","001i000000LhyWZ2012-2013","001i000000LhyWZ2013-2014","001i000000LhyWZ2014-2015",1,1,1,1,0
"001i000000LhyWa","001i000000LhyWa2010-2011","001i000000LhyWa2011-2012","001i000000LhyWa2012-2013","001i000000LhyWa2013-2014","001i000000LhyWa2014-2015",0,0,0,1,0
"001i000000LhyWb","001i000000LhyWb2010-2011","001i000000LhyWb2011-2012","001i000000LhyWb2012-2013","001i000000LhyWb2013-2014","001i000000LhyWb2014-2015",0,0,1,1,1
"001i000000LhyWc","001i000000LhyWc2010-2011","001i000000LhyWc2011-2012","001i000000LhyWc2012-2013","001i000000LhyWc2013-2014","001i000000LhyWc2014-2015",1,1,1,1,1
"001i000000LhyWd","001i000000LhyWd2010-2011","001i000000LhyWd2011-2012","001i000000LhyWd2012-2013","001i000000LhyWd2013-2014","001i000000LhyWd2014-2015",1,1,1,1,1
"001i000000LhyWe","001i000000LhyWe2010-2011","001i000000LhyWe2011-2012","001i000000LhyWe2012-2013","001i000000LhyWe2013-2014","001i000000LhyWe2014-2015",0,0,1,1,1
"001i000000LhyWf","001i000000LhyWf2010-2011","001i000000LhyWf2011-2012","001i000000LhyWf2012-2013","001i000000LhyWf2013-2014","001i000000LhyWf2014-2015",1,1,1,1,0
"001i000000LhyWg","001i000000LhyWg2010-2011","001i000000LhyWg2011-2012","001i000000LhyWg2012-2013","001i000000LhyWg2013-2014","001i000000LhyWg2014-2015",1,1,1,1,0
"001i000000LhyWh","001i000000LhyWh2010-2011","001i000000LhyWh2011-2012","001i000000LhyWh2012-2013","001i000000LhyWh2013-2014","001i000000LhyWh2014-2015",1,1,1,1,1
"001i000000LhyWi","001i000000LhyWi2010-2011","001i000000LhyWi2011-2012","001i000000LhyWi2012-2013","001i000000LhyWi2013-2014","001i000000LhyWi2014-2015",1,1,1,1,0
"001i000000LhyWj","001i000000LhyWj2010-2011","001i000000LhyWj2011-2012","001i000000LhyWj2012-2013","001i000000LhyWj2013-2014","001i000000LhyWj2014-2015",1,1,1,1,0
"001i000000LhyWk","001i000000LhyWk2010-2011","001i000000LhyWk2011-2012","001i000000LhyWk2012-2013","001i000000LhyWk2013-2014","001i000000LhyWk2014-2015",1,0,1,1,1
"001i000000LhyWl","001i000000LhyWl2010-2011","001i000000LhyWl2011-2012","001i000000LhyWl2012-2013","001i000000LhyWl2013-2014","001i000000LhyWl2014-2015",1,1,1,1,1
"001i000000LhyWm","001i000000LhyWm2010-2011","001i000000LhyWm2011-2012","001i000000LhyWm2012-2013","001i000000LhyWm2013-2014","001i000000LhyWm2014-2015",1,1,1,1,1
"001i000000LhyWn","001i000000LhyWn2010-2011","001i000000LhyWn2011-2012","001i000000LhyWn2012-2013","001i000000LhyWn2013-2014","001i000000LhyWn2014-2015",1,1,1,1,1
"001i000000LhyWo","001i000000LhyWo2010-2011","001i000000LhyWo2011-2012","001i000000LhyWo2012-2013","001i000000LhyWo2013-2014","001i000000LhyWo2014-2015",1,1,1,1,1
"001i000000LhyWp","001i000000LhyWp2010-2011","001i000000LhyWp2011-2012","001i000000LhyWp2012-2013","001i000000LhyWp2013-2014","001i000000LhyWp2014-2015",1,1,1,1,0
"001i000000LhyWq","001i000000LhyWq2010-2011","001i000000LhyWq2011-2012","001i000000LhyWq2012-2013","001i000000LhyWq2013-2014","001i000000LhyWq2014-2015",1,1,1,1,0
"001i000000LhyWr","001i000000LhyWr2010-2011","001i000000LhyWr2011-2012","001i000000LhyWr2012-2013","001i000000LhyWr2013-2014","001i000000LhyWr2014-2015",1,1,1,1,1
"001i000000LhyWs","001i000000LhyWs2010-2011","001i000000LhyWs2011-2012","001i000000LhyWs2012-2013","001i000000LhyWs2013-2014","001i000000LhyWs2014-2015",1,1,1,1,1
"001i000000LhyWt","001i000000LhyWt2010-2011","001i000000LhyWt2011-2012","001i000000LhyWt2012-2013","001i000000LhyWt2013-2014","001i000000LhyWt2014-2015",1,1,1,1,0
"001i000000LhyWu","001i000000LhyWu2010-2011","001i000000LhyWu2011-2012","001i000000LhyWu2012-2013","001i000000LhyWu2013-2014","001i000000LhyWu2014-2015",0,1,1,1,0
"001i000000LhyWv","001i000000LhyWv2010-2011","001i000000LhyWv2011-2012","001i000000LhyWv2012-2013","001i000000LhyWv2013-2014","001i000000LhyWv2014-2015",0,0,1,1,1
"001i000000LhyWw","001i000000LhyWw2010-2011","001i000000LhyWw2011-2012","001i000000LhyWw2012-2013","001i000000LhyWw2013-2014","001i000000LhyWw2014-2015",0,0,0,1,0
"001i000000LhyWx","001i000000LhyWx2010-2011","001i000000LhyWx2011-2012","001i000000LhyWx2012-2013","001i000000LhyWx2013-2014","001i000000LhyWx2014-2015",1,1,1,1,0
"001i000000LhyWy","001i000000LhyWy2010-2011","001i000000LhyWy2011-2012","001i000000LhyWy2012-2013","001i000000LhyWy2013-2014","001i000000LhyWy2014-2015",1,1,1,1,0
"001i000000LhyWz","001i000000LhyWz2010-2011","001i000000LhyWz2011-2012","001i000000LhyWz2012-2013","001i000000LhyWz2013-2014","001i000000LhyWz2014-2015",1,1,1,1,1
"001i000000LhyX0","001i000000LhyX02010-2011","001i000000LhyX02011-2012","001i000000LhyX02012-2013","001i000000LhyX02013-2014","001i000000LhyX02014-2015",0,1,1,1,1
"001i000000LhyX1","001i000000LhyX12010-2011","001i000000LhyX12011-2012","001i000000LhyX12012-2013","001i000000LhyX12013-2014","001i000000LhyX12014-2015",0,0,0,1,0
"001i000000LhyX2","001i000000LhyX22010-2011","001i000000LhyX22011-2012","001i000000LhyX22012-2013","001i000000LhyX22013-2014","001i000000LhyX22014-2015",1,1,1,1,1
"001i000000LhyX3","001i000000LhyX32010-2011","001i000000LhyX32011-2012","001i000000LhyX32012-2013","001i000000LhyX32013-2014","001i000000LhyX32014-2015",1,1,1,1,0
"001i000000LhyX4","001i000000LhyX42010-2011","001i000000LhyX42011-2012","001i000000LhyX42012-2013","001i000000LhyX42013-2014","001i000000LhyX42014-2015",0,0,1,1,0
"001i000000LhyX5","001i000000LhyX52010-2011","001i000000LhyX52011-2012","001i000000LhyX52012-2013","001i000000LhyX52013-2014","001i000000LhyX52014-2015",1,0,0,1,0
"001i000000LhyX6","001i000000LhyX62010-2011","001i000000LhyX62011-2012","001i000000LhyX62012-2013","001i000000LhyX62013-2014","001i000000LhyX62014-2015",1,1,1,1,1
"001i000000LhyX7","001i000000LhyX72010-2011","001i000000LhyX72011-2012","001i000000LhyX72012-2013","001i000000LhyX72013-2014","001i000000LhyX72014-2015",0,0,0,1,0
"001i000000LhyX8","001i000000LhyX82010-2011","001i000000LhyX82011-2012","001i000000LhyX82012-2013","001i000000LhyX82013-2014","001i000000LhyX82014-2015",1,1,1,1,0
"001i000000LhyX9","001i000000LhyX92010-2011","001i000000LhyX92011-2012","001i000000LhyX92012-2013","001i000000LhyX92013-2014","001i000000LhyX92014-2015",0,0,1,1,0
"001i000000LhyXA","001i000000LhyXA2010-2011","001i000000LhyXA2011-2012","001i000000LhyXA2012-2013","001i000000LhyXA2013-2014","001i000000LhyXA2014-2015",1,1,1,1,1
"001i000000LhyXB","001i000000LhyXB2010-2011","001i000000LhyXB2011-2012","001i000000LhyXB2012-2013","001i000000LhyXB2013-2014","001i000000LhyXB2014-2015",1,1,1,1,0
"001i000000LhyXC","001i000000LhyXC2010-2011","001i000000LhyXC2011-2012","001i000000LhyXC2012-2013","001i000000LhyXC2013-2014","001i000000LhyXC2014-2015",0,0,1,1,0
"001i000000LhyXD","001i000000LhyXD2010-2011","001i000000LhyXD2011-2012","001i000000LhyXD2012-2013","001i000000LhyXD2013-2014","001i000000LhyXD2014-2015",0,0,0,1,0
"001i000000LhyXE","001i000000LhyXE2010-2011","001i000000LhyXE2011-2012","001i000000LhyXE2012-2013","001i000000LhyXE2013-2014","001i000000LhyXE2014-2015",1,1,1,1,0
"001i000000LhyXF","001i000000LhyXF2010-2011","001i000000LhyXF2011-2012","001i000000LhyXF2012-2013","001i000000LhyXF2013-2014","001i000000LhyXF2014-2015",0,1,0,1,0
"001i000000LhyXG","001i000000LhyXG2010-2011","001i000000LhyXG2011-2012","001i000000LhyXG2012-2013","001i000000LhyXG2013-2014","001i000000LhyXG2014-2015",0,1,1,1,1
"001i000000LhyXH","001i000000LhyXH2010-2011","001i000000LhyXH2011-2012","001i000000LhyXH2012-2013","001i000000LhyXH2013-2014","001i000000LhyXH2014-2015",1,1,1,1,0
"001i000000LhyXI","001i000000LhyXI2010-2011","001i000000LhyXI2011-2012","001i000000LhyXI2012-2013","001i000000LhyXI2013-2014","001i000000LhyXI2014-2015",1,1,1,1,0
"001i000000LhyXJ","001i000000LhyXJ2010-2011","001i000000LhyXJ2011-2012","001i000000LhyXJ2012-2013","001i000000LhyXJ2013-2014","001i000000LhyXJ2014-2015",1,1,1,1,0
"001i000000LhyXK","001i000000LhyXK2010-2011","001i000000LhyXK2011-2012","001i000000LhyXK2012-2013","001i000000LhyXK2013-2014","001i000000LhyXK2014-2015",1,1,1,1,1
"001i000000LhyXL","001i000000LhyXL2010-2011","001i000000LhyXL2011-2012","001i000000LhyXL2012-2013","001i000000LhyXL2013-2014","001i000000LhyXL2014-2015",1,1,1,1,0
"001i000000LhyXM","001i000000LhyXM2010-2011","001i000000LhyXM2011-2012","001i000000LhyXM2012-2013","001i000000LhyXM2013-2014","001i000000LhyXM2014-2015",0,1,1,1,0
"001i000000LhyXN","001i000000LhyXN2010-2011","001i000000LhyXN2011-2012","001i000000LhyXN2012-2013","001i000000LhyXN2013-2014","001i000000LhyXN2014-2015",1,1,1,1,0
"001i000000LhyXO","001i000000LhyXO2010-2011","001i000000LhyXO2011-2012","001i000000LhyXO2012-2013","001i000000LhyXO2013-2014","001i000000LhyXO2014-2015",1,1,1,1,0
"001i000000LhyXP","001i000000LhyXP2010-2011","001i000000LhyXP2011-2012","001i000000LhyXP2012-2013","001i000000LhyXP2013-2014","001i000000LhyXP2014-2015",1,1,1,1,0
"001i000000LhyXQ","001i000000LhyXQ2010-2011","001i000000LhyXQ2011-2012","001i000000LhyXQ2012-2013","001i000000LhyXQ2013-2014","001i000000LhyXQ2014-2015",1,0,1,1,1
"001i000000LhyXR","001i000000LhyXR2010-2011","001i000000LhyXR2011-2012","001i000000LhyXR2012-2013","001i000000LhyXR2013-2014","001i000000LhyXR2014-2015",1,1,1,1,0
"001i000000LhyXS","001i000000LhyXS2010-2011","001i000000LhyXS2011-2012","001i000000LhyXS2012-2013","001i000000LhyXS2013-2014","001i000000LhyXS2014-2015",0,1,1,1,0
"001i000000LhyXT","001i000000LhyXT2010-2011","001i000000LhyXT2011-2012","001i000000LhyXT2012-2013","001i000000LhyXT2013-2014","001i000000LhyXT2014-2015",0,1,0,1,0
"001i000000LhyXU","001i000000LhyXU2010-2011","001i000000LhyXU2011-2012","001i000000LhyXU2012-2013","001i000000LhyXU2013-2014","001i000000LhyXU2014-2015",1,1,1,1,0
"001i000000LhyXV","001i000000LhyXV2010-2011","001i000000LhyXV2011-2012","001i000000LhyXV2012-2013","001i000000LhyXV2013-2014","001i000000LhyXV2014-2015",0,0,1,1,0
"001i000000LhyXW","001i000000LhyXW2010-2011","001i000000LhyXW2011-2012","001i000000LhyXW2012-2013","001i000000LhyXW2013-2014","001i000000LhyXW2014-2015",0,0,1,1,0
"001i000000LhyXX","001i000000LhyXX2010-2011","001i000000LhyXX2011-2012","001i000000LhyXX2012-2013","001i000000LhyXX2013-2014","001i000000LhyXX2014-2015",0,0,0,1,0
"001i000000LhyXY","001i000000LhyXY2010-2011","001i000000LhyXY2011-2012","001i000000LhyXY2012-2013","001i000000LhyXY2013-2014","001i000000LhyXY2014-2015",0,0,0,1,0
"001i000000LhyXZ","001i000000LhyXZ2010-2011","001i000000LhyXZ2011-2012","001i000000LhyXZ2012-2013","001i000000LhyXZ2013-2014","001i000000LhyXZ2014-2015",1,1,1,1,0
"001i000000LhyXa","001i000000LhyXa2010-2011","001i000000LhyXa2011-2012","001i000000LhyXa2012-2013","001i000000LhyXa2013-2014","001i000000LhyXa2014-2015",1,1,1,1,0
"001i000000LhyXb","001i000000LhyXb2010-2011","001i000000LhyXb2011-2012","001i000000LhyXb2012-2013","001i000000LhyXb2013-2014","001i000000LhyXb2014-2015",1,1,1,1,0
"001i000000LhyXc","001i000000LhyXc2010-2011","001i000000LhyXc2011-2012","001i000000LhyXc2012-2013","001i000000LhyXc2013-2014","001i000000LhyXc2014-2015",1,1,1,1,0
"001i000000LhyXd","001i000000LhyXd2010-2011","001i000000LhyXd2011-2012","001i000000LhyXd2012-2013","001i000000LhyXd2013-2014","001i000000LhyXd2014-2015",1,0,1,1,0
"001i000000LhyXe","001i000000LhyXe2010-2011","001i000000LhyXe2011-2012","001i000000LhyXe2012-2013","001i000000LhyXe2013-2014","001i000000LhyXe2014-2015",0,1,1,1,0
"001i000000LhyXf","001i000000LhyXf2010-2011","001i000000LhyXf2011-2012","001i000000LhyXf2012-2013","001i000000LhyXf2013-2014","001i000000LhyXf2014-2015",1,1,1,1,0
"001i000000LhyXg","001i000000LhyXg2010-2011","001i000000LhyXg2011-2012","001i000000LhyXg2012-2013","001i000000LhyXg2013-2014","001i000000LhyXg2014-2015",1,1,1,1,0
"001i000000LhyXh","001i000000LhyXh2010-2011","001i000000LhyXh2011-2012","001i000000LhyXh2012-2013","001i000000LhyXh2013-2014","001i000000LhyXh2014-2015",1,1,1,1,0
"001i000000LhyXi","001i000000LhyXi2010-2011","001i000000LhyXi2011-2012","001i000000LhyXi2012-2013","001i000000LhyXi2013-2014","001i000000LhyXi2014-2015",1,1,1,1,0
"001i000000LhyXj","001i000000LhyXj2010-2011","001i000000LhyXj2011-2012","001i000000LhyXj2012-2013","001i000000LhyXj2013-2014","001i000000LhyXj2014-2015",1,1,1,1,0
"001i000000LhyXk","001i000000LhyXk2010-2011","001i000000LhyXk2011-2012","001i000000LhyXk2012-2013","001i000000LhyXk2013-2014","001i000000LhyXk2014-2015",1,1,1,1,0
"001i000000LhyXl","001i000000LhyXl2010-2011","001i000000LhyXl2011-2012","001i000000LhyXl2012-2013","001i000000LhyXl2013-2014","001i000000LhyXl2014-2015",1,1,1,1,0
"001i000000LhyXm","001i000000LhyXm2010-2011","001i000000LhyXm2011-2012","001i000000LhyXm2012-2013","001i000000LhyXm2013-2014","001i000000LhyXm2014-2015",1,1,1,1,0
"001i000000LhyXn","001i000000LhyXn2010-2011","001i000000LhyXn2011-2012","001i000000LhyXn2012-2013","001i000000LhyXn2013-2014","001i000000LhyXn2014-2015",1,1,1,1,0
"001i000000LhyXo","001i000000LhyXo2010-2011","001i000000LhyXo2011-2012","001i000000LhyXo2012-2013","001i000000LhyXo2013-2014","001i000000LhyXo2014-2015",1,1,1,1,0
"001i000000LhyXp","001i000000LhyXp2010-2011","001i000000LhyXp2011-2012","001i000000LhyXp2012-2013","001i000000LhyXp2013-2014","001i000000LhyXp2014-2015",1,1,1,1,0
"001i000000LhyXq","001i000000LhyXq2010-2011","001i000000LhyXq2011-2012","001i000000LhyXq2012-2013","001i000000LhyXq2013-2014","001i000000LhyXq2014-2015",1,1,1,1,0
"001i000000LhyXr","001i000000LhyXr2010-2011","001i000000LhyXr2011-2012","001i000000LhyXr2012-2013","001i000000LhyXr2013-2014","001i000000LhyXr2014-2015",1,1,1,1,0
"001i000000LhyXs","001i000000LhyXs2010-2011","001i000000LhyXs2011-2012","001i000000LhyXs2012-2013","001i000000LhyXs2013-2014","001i000000LhyXs2014-2015",1,1,1,1,0
"001i000000LhyXt","001i000000LhyXt2010-2011","001i000000LhyXt2011-2012","001i000000LhyXt2012-2013","001i000000LhyXt2013-2014","001i000000LhyXt2014-2015",1,1,1,1,0
"001i000000LhyXu","001i000000LhyXu2010-2011","001i000000LhyXu2011-2012","001i000000LhyXu2012-2013","001i000000LhyXu2013-2014","001i000000LhyXu2014-2015",1,1,1,1,0
"001i000000LhyXv","001i000000LhyXv2010-2011","001i000000LhyXv2011-2012","001i000000LhyXv2012-2013","001i000000LhyXv2013-2014","001i000000LhyXv2014-2015",1,1,1,1,0
"001i000000LhyXw","001i000000LhyXw2010-2011","001i000000LhyXw2011-2012","001i000000LhyXw2012-2013","001i000000LhyXw2013-2014","001i000000LhyXw2014-2015",1,1,1,1,0
"001i000000LhyXx","001i000000LhyXx2010-2011","001i000000LhyXx2011-2012","001i000000LhyXx2012-2013","001i000000LhyXx2013-2014","001i000000LhyXx2014-2015",1,1,1,1,0
"001i000000LhyXy","001i000000LhyXy2010-2011","001i000000LhyXy2011-2012","001i000000LhyXy2012-2013","001i000000LhyXy2013-2014","001i000000LhyXy2014-2015",1,1,1,1,0
"001i000000LhyXz","001i000000LhyXz2010-2011","001i000000LhyXz2011-2012","001i000000LhyXz2012-2013","001i000000LhyXz2013-2014","001i000000LhyXz2014-2015",1,1,1,1,0
"001i000000LhyY0","001i000000LhyY02010-2011","001i000000LhyY02011-2012","001i000000LhyY02012-2013","001i000000LhyY02013-2014","001i000000LhyY02014-2015",1,1,1,1,0
"001i000000LhyY1","001i000000LhyY12010-2011","001i000000LhyY12011-2012","001i000000LhyY12012-2013","001i000000LhyY12013-2014","001i000000LhyY12014-2015",1,1,1,1,0
"001i000000LhyY2","001i000000LhyY22010-2011","001i000000LhyY22011-2012","001i000000LhyY22012-2013","001i000000LhyY22013-2014","001i000000LhyY22014-2015",1,1,1,1,0
"001i000000LhyY3","001i000000LhyY32010-2011","001i000000LhyY32011-2012","001i000000LhyY32012-2013","001i000000LhyY32013-2014","001i000000LhyY32014-2015",1,1,1,1,0
"001i000000LhyY4","001i000000LhyY42010-2011","001i000000LhyY42011-2012","001i000000LhyY42012-2013","001i000000LhyY42013-2014","001i000000LhyY42014-2015",1,1,1,1,0
"001i000000LhyY5","001i000000LhyY52010-2011","001i000000LhyY52011-2012","001i000000LhyY52012-2013","001i000000LhyY52013-2014","001i000000LhyY52014-2015",1,1,1,1,0
"001i000000LhyY6","001i000000LhyY62010-2011","001i000000LhyY62011-2012","001i000000LhyY62012-2013","001i000000LhyY62013-2014","001i000000LhyY62014-2015",1,1,1,1,0
"001i000000LhyY7","001i000000LhyY72010-2011","001i000000LhyY72011-2012","001i000000LhyY72012-2013","001i000000LhyY72013-2014","001i000000LhyY72014-2015",1,1,1,1,0
"001i000000LhyY8","001i000000LhyY82010-2011","001i000000LhyY82011-2012","001i000000LhyY82012-2013","001i000000LhyY82013-2014","001i000000LhyY82014-2015",1,1,1,1,0
"001i000000LhyY9","001i000000LhyY92010-2011","001i000000LhyY92011-2012","001i000000LhyY92012-2013","001i000000LhyY92013-2014","001i000000LhyY92014-2015",1,1,1,1,0
"001i000000LhyYA","001i000000LhyYA2010-2011","001i000000LhyYA2011-2012","001i000000LhyYA2012-2013","001i000000LhyYA2013-2014","001i000000LhyYA2014-2015",1,1,1,1,0
"001i000000LhyYB","001i000000LhyYB2010-2011","001i000000LhyYB2011-2012","001i000000LhyYB2012-2013","001i000000LhyYB2013-2014","001i000000LhyYB2014-2015",1,1,1,1,0
"001i000000LhyYC","001i000000LhyYC2010-2011","001i000000LhyYC2011-2012","001i000000LhyYC2012-2013","001i000000LhyYC2013-2014","001i000000LhyYC2014-2015",1,1,1,1,0
"001i000000LhyYD","001i000000LhyYD2010-2011","001i000000LhyYD2011-2012","001i000000LhyYD2012-2013","001i000000LhyYD2013-2014","001i000000LhyYD2014-2015",1,1,1,1,0
