"account.id","shipping.zip.code","billing.zip.code","shipping.city","billing.city","relationship","amount.donated.2013","amount.donated.lifetime","no.donations.lifetime","first.donated"
"001i000000MJzVK","","94947","","Novato","Education Participant",0,0,0,""
"001i000000MJzVL","","94903","","San Rafael","Education Participant",0,0,0,""
"001i000000MJzVM","","94611","","Piedmont","Education Participant",0,0,0,""
"001i000000MJzVN","","94566","","Pleasanton","Education Participant",0,0,0,""
"001i000000MJzVO","","94971","","Tomales","Education Participant",0,0,0,""
"001i000000MJzVP","","94566","","Pleasanton","Education Participant",0,0,0,""
"001i000000MJzVQ","","94019","","Half Moon Bay","Education Participant",0,0,0,""
"001i000000MJzVR","","94028","","Portola Valley","Education Participant",0,0,0,""
"001i000000MJzVS","","94015","","Colma","Education Participant",0,0,0,""
"001i000000MJzVT","","94030","","Millbrae","Education Participant",0,0,0,""
"001i000000MJzVU","","94019","","Half Moon Bay","Education Participant",0,0,0,""
"001i000000MJzVV","","94028","","Portola Valley","Education Participant",0,0,0,""
"001i000000MJzVW","","94070","","San Carlos","Education Participant",0,0,0,""
"001i000000MJzVX","","94010","","Hillsborough","Education Participant",0,0,0,""
"001i000000MJzVY","","94002","","Belmont","Education Participant",0,0,0,""
"001i000000MJzVZ","","94587","","Union City","Education Participant",0,0,0,""
"001i000000MJzVa","","94401","","San Mateo","Education Participant",0,0,0,""
"001i000000MJzVb","","94070","","San Carlos","Education Participant",0,0,0,""
"001i000000MJzVc","","94066","","San Bruno","Education Participant",0,0,0,""
"001i000000MJzVd","","94005","","Brisbane","Education Participant",0,0,0,""
"001i000000MJzVe","","94618","","Oakland","Education Participant",0,0,0,""
"001i000000MJzVf","","94002","","Belmont","Education Participant",0,0,0,""
"001i000000MJzVg","","94010","","Burlingame","Education Participant",0,0,0,""
"001i000000MJzVh","","94027","","Atherton","Education Participant",0,0,0,""
"001i000000MJzVi","","94402","","San Mateo","Education Participant",0,0,0,""
"001i000000MJzVj","","94015","","Daly City","Education Participant",0,0,0,""
"001i000000MJzVk","","94618","","Oakland","Education Participant",0,0,0,""
"001i000000MJzVl","","94066","","San Bruno","Education Participant",0,0,0,""
"001i000000MJzVm","","94080","","South San Francisco","Education Participant",0,0,0,""
"001i000000MJzVn","","94080","","South San Francisco","Education Participant",0,0,0,""
"001i000000MJzVo","","94062","","Redwood City","Education Participant",0,0,0,""
"001i000000MJzVp","","94010","","Burlingame","Education Participant",0,0,0,""
"001i000000MJzVq","","94019","","Half Moon Bay","Education Participant",0,0,0,""
"001i000000MJzVr","","94044","","Pacifica","Education Participant",0,0,0,""
"001i000000MJzVs","","94002","","Belmont","Education Participant",0,0,0,""
"001i000000MJzVt","","94010","","Hillsborough","Education Participant",0,0,0,""
"001i000000MJzVu","","94015","","Daly City","Education Participant",0,0,0,""
"001i000000MJzVv","","94545","","Hayward","Education Participant",0,0,0,""
"001i000000MJzVw","","94551","","Livermore","Education Participant",0,0,0,""
"001i000000MJzVx","","94550","","Livermore","Education Participant",0,0,0,""
"001i000000MJzVy","","94502","","Alameda","Education Participant",0,0,0,""
"001i000000MJzW4","","94587","","Union City","Education Participant",0,0,0,""
"001i000000MJzW5","","94550","","Livermore","Education Participant",0,0,0,""
"001i000000MJzW6","","94544","","Hayward","Education Participant",0,0,0,""
"001i000000MJzW7","","94545","","Hayward","Education Participant",0,0,0,""
"001i000000MJzW8","","94541","","Hayward","Education Participant",0,0,0,""
"001i000000MJzW9","","94706","","Albany","Education Participant",0,0,0,""
"001i000000MJzWA","","94587","","Union City","Education Participant",0,0,0,""
"001i000000MJzWB","","94706","","Albany","Education Participant",0,0,0,""
"001i000000MJzWC","","94568","","Dublin","Education Participant",0,0,0,""
"001i000000MJzWD","","94568","","Dublin","Education Participant",0,0,0,""
"001i000000MJzWE","","94536","","Fremont","Education Participant",0,0,0,""
"001i000000MJzWF","","94568","","Dublin","Education Participant",0,0,0,""
"001i000000MJzWG","","94552","","Castro Valley","Education Participant",0,0,0,""
"001i000000MJzWH","","94568","","Dublin","Education Participant",0,0,0,""
"001i000000MJzWI","","94568","","Dublin","Education Participant",0,0,0,""
"001i000000MJzWJ","","94568","","Dublin","Education Participant",0,0,0,""
"001i000000MJzWK","","","","Berkeley","Education Participant",0,0,0,""
"001i000000MJzWL","","94546","","Castro Valley","Education Participant",0,0,0,""
"001i000000MJzWM","","94705","","Berkeley","Education Participant",0,0,0,""
"001i000000MJzWN","","94568","","Dublin","Education Participant",0,0,0,""
"001i000000MJzWO","","94539","","Fremont","Education Participant",0,0,0,""
"001i000000MJzWP","","94122","","San Francisco","Education Participant",0,0,0,""
"001i000000MJzWQ","","94112","","San Francisco","Education Participant",0,0,0,""
"001i000000MJzWR","","94546","","Castro Valley","Education Participant",0,0,0,""
"001i000000MJzWS","","","","San Francisco","Education Participant",0,0,0,""
"001i000000MJzWT","","94709","","Berkeley","Education Participant",0,0,0,""
"001i000000MJzWU","","94134","","San Francisco","Education Participant",0,0,0,""
"001i000000MJzWV","","94131","","San Francisco","Education Participant",0,0,0,""
"001i000000MJzWW","","","","Berkeley","Education Participant",0,0,0,""
"001i000000MJzWX","","94303","","Palo Alto","Education Participant",0,0,0,""
"001i000000MJzWY","","","","San Ramon","Education Participant",0,0,0,""
"001i000000MJzWZ","","","","Hayward","Education Participant",0,0,0,""
"001i000000MJzWa","","94025","","Menlo Park","Education Participant",0,0,0,""
"001i000000MJzWb","","95116","","San Jose","Education Participant",0,0,0,""
"001i000000MJzWc","","","","","Peer Organization",0,0,0,""
"001i000000MJzWd","","10023","","New York","Vendor - Artistic",0,0,0,""
"001i000000MJzWe","","46556","","Notre Dame","Vendor - Artistic",0,0,0,""
"001i000000MJzWf","","50613","","Cedar Falls","Vendor - Artistic",0,0,0,""
"001i000000MJzWg","","50011-1113","","Ames","Vendor - Artistic",0,0,0,""
"001i000000MJzWh","","83209","","Pocatello","Vendor - Artistic",0,0,0,""
"001i000000MJzWi","","66210","","Overland Park","Vendor - Artistic",0,0,0,""
"001i000000MJzWj","","66506","","Manhattan","Vendor - Artistic",0,0,0,""
"001i000000MJzWk","","67401","","Salina","Vendor - Artistic",0,0,0,""
"001i000000MJzWl","","40202","","Louisville","Vendor - Artistic",0,0,0,""
"001i000000MJzWm","","4469","","Orono","Vendor - Artistic",0,0,0,""
"001i000000MJzWn","","2116","","Boston","Vendor - Artistic",0,0,0,""
"001i000000MJzWo","","64068","","Liberty","Vendor - Artistic",0,0,0,""
"001i000000MJzWp","","65897","","Springfield","Vendor - Artistic",0,0,0,""
"001i000000MJzWq","","65211-1310","","Columbia","Vendor - Artistic",0,0,0,""
"001i000000MJzWr","","68588-0151","","Lincoln","Vendor - Artistic",0,0,0,""
"001i000000MJzWs","","89501","","Reno","Vendor - Artistic",0,0,0,""
"001i000000MJzWt","","87501","","Santa Fe","Vendor - Artistic",0,0,0,""
"001i000000MJzWu","","10577","","Purchase","Vendor - Artistic",0,0,0,""
"001i000000MJzWv","","11210","","Brooklyn","Vendor - Artistic",0,0,0,""
"001i000000MJzWw","","10025","","New York","Vendor - Artistic",0,0,0,""
"001i000000MJzWx","","16802","","University Park","Vendor - Artistic",0,0,0,""
"001i000000MJzWy","","18701","","Wilkes-Barre","Vendor - Artistic",0,0,0,""
"001i000000MJzWz","","19131","","Philadelphia","Vendor - Artistic",0,0,0,""
"001i000000MJzX0","","18015","","Bethlehem","Vendor - Artistic",0,0,0,""
"001i000000MJzX1","","29108","","Newberry","Vendor - Artistic",0,0,0,""
"001i000000MJzX2","","57701","","Rapid City","Vendor - Artistic",0,0,0,""
"001i000000MJzX3","","57104","","Sioux Falls","Vendor - Artistic",0,0,0,""
"001i000000MJzX4","","23173","","University of Richmond","Vendor - Artistic",0,0,0,""
"001i000000MJzX5","","54911","","Appleton","Vendor - Artistic",0,0,0,""
"001i000000MJzX6","","53703","","Madison","Vendor - Artistic",0,0,0,""
"001i000000MJzX8","","92612","","Irvine","Vendor - Artistic",0,0,0,""
"001i000000MJzX9","","90274","","Rolling Hls Ests","Vendor - Artistic",0,0,0,""
"001i000000MJzXA","","33957","","Sanibel","Vendor - Artistic",0,0,0,""
"001i000000MJzXB","","33417","","West Palm Beach","Vendor - Artistic",0,0,0,""
"001i000000MJzXC","","99501","","Ankorage","Vendor - Artistic",0,0,0,""
"001i000000MJzXD","","85201","","Mesa","Vendor - Artistic",0,0,0,""
"001i000000MJzXE","","94928","","Rohnert Park","Vendor - Artistic",0,0,0,""
"001i000000MJzXF","","90703","","Cerritos","Vendor - Artistic",0,0,0,""
"001i000000MJzXG","","92260","","Palm Desert","Vendor - Artistic",0,0,0,""
"001i000000MJzXH","","92612","","Irvine","Vendor - Artistic",0,0,0,""
"001i000000MJzXI","","90095","","Los Angeles","Vendor - Artistic",0,0,0,""
"001i000000MJzXJ","","95403","","Santa Rosa","Vendor - Artistic",0,0,0,""
"001i000000MJzXK","","6106","","Hartford","Vendor - Artistic",0,0,0,""
"001i000000MJzXL","","06269-3104","","Storrs","Vendor - Artistic",0,0,0,""
"001i000000MJzXM","","20036","","","Vendor - Artistic",0,0,0,""
"001i000000MJzXN","","33132","","Miami","Vendor - Artistic",0,0,0,""
"001i000000MJzXO","","33312","","Fort Lauderdale","Vendor - Artistic",0,0,0,""
"001i000000MJzXP","","33401","","West Palm Beach","Vendor - Artistic",0,0,0,""
"001i000000MJzXQ","","34108","","Naples","Vendor - Artistic",0,0,0,""
"001i000000MJzXR","","33602","","Tampa","Vendor - Artistic",0,0,0,""
"001i000000MJzXS","","32611-2750","","Gainesville","Vendor - Artistic",0,0,0,""
"001i000000MJzXT","","34236","","Sarasota","Vendor - Artistic",0,0,0,""
"001i000000MJzXU","","30601","","Athens","Vendor - Artistic",0,0,0,""
"001i000000MJzXV","","61801","","Urbana","Vendor - Artistic",0,0,0,""
"001i000000MJzXW","","46032","","Carmel","Vendor - Artistic",0,0,0,""
"001i000000MJzXX","","20852-3385","","North Bethesda","Vendor - Artistic",0,0,0,""
"001i000000MJzXY","","48038","","Clinton Twp","Vendor - Artistic",0,0,0,""
"001i000000MJzXZ","","48824","","East Lansing","Vendor - Artistic",0,0,0,""
"001i000000MJzXa","","48109","","Ann Arbor","Vendor - Artistic",0,0,0,""
"001i000000MJzXb","","68102","","Omaha","Vendor - Artistic",0,0,0,""
"001i000000MJzXc","","7102","","Newark","Vendor - Artistic",0,0,0,""
"001i000000MJzXd","","14853","","Ithaca","Vendor - Artistic",0,0,0,""
"001i000000MJzXe","","11548","","Greenvale","Vendor - Artistic",0,0,0,""
"001i000000MJzXf","","","","","Peer Organization",0,0,0,""
"001i000000MJzXg","","81611","","Aspen","Vendor - Artistic",0,0,0,""
"001i000000MJzXh","","","","","Peer Organization",0,0,0,""
"001i000000MJzXi","","12504-5000","","Annandale-on-Hudson","Vendor - Artistic",0,0,0,""
"001i000000MJzXj","","AL5 9FA","","Harpenden","",0,0,0,""
"001i000000MJzXk","","","","","Vendor - Artistic",0,0,0,""
"001i000000MJzXl","","A-5010","","Salzburg","Vendor - Artistic",0,0,0,""
"001i000000MJzXm","","","","San Francisco","Education Participant",0,0,0,""
"001i000000MJzXn","","94303","","Palo Alto","Education Participant",0,0,0,""
"001i000000MJzXo","","95051","","Santa Clara","Education Participant",0,0,0,""
"001i000000MJzXp","","94062","","Redwood City","Education Participant",0,0,0,""
"001i000000MJzXq","","94539","","Fremont","Education Participant",0,0,0,""
"001i000000MJzXr","","","","","Education Participant",0,0,0,""
"001i000000MJzXs","","","","","Education Participant",0,0,0,""
"001i000000MJzXt","","","","","",0,0,0,""
"001i000000MJzXu","","","","","Education Participant",0,0,0,""
"001i000000MJzXv","","","","","",0,0,0,""
"001i000000MJzXw","","95667","","Placerville","Education Participant",0,0,0,""
"001i000000MJzXx","","95111","","San Jose","Education Participant",0,0,0,""
"001i000000MJzXy","","","","San Jose","Education Participant",0,0,0,""
"001i000000MJzXz","","","","","Peer Organization",0,0,0,""
"001i000000MJzY0","","2115","","Boston","Vendor - Artistic; Peer Organization",0,0,0,""
"001i000000MJzY1","","06520-8246","","New Haven","Vendor - Artistic",0,0,0,""
"001i000000MJzY2","","","","","Education Participant",0,0,0,""
"001i000000MJzY3","","","","","Education Participant",0,0,0,""
"001i000000MJzY4","","85721-0158","","Tucson","Vendor - Artistic",0,0,0,""
"001i000000MJzY5","","85251","","Scottsdale","Vendor - Artistic",0,0,0,""
"001i000000MJzY6","","93534","","Lancaster","Vendor - Artistic",0,0,0,""
"001i000000MJzY7","","90405","","Santa Monica","Vendor - Artistic",0,0,0,""
"001i000000MJzY8","","94618","","Oakland","Education Participant",0,0,0,""
"001i000000MJzY9","","","","El Cerrito","Education Participant",0,0,0,""
"001i000000MJzYA","","","","Oakland","Education Participant",0,0,0,""
"001i000000MJzYB","","","","Oakland","Education Participant",0,0,0,""
"001i000000MJzYC","","","","Oakland","Education Participant",0,0,0,""
"001i000000MJzYD","","","","Berkeley","Education Participant",0,0,0,""
"001i000000MJzYE","","","","Oakland","Education Participant",0,0,0,""
"001i000000MJzYF","","","","Oakland","Education Participant",0,0,0,""
"001i000000MJzYG","","","","Oakland","Education Participant",0,0,0,""
"001i000000MJzYH","","","","Oakland","Education Participant",0,0,0,""
"001i000000MJzYI","","","","El Sobrante","Education Participant",0,0,0,""
"001i000000MJzYJ","","","","Berkeley","Education Participant",0,0,0,""
"001i000000MJzYK","","","","Moraga","Education Participant",0,0,0,""
"001i000000MJzYL","","","","Berkeley","Education Participant",0,0,0,""
"001i000000MJzYM","","","","Oakland","Education Participant",0,0,0,""
"001i000000MJzYN","","","","","Education Participant",0,0,0,""
"001i000000MJzYO","","","","Orinda","Education Participant",0,0,0,""
"001i000000MJzYP","","","","Oakland","Education Participant",0,0,0,""
"001i000000MJzYQ","","","","El Cerrito","Education Participant",0,0,0,""
"001i000000MJzYR","","","","Alameda","Education Participant",0,0,0,""
"001i000000MJzYS","","","","Berkeley","Education Participant",0,0,0,""
"001i000000MJzYT","","","","","Education Participant",0,0,0,""
"001i000000MJzYU","","","","Berkeley","Education Participant",0,0,0,""
"001i000000MJzYV","","","","San Francisco","Education Participant",0,0,0,""
"001i000000MJzYW","","","","Palo Alto","Education Participant",0,0,0,""
"001i000000MJzYX","","","","San Francisco","Education Participant",0,0,0,""
"001i000000MJzYY","","94103","","San Francisco","Education Participant",0,0,0,""
"001i000000MJzYZ","","","","San Francisco","Education Participant",0,0,0,""
"001i000000MJzYa","","","","Alameda","Education Participant",0,0,0,""
"001i000000MJzYb","","","","San Francisco","",0,0,0,""
"001i000000MJzYc","","","","San Francisco","Education Participant",0,0,0,""
"001i000000MJzYd","","","","San Francisco","Education Participant",0,0,0,""
"001i000000MJzYe","","","","San Francisco","Education Participant",0,0,0,""
"001i000000MJzYf","","","","San Francisco","Education Participant",0,0,0,""
"001i000000MJzYg","","","","Berkeley","Education Participant",0,0,0,""
"001i000000MJzYh","","","","Oakland","Education Participant",0,0,0,""
"001i000000MJzYi","","","","San Francisco","Education Participant",0,0,0,""
"001i000000MJzYj","","","","","Education Participant",0,0,0,""
"001i000000MJzYk","","","","","Education Participant",0,0,0,""
"001i000000MJzYl","","94611","","Oakland","Education Participant",0,0,0,""
"001i000000MJzYm","","","","","Education Participant",0,0,0,""
"001i000000MJzYn","","","","Berkeley, CA  94704","Education Participant",0,0,0,""
"001i000000MJzYo","","","","","Other",0,0,0,""
"001i000000MJzYp","","94107","","San Francisco","Education Participant",0,0,0,""
"001i000000MJzYq","","94609","","Oakland","Education Participant",0,0,0,""
"001i000000MJzYr","","94102","","San Francisco","Education Participant",0,0,0,""
"001i000000MJzYs","","94612","","Oakland","Education Participant",2500,8000,5,"2009-04-30 00:00:00"
"001i000000MJzYt","","94063","","Redwood City","Education Participant",0,0,0,""
"001i000000MJzYu","","94025","","Menlo Park","Education Participant",0,0,0,""
"001i000000MJzYv","","","","","Education Participant",0,0,0,""
"001i000000MJzYw","","94122","","San Francisco","Education Participant",0,0,0,""
"001i000000MJzYx","","94102","","San Francisco","",0,0,0,""
"001i000000MJzYy","","M5S 1X7","","Toronto","Peer Organization",0,0,0,""
"001i000000MJzYz","","60625","","Chicago","Other",0,0,0,""
"001i000000MJzZ0","","10003","","New York City","Vendor - Marketing",0,0,0,""
"001i000000MJzZ1","","94102","","San Francisco","Peer Organization",0,0,0,""
"001i000000MJzZ2","","","","","Vendor - Marketing",0,0,0,""
"001i000000MJzZ3","","","","","Vendor - Marketing; Other",0,0,0,""
"001i000000MJzZ4","","","","","Vendor - General",0,0,0,""
"001i000000MJzZ5","","89701","","Carson City","Vendor - Marketing",0,0,0,""
"001i000000MJzZ6","","94118","","San Francisco","Education Participant",0,0,0,""
"001i000000MJzZ7","","","","","Vendor - Artistic",0,0,0,""
"001i000000MJzZ8","","","","Berkeley","Education Participant",0,0,0,""
"001i000000MJzZ9","","","","San Francisco","Education Participant",0,0,0,""
"001i000000MJzZA","","","","San Francisco","Education Participant",0,0,0,""
"001i000000MJzZB","","","","Sacramento","Education Participant",0,0,0,""
"001i000000MJzZC","","","","San Francisco, CA  94102","Education Participant",0,0,0,""
"001i000000MJzZD","","","","San Francisco, CA  94109","Education Participant",0,0,0,""
"001i000000MJzZE","","","","San Francisco, CA 94115","Education Participant",0,0,0,""
"001i000000MJzZF","","","","San Francisco, CA 94102","Education Participant",0,0,0,""
"001i000000MJzZG","","","","Oakland, CA  94609","Education Participant",0,0,0,""
"001i000000MJzZH","","","","Berkeley, CA  94704","Education Participant",0,0,0,""
"001i000000MJzZI","","","","Palo Alto, CA 94301","Education Participant",0,0,0,""
"001i000000MJzZJ","","","","Redwood City, CA 94063-2483","Education Participant",0,0,0,""
"001i000000MJzZK","","","","Stanford","Education Participant",0,0,0,""
"001i000000MJzZL","","","","","Vendor - Artistic",0,0,0,""
"001i000000MJzZM","","","","Los Gatos","Education Participant",0,0,0,""
"001i000000MJzZN","","","","","Vendor - General",0,0,0,""
"001i000000MJzZO","","","","Palo Alto","Education Participant",0,0,0,""
"001i000000MJzZP","","","","San Francisco","Education Participant",0,0,0,""
"001i000000MJzZQ","","","","Palo alto","Education Participant",0,0,0,""
"001i000000MJzZR","","","","San Jose","Education Participant",0,0,0,""
"001i000000MJzZS","","","","El Cerrito","Education Participant",0,0,0,""
"001i000000MJzZT","","","","Foster City","Education Participant",0,0,0,""
"001i000000MJzZU","","","","San Jose","Education Participant",0,0,0,""
"001i000000MJzZV","","","","Foster City","Education Participant",0,0,0,""
"001i000000MJzZW","","","","San Jose","Education Participant",0,0,0,""
"001i000000MJzZX","","","","Santa Clara","Education Participant",0,0,0,""
"001i000000MJzZY","","","","San Jose","Education Participant",0,0,0,""
"001i000000MJzZZ","","","","San Jose","Education Participant",0,0,0,""
"001i000000MJzZa","","","","Sunnyvale","Education Participant",0,0,0,""
"001i000000MJzZb","","","","Portola Valley","Education Participant",0,0,0,""
"001i000000MJzZc","","","","San Jose","Education Participant",0,0,0,""
"001i000000MJzZd","","","","Danville","Education Participant",0,0,0,""
"001i000000MJzZe","","","","San Ramon","Education Participant",0,0,0,""
"001i000000MJzZf","","","","San Jose","Education Participant",0,0,0,""
"001i000000MJzZg","","","","San Jose","Education Participant",0,0,0,""
"001i000000MJzZh","","","","Daly City","Education Participant",0,0,0,""
"001i000000MJzZi","","","","Fremont","Education Participant",0,0,0,""
"001i000000MJzZj","","","","San Ramon","Education Participant",0,0,0,""
"001i000000MJzZk","","","","Mountain View","Education Participant",0,0,0,""
"001i000000MJzZl","","","","Fremont","Education Participant",0,0,0,""
"001i000000MJzZm","","","","San Jose","Education Participant",0,0,0,""
"001i000000MJzZn","","","","San Jose","Education Participant",0,0,0,""
"001i000000MJzZo","","","","San Mateo","Education Participant",0,0,0,""
"001i000000MJzZp","","","","Fremont","Education Participant",0,0,0,""
"001i000000MJzZq","","","","Fremont","Education Participant",0,0,0,""
"001i000000MJzZr","","","","San Jose","Education Participant",0,0,0,""
"001i000000MJzZs","","","","San Jose","Education Participant",0,0,0,""
"001i000000MJzZt","","","","San Mateo","Education Participant",0,0,0,""
"001i000000MJzZu","","","","San Jose","Education Participant",0,0,0,""
"001i000000MJzZv","","","","Millbrae","Education Participant",0,0,0,""
"001i000000MJzZw","","","","Milpitas","Education Participant",0,0,0,""
"001i000000MJzZx","","","","Fremont","Education Participant",0,0,0,""
"001i000000MJzZy","","","","San Jose","Education Participant",0,0,0,""
"001i000000MJzZz","","","","Santa Clara","Education Participant",0,0,0,""
"001i000000MJza0","","","","San Jose","Education Participant",0,0,0,""
"001i000000MJza1","","","","San Ramon","Education Participant",0,0,0,""
"001i000000MJza2","","","","Pleasanton","Education Participant",0,0,0,""
"001i000000MJza3","","","","Saratoga","Education Participant",0,0,0,""
"001i000000MJza4","","","","San Francisco","Education Participant",0,0,0,""
"001i000000MJza5","","","","Saratoga","Education Participant",0,0,0,""
"001i000000MJza6","","","","Danville","Education Participant",0,0,0,""
"001i000000MJza7","","","","Milpitas","Education Participant",0,0,0,""
"001i000000MJza8","","","","San Jose","Education Participant",0,0,0,""
"001i000000MJza9","","","","Fremont","Education Participant",0,0,0,""
"001i000000MJzaA","","","","Palo Alto","Education Participant",0,0,0,""
"001i000000MJzaB","","","","","Vendor - General",0,0,0,""
"001i000000MJzaC","","","","San Jose","Education Participant",0,0,0,""
"001i000000MJzaD","","","","San Mateo","Education Participant",0,0,0,""
"001i000000MJzaE","","","","San Jose","Education Participant",0,0,0,""
"001i000000MJzaF","","","","Mountain View","Education Participant",0,0,0,""
"001i000000MJzaG","","","","Burlingame","Education Participant",0,0,0,""
"001i000000MJzaH","","","","Belmont","Education Participant",0,0,0,""
"001i000000MJzaI","","","","Menlo Park","Education Participant",0,0,0,""
"001i000000MJzaJ","","","","Cupertino","Education Participant",0,0,0,""
"001i000000MJzaK","","","","Sunnyvale","Education Participant",0,0,0,""
"001i000000MJzaL","","","","Sunnyvale","Education Participant",0,0,0,""
"001i000000MJzaM","","","","Los Altos","Education Participant",0,0,0,""
"001i000000MJzaN","","","","Los Altos","Education Participant",0,0,0,""
"001i000000MJzaO","","","","Palo Alto","Education Participant",0,0,0,""
"001i000000MJzaP","","","","Saratoga","Education Participant",0,0,0,""
"001i000000MJzaQ","","","","Sunnyvale","Education Participant",0,0,0,""
"001i000000MJzaR","","","","Cupertino","Education Participant",0,0,0,""
"001i000000MJzaS","","","","Cupertino","Education Participant",0,0,0,""
"001i000000MJzaT","","","","Sunnyvale","Education Participant",0,0,0,""
"001i000000MJzaU","","","","Cupertino","Education Participant",0,0,0,""
"001i000000MJzaV","","","","Mountain View","Education Participant",0,0,0,""
"001i000000MJzaW","","","","San Jose","Education Participant",0,0,0,""
"001i000000MJzaX","","","","San Jose","Education Participant",0,0,0,""
"001i000000MJzaY","","","","Cupertino","Education Participant",0,0,0,""
"001i000000MJzaZ","","","","Los Altos","Education Participant",0,0,0,""
"001i000000MJzaa","","","","Sunnyvale","Education Participant",0,0,0,""
"001i000000MJzab","","","","Belmont","Education Participant",0,0,0,""
"001i000000MJzac","","","","Saratoga","Education Participant",0,0,0,""
"001i000000MJzad","","","","Saratoga","Education Participant",0,0,0,""
"001i000000MJzae","","","","Sunnyvale","Education Participant",0,0,0,""
"001i000000MJzaf","","","","Cupertino","Education Participant",0,0,0,""
"001i000000MJzag","","","","Sunnyvale","Education Participant",0,0,0,""
"001i000000MJzah","","","","Palo Alto","Education Participant",0,0,0,""
"001i000000MJzai","","","","","Other",0,0,0,""
"001i000000MJzaj","","","","","Vendor - General",0,0,0,""
"001i000000MJzak","","94705","","Berkeley","Education Participant",0,0,0,""
"001i000000MJzal","","94580","","San Lorenzo","Education Participant",0,0,0,""
"001i000000MJzam","","94127-2520","","San Francisco","Education Participant",0,0,0,""
"001i000000MJzan","","94605","","Oakland","",0,0,0,""
"001i000000MJzao","","02116","","Boston","Peer Organization",0,0,0,""
"001i000000MJzap","","","","","Vendor - General",0,0,0,""
"001i000000MJzaq","","97205","","Portland","Peer Organization",0,0,0,""
"001i000000MJzar","","94115","","San Francisco","Education Participant",0,0,0,""
"001i000000MJzas","","94610","","Oakland","Education Participant",0,0,0,""
"001i000000MJzat","","94612","","Oakland","Education Participant",0,0,0,""
"001i000000MJzau","","95758","","Sacramento","Education Participant",0,0,0,""
"001i000000MJzav","","","","","Vendor - Marketing",0,0,0,""
"001i000000MJzaw","","","","","Other",0,0,0,""
"001i000000MJzax","","","","","",0,0,0,""
"001i000000MJzay","","98102","","Seattle","Vendor - Artistic",0,0,0,""
"001i000000MJzaz","","95616-8543","","Davis","Vendor - Artistic",0,0,0,""
"001i000000MJzb0","","94025","","Menlo Park","Vendor - Artistic",0,0,0,""
"001i000000MJzb1","","V6H 1B6","","Vancouver","Vendor - Artistic",0,0,0,""
"001i000000MJzb2","","","","","",0,0,0,""
"001i000000MJzb3","","CB1 1DP","","Cambridge","Vendor - Artistic",0,0,0,""
"001i000000MJzb4","","94580","","San Lorenzo","Education Participant",0,0,0,""
"001i000000MJzb5","","94580","","San Lorenzo","Education Participant",0,0,0,""
"001i000000MJzb6","","","","","Education Participant",0,0,0,""
"001i000000MJzb7","","94703","","Berkeley","Education Participant",0,0,0,""
"001i000000MJzb8","","","","","Education Participant",0,0,0,""
"001i000000MJzb9","","94612","","Oakland","Education Participant",0,0,0,""
"001i000000MJzbA","","94121","","San Francisco","Education Participant",0,0,0,""
"001i000000MJzbB","","","","San Francisco","Education Participant",0,0,0,""
"001i000000MJzbC","","94115","","San Francisco","Education Participant",0,0,0,""
"001i000000MJzbD","","94705","","Berkeley","Education Participant",0,0,0,""
"001i000000MJzbE","","94703-1200","","University of California,  Berkeley","Education Participant",0,0,0,""
"001i000000MJzbF","","","","San Francisco","Education Participant",0,0,0,""
"001i000000MJzbG","","","","San Francisco","Education Participant",0,0,0,""
"001i000000MJzbH","","","","San Francisco","Education Participant",0,0,0,""
"001i000000MJzbI","","","","San Francisco","Education Participant",0,0,0,""
"001i000000MJzbJ","","","","Berkeley","Education Participant",0,0,0,""
"001i000000MJzbK","","","","San Francisco","Education Participant",0,0,0,""
"001i000000MJzbL","","","","San Francisco","Education Participant",0,0,0,""
"001i000000MJzbM","","","","Berkeley","Education Participant",0,0,0,""
"001i000000MJzbN","","","","","Education Participant",0,0,0,""
"001i000000MJzbO","","94102","","San Francisco","Education Participant",0,0,0,""
"001i000000MJzbP","","","","","Education Participant",0,0,0,""
"001i000000MJzbQ","","","","San Francisco","Education Participant",0,0,0,""
"001i000000MJzbR","","","","","Vendor - Marketing",0,0,0,""
"001i000000MJzbS","","94526","","Danville","Vendor - General",0,0,0,""
"001i000000MJzbT","","","","","Vendor - Artistic",0,0,0,""
"001i000000MJzbU","","","","","Vendor - Artistic",0,0,0,""
"001i000000MJzbV","","95407","","Santa Rosa","Vendor - General",0,0,0,""
"001i000000MJzbW","","","","","Vendor - General",0,0,0,""
"001i000000MJzbX","","95061","","Santa Cruz","Vendor - General",0,0,0,""
"001i000000MJzbY","","","","San Po Kong","",0,0,0,""
"001i000000MJzbZ","","","","","Vendor - General",0,0,0,""
"001i000000MJzba","","D-69214","","Eppelheim","Vendor - Artistic",0,0,0,""
"001i000000MJzbb","","","","","",0,9800,3,"2012-12-13 00:00:00"
"001i000000MJzbc","","","","London","",0,0,0,""
"001i000000MJzbd","","","","","",0,0,0,""
"001i000000MJzbe","","","","","Vendor - General",0,0,0,""
"001i000000MJzbf","","","","","Vendor - General",0,0,0,""
"001i000000MJzbg","","94103","","San Francisco","Other",0,0,0,""
"001i000000MJzbh","","","","","Vendor - Artistic",0,0,0,""
"001i000000MJzbi","","","","","",0,0,0,""
"001i000000MJzbj","","","","","Vendor - Marketing",0,0,0,""
"001i000000MJzbk","","","","","Vendor - Marketing",0,0,0,""
