"account.id","2010-2011","2011-2012","2012-2013","2013-2014"
001i000000NuNrH,0,0,0,0
001i000000NuNrI,0,0,0,0
001i000000NuNrJ,0,0,0,0
001i000000NuNrK,0,0,0,0
001i000000NuNrL,0,0,0,0
001i000000NuNrM,0,0,0,0
001i000000NuNrN,0,0,0,0
001i000000NuNrO,0,0,0,0
001i000000NuNrP,0,0,0,0
001i000000NuNrQ,0,0,0,0
001i000000NuNrR,0,0,0,0
001i000000NuNrS,0,0,0,0
001i000000NuNrT,0,0,0,0
001i000000NuNrU,0,0,0,0
001i000000NuNrV,0,0,0,0
001i000000NuNrW,0,0,0,0
001i000000NuNrX,0,0,1,1
001i000000NuNrY,0,0,0,0
001i000000NuNrZ,0,0,0,0
001i000000NuNra,0,0,0,0
001i000000NuNrb,0,0,0,0
001i000000NuNrc,0,0,0,0
001i000000NuNrd,0,0,0,0
001i000000NuNre,0,0,0,0
001i000000NuNrf,0,0,0,0
001i000000NuNrg,0,0,0,0
001i000000NuNrh,0,0,0,0
001i000000NuNri,0,0,0,0
001i000000NuNrj,0,0,0,0
001i000000NuNrk,0,0,0,0
001i000000NuNrl,0,0,0,0
001i000000NuNrm,0,0,0,0
001i000000NuNrn,0,0,0,0
001i000000NuNro,0,0,0,0
001i000000NuNrp,0,0,0,0
001i000000NuNrq,0,0,0,0
001i000000NuNrr,0,0,0,0
001i000000NuNrs,0,0,0,0
001i000000NuNrt,0,0,0,0
001i000000NuNru,0,0,0,0
001i000000NuNrv,0,0,0,0
001i000000NuNrw,0,0,0,0
001i000000NuNrx,0,0,1,1
001i000000NuNry,0,0,0,0
001i000000NuNrz,0,0,0,0
001i000000NuNs0,1,1,0,0
001i000000NuNs1,0,0,0,0
001i000000NuNs2,0,0,0,0
001i000000NuNs3,0,0,0,0
001i000000NuNs4,0,0,0,0
001i000000NuNs5,0,0,0,0
001i000000NuNs6,0,0,0,0
001i000000NuNs7,0,0,0,0
001i000000NuNs8,0,0,0,0
001i000000NuNs9,0,0,0,0
001i000000NuNsA,0,0,0,0
001i000000NuNsB,1,0,0,0
001i000000NuNsC,0,0,0,0
001i000000NuNsD,0,0,0,0
001i000000NuNsE,0,0,0,0
001i000000NuNsF,0,0,0,0
001i000000NuNsG,0,0,0,0
001i000000NuNsH,0,0,0,0
001i000000NuNsI,0,0,0,0
001i000000NuNsJ,0,0,0,0
001i000000NuNsK,0,0,0,0
001i000000NuNsL,1,0,0,0
001i000000NuNsM,1,0,0,0
001i000000NuNsN,0,0,0,0
001i000000NuNsO,0,0,0,0
001i000000NuNsP,0,0,0,0
001i000000NuNsQ,0,0,0,0
001i000000NuNsR,0,0,0,0
001i000000NuNsS,0,0,0,0
001i000000NuNsT,0,0,0,0
001i000000NuNsU,0,0,0,0
001i000000NuNsV,0,0,0,0
001i000000NuNsW,1,1,0,0
001i000000NuNsX,0,0,0,0
001i000000NuNsY,0,0,0,0
001i000000NuNsZ,0,0,0,0
001i000000NuNsa,0,0,0,0
001i000000NuNsb,1,0,0,0
001i000000NuNsc,0,0,0,0
001i000000NuNsd,0,0,0,0
001i000000NuNse,0,0,0,0
001i000000NuNsf,0,0,0,0
001i000000NuNsg,0,0,0,0
001i000000NuNsh,0,0,0,0
001i000000NuNsi,0,0,0,0
001i000000NuNsj,0,0,0,0
001i000000NuNsk,0,0,0,0
001i000000NuNsl,1,0,0,0
001i000000NuNsm,1,0,0,0
001i000000NuNsn,0,0,0,0
001i000000NuNso,0,0,0,0
001i000000NuNsp,0,0,0,0
001i000000NuNsq,0,0,0,0
001i000000NuNsr,0,0,0,0
001i000000NuNss,0,0,0,0
001i000000NuNst,0,0,0,0
001i000000NuNsu,0,0,0,0
001i000000NuNsv,0,0,0,0
001i000000NuNsw,1,1,0,0
001i000000NuNsx,0,0,0,0
001i000000NuNsy,0,0,0,0
001i000000NuNsz,0,0,0,0
001i000000NuNt0,0,0,0,0
001i000000NuNt1,0,0,0,0
001i000000NuNt2,0,0,0,0
001i000000NuNt3,0,0,0,0
001i000000NuNt4,0,0,0,0
001i000000NuNt5,0,0,0,0
001i000000NuNt6,0,0,0,0
001i000000NuNt7,0,0,0,0
001i000000NuNt8,0,0,0,0
001i000000NuNt9,0,0,0,0
001i000000NuNtA,0,0,0,0
001i000000NuNtB,0,0,0,0
001i000000NuNtC,0,0,0,0
001i000000NuNtD,0,0,0,0
001i000000NuNtE,0,0,0,0
001i000000NuNtF,0,0,0,0
001i000000NuNtG,0,0,0,0
001i000000NuNtH,0,0,0,0
001i000000NuNtI,0,0,0,0
001i000000NuNtJ,0,0,0,0
001i000000NuNtK,1,1,1,1
001i000000NuNtL,0,0,0,0
001i000000NuNtM,0,0,0,0
001i000000NuNtN,0,0,0,0
001i000000NuNtO,0,0,0,0
001i000000NuNtP,0,0,0,0
001i000000NuNtQ,0,0,0,0
001i000000NuNtR,0,0,0,0
001i000000NuNtS,0,0,0,0
001i000000NuNtT,1,1,0,0
001i000000NuNtU,0,0,0,0
001i000000NuNtV,0,0,0,0
001i000000NuNtW,0,0,0,0
001i000000NuNtX,1,0,0,0
001i000000NuNtY,0,1,1,0
001i000000NuNtZ,0,0,0,0
001i000000NuNta,0,0,0,0
001i000000NuNtb,0,0,0,0
001i000000NuNtc,0,0,0,0
001i000000NuNtd,0,0,0,0
001i000000NuNte,0,0,0,0
001i000000NuNtf,0,0,0,0
001i000000NuNtg,0,0,0,0
001i000000NuNth,0,0,0,0
001i000000NuNti,0,0,0,0
001i000000NuNtj,0,0,0,0
001i000000NuNtk,1,1,1,1
001i000000NuNtl,0,0,0,0
001i000000NuNtm,0,0,0,0
001i000000NuNtn,0,0,0,0
001i000000NuNto,0,0,0,0
001i000000NuNtp,0,0,0,0
001i000000NuNtq,0,0,0,0
001i000000NuNtr,0,0,0,0
001i000000NuNts,0,0,0,0
001i000000NuNtt,1,1,0,0
001i000000NuNtu,0,0,0,0
001i000000NuNtv,0,0,0,0
001i000000NuNtw,0,0,0,0
001i000000NuNtx,1,0,0,0
001i000000NuNty,0,1,1,0
001i000000NuNtz,0,0,0,0
001i000000NuNu0,1,0,0,0
001i000000NuNu1,0,0,0,0
001i000000NuNu2,0,0,0,0
001i000000NuNu3,0,0,0,0
001i000000NuNu4,0,0,0,0
001i000000NuNu5,0,0,0,0
001i000000NuNu6,0,0,0,0
001i000000NuNu7,0,0,0,0
001i000000NuNu8,0,0,0,0
001i000000NuNu9,0,0,0,0
001i000000NuNuA,0,0,0,0
001i000000NuNuB,1,1,1,0
001i000000NuNuC,1,0,0,0
001i000000NuNuD,0,0,0,0
001i000000NuNuE,0,1,0,0
001i000000NuNuF,0,0,0,0
001i000000NuNuG,0,0,0,0
001i000000NuNuH,1,1,1,0
001i000000NuNuI,0,0,0,0
001i000000NuNuJ,0,0,0,0
001i000000NuNuK,0,0,0,0
001i000000NuNuL,0,0,0,0
001i000000NuNuM,0,0,0,0
001i000000NuNuN,0,0,0,0
001i000000NuNuO,0,0,0,0
001i000000NuNuP,0,0,0,0
001i000000NuNuQ,1,1,0,0
001i000000NuNuR,1,0,0,0
001i000000NuNuS,0,0,0,0
001i000000NuNuT,0,0,0,0
001i000000NuNuU,1,1,1,0
001i000000NuNuV,0,0,0,0
001i000000NuNuW,0,0,0,0
001i000000NuNuX,0,0,0,1
001i000000NuNuY,0,0,0,0
001i000000NuNuZ,0,0,0,0
001i000000NuNua,0,0,0,0
001i000000NuNub,1,1,1,0
001i000000NuNuc,1,0,0,0
001i000000NuNud,0,0,0,0
001i000000NuNue,0,1,0,0
001i000000NuNuf,0,0,0,0
001i000000NuNug,0,0,0,0
001i000000NuNuh,1,1,1,0
001i000000NuNui,0,0,0,0
001i000000NuNuj,0,0,0,0
001i000000NuNuk,0,0,0,0
001i000000NuNul,0,0,0,0
001i000000NuNum,0,0,0,0
001i000000NuNun,0,0,0,0
001i000000NuNuo,0,0,0,0
001i000000NuNup,0,0,0,0
001i000000NuNuq,1,1,0,0
001i000000NuNur,1,0,0,0
001i000000NuNus,0,0,0,0
001i000000NuNut,0,0,0,0
001i000000NuNuu,1,1,1,0
001i000000NuNuv,0,0,0,0
001i000000NuNuw,0,0,0,0
001i000000NuNux,0,0,0,1
001i000000NuNuy,0,0,0,0
001i000000NuNuz,0,0,0,0
001i000000NuNv0,0,0,0,0
001i000000NuNv1,0,0,0,0
001i000000NuNv2,0,0,0,0
001i000000NuNv3,0,0,0,0
001i000000NuNv4,0,0,0,0
001i000000NuNv5,0,0,0,0
001i000000NuNv6,0,0,0,0
001i000000NuNv7,0,0,0,0
001i000000NuNv8,1,0,0,0
001i000000NuNv9,0,0,0,0
001i000000NuNvA,0,0,0,0
001i000000NuNvB,0,0,0,0
001i000000NuNvC,0,0,0,0
001i000000NuNvD,0,0,0,0
001i000000NuNvE,0,0,0,0
001i000000NuNvF,1,1,0,0
001i000000NuNvG,0,0,0,0
001i000000NuNvH,0,0,0,0
001i000000NuNvI,0,0,0,0
001i000000NuNvJ,0,0,0,0
001i000000NuNvK,0,0,0,0
001i000000NuNvL,0,0,0,0
001i000000NuNvM,1,1,1,0
001i000000NuNvN,0,0,0,0
001i000000NuNvO,0,0,0,0
001i000000NuNvP,0,0,0,0
001i000000NuNvQ,1,1,1,0
001i000000NuNvR,0,0,0,0
001i000000NuNvS,0,0,0,0
001i000000NuNvT,0,1,1,0
001i000000NuNvU,1,1,1,0
001i000000NuNvV,0,0,0,0
001i000000NuNvW,0,0,0,0
001i000000NuNvX,1,1,1,0
001i000000NuNvY,0,0,0,0
001i000000NuNvZ,0,0,0,0
001i000000NuNva,0,0,0,0
001i000000NuNvb,0,0,0,0
001i000000NuNvc,0,0,0,0
001i000000NuNvd,0,0,0,0
001i000000NuNve,0,0,0,0
001i000000NuNvf,1,1,0,0
001i000000NuNvg,0,0,0,0
001i000000NuNvh,0,0,0,0
001i000000NuNvi,0,0,0,0
001i000000NuNvj,0,0,0,0
001i000000NuNvk,0,0,0,0
001i000000NuNvl,0,0,0,0
001i000000NuNvm,1,1,1,0
001i000000NuNvn,0,0,0,0
001i000000NuNvo,0,0,0,0
001i000000NuNvp,0,0,0,0
001i000000NuNvq,1,1,1,0
001i000000NuNvr,0,0,0,0
001i000000NuNvs,0,0,0,0
001i000000NuNvt,0,1,1,0
001i000000NuNvu,1,1,1,0
001i000000NuNvv,0,0,0,0
001i000000NuNvw,0,0,0,0
001i000000NuNvx,1,1,1,0
001i000000NuNvy,0,0,0,0
001i000000NuNvz,0,0,0,0
001i000000NuNw0,0,0,0,0
001i000000NuNw1,0,0,0,0
001i000000NuNw2,0,0,0,0
001i000000NuNw3,0,0,0,0
001i000000NuNw4,0,0,0,0
001i000000NuNw5,0,0,0,0
001i000000NuNw6,0,0,0,0
001i000000NuNw7,0,0,0,0
001i000000NuNw8,0,0,0,0
001i000000NuNw9,0,0,0,0
001i000000NuNwA,0,1,0,0
001i000000NuNwB,1,1,1,0
001i000000NuNwC,0,0,1,1
001i000000NuNwD,0,0,0,0
001i000000NuNwE,0,0,0,0
001i000000NuNwF,0,1,1,0
001i000000NuNwG,0,0,0,0
001i000000NuNwH,0,0,1,0
001i000000NuNwI,0,0,0,0
001i000000NuNwJ,0,0,0,0
001i000000NuNwK,0,0,0,0
001i000000NuNwL,0,0,0,0
001i000000NuNwM,0,0,0,0
001i000000NuNwN,0,0,0,0
001i000000NuNwO,0,0,0,0
001i000000NuNwP,0,0,0,0
001i000000NuNwQ,0,0,0,0
001i000000NuNwR,1,1,0,0
001i000000NuNwS,0,0,0,0
001i000000NuNwT,0,0,0,0
001i000000NuNwU,1,1,1,0
001i000000NuNwV,1,1,0,0
001i000000NuNwW,0,0,0,0
001i000000NuNwX,0,0,0,0
001i000000NuNwY,0,0,0,0
001i000000NuNwZ,0,0,0,0
001i000000NuNwa,0,1,0,0
001i000000NuNwb,1,1,1,0
001i000000NuNwc,0,0,1,1
001i000000NuNwd,0,0,0,0
001i000000NuNwe,0,0,0,0
001i000000NuNwf,0,1,1,0
001i000000NuNwg,0,0,0,0
001i000000NuNwh,0,0,1,0
001i000000NuNwi,0,0,0,0
001i000000NuNwj,0,0,0,0
001i000000NuNwk,0,0,0,0
001i000000NuNwl,0,0,0,0
001i000000NuNwm,0,0,0,0
001i000000NuNwn,0,0,0,0
001i000000NuNwo,0,0,0,0
001i000000NuNwp,0,0,0,0
001i000000NuNwq,0,0,0,0
001i000000NuNwr,1,1,0,0
001i000000NuNws,0,0,0,0
001i000000NuNwt,0,0,0,0
001i000000NuNwu,1,1,1,0
001i000000NuNwv,1,1,0,0
001i000000NuNww,0,0,0,0
001i000000NuNwx,0,0,0,0
001i000000NuNwy,0,0,0,0
001i000000NuNwz,0,0,0,0
001i000000NuNx0,0,0,0,0
001i000000NuNx1,0,0,0,0
001i000000NuNx2,0,0,1,0
001i000000NuNx3,0,0,0,0
001i000000NuNx4,0,0,0,0
001i000000NuNx5,0,0,0,0
001i000000NuNx6,0,0,0,0
001i000000NuNx7,0,0,0,0
001i000000NuNx8,0,0,0,0
001i000000NuNx9,0,0,0,0
001i000000NuNxA,1,0,0,0
001i000000NuNxB,0,0,0,0
001i000000NuNxC,0,0,0,0
001i000000NuNxD,0,0,0,0
001i000000NuNxE,0,0,0,0
001i000000NuNxF,0,0,0,0
001i000000NuNxG,0,0,0,0
001i000000NuNxH,0,0,0,1
001i000000NuNxI,0,0,0,0
001i000000NuNxJ,1,0,0,0
001i000000NuNxK,0,0,0,0
001i000000NuNxL,0,0,0,0
001i000000NuNxM,0,0,0,0
001i000000NuNxN,0,0,0,0
001i000000NuNxO,0,0,0,0
001i000000NuNxP,0,0,0,0
001i000000NuNxQ,0,0,0,0
001i000000NuNxR,0,0,0,0
001i000000NuNxS,1,0,0,0
001i000000NuNxT,1,1,1,0
001i000000NuNxU,0,0,0,0
001i000000NuNxV,0,0,0,0
001i000000NuNxW,1,1,1,0
001i000000NuNxX,0,0,0,0
001i000000NuNxY,0,0,0,0
001i000000NuNxZ,0,0,0,0
001i000000NuNxa,1,0,0,0
001i000000NuNxb,0,0,0,0
001i000000NuNxc,0,0,0,0
001i000000NuNxd,0,0,0,0
001i000000NuNxe,0,0,0,0
001i000000NuNxf,0,0,0,0
001i000000NuNxg,0,0,0,0
001i000000NuNxh,0,0,0,1
001i000000NuNxi,0,0,0,0
001i000000NuNxj,1,0,0,0
001i000000NuNxk,0,0,0,0
001i000000NuNxl,0,0,0,0
001i000000NuNxm,0,0,0,0
001i000000NuNxn,0,0,0,0
001i000000NuNxo,0,0,0,0
001i000000NuNxp,0,0,0,0
001i000000NuNxq,0,0,0,0
001i000000NuNxr,0,0,0,0
001i000000NuNxs,1,0,0,0
001i000000NuNxt,1,1,1,0
001i000000NuNxu,0,0,0,0
001i000000NuNxv,0,0,0,0
001i000000NuNxw,1,1,1,0
001i000000NuNxx,0,0,0,0
001i000000NuNxy,0,0,0,0
001i000000NuNxz,0,0,0,0
001i000000NuNy0,0,0,0,0
001i000000NuNy1,0,0,0,0
001i000000NuNy2,0,0,0,0
001i000000NuNy3,0,0,0,0
001i000000NuNy4,0,0,0,0
001i000000NuNy5,0,0,0,0
001i000000NuNy6,0,0,0,0
001i000000NuNy7,0,0,0,0
001i000000NuNy8,0,0,0,0
001i000000NuNy9,0,0,0,0
001i000000NuNyA,0,0,0,0
001i000000NuNyB,0,0,0,0
001i000000NuNyC,0,0,0,0
001i000000NuNyD,0,0,0,0
001i000000NuNyE,0,0,0,1
001i000000NuNyF,0,0,0,0
001i000000NuNyG,0,0,0,0
001i000000NuNyH,0,0,0,0
001i000000NuNyI,1,1,0,0
001i000000NuNyJ,0,0,0,0
001i000000NuNyK,0,0,0,0
001i000000NuNyL,0,0,0,0
001i000000NuNyM,0,0,0,0
001i000000NuNyN,1,0,1,0
001i000000NuNyO,0,0,0,0
001i000000NuNyP,0,0,0,0
001i000000NuNyQ,0,0,0,0
001i000000NuNyR,0,0,0,0
001i000000NuNyS,0,0,0,0
001i000000NuNyT,0,0,0,0
001i000000NuNyU,0,0,0,0
001i000000NuNyV,1,1,1,0
001i000000NuNyW,0,0,0,0
001i000000NuNyX,0,0,0,0
001i000000NuNyY,0,0,0,0
001i000000NuNyZ,0,0,0,0
001i000000NuNya,0,0,0,0
001i000000NuNyb,0,0,0,0
001i000000NuNyc,0,0,0,0
001i000000NuNyd,0,0,0,0
001i000000NuNye,0,0,0,1
001i000000NuNyf,0,0,0,0
001i000000NuNyg,0,0,0,0
001i000000NuNyh,0,0,0,0
001i000000NuNyi,1,1,0,0
001i000000NuNyj,0,0,0,0
001i000000NuNyk,0,0,0,0
001i000000NuNyl,0,0,0,0
001i000000NuNym,0,0,0,0
001i000000NuNyn,1,0,1,0
001i000000NuNyo,0,0,0,0
001i000000NuNyp,0,0,0,0
001i000000NuNyq,0,0,0,0
001i000000NuNyr,0,0,0,0
001i000000NuNys,0,0,0,0
001i000000NuNyt,0,0,0,0
001i000000NuNyu,0,0,0,0
001i000000NuNyv,1,1,1,0
001i000000NuNyw,0,0,0,0
001i000000NuNyx,0,0,0,0
001i000000NuNyy,0,0,0,0
001i000000NuNyz,0,0,0,0
001i000000NuNz0,0,0,0,0
001i000000NuNz1,0,0,0,0
001i000000NuNz2,0,0,0,0
001i000000NuNz3,0,0,0,0
001i000000NuNz4,0,0,0,0
001i000000NuNz5,0,0,0,0
001i000000NuNz6,1,0,0,0
001i000000NuNz7,0,0,0,0
001i000000NuNz8,0,0,0,0
001i000000NuNz9,0,0,0,0
001i000000NuNzA,0,0,0,0
001i000000NuNzB,0,0,0,0
001i000000NuNzC,0,0,0,0
001i000000NuNzD,0,0,0,0
001i000000NuNzE,0,0,0,0
001i000000NuNzF,0,0,0,0
001i000000NuNzG,0,0,0,0
001i000000NuNzH,0,0,0,0
001i000000NuNzI,0,0,0,0
001i000000NuNzJ,1,0,0,0
001i000000NuNzK,1,1,0,0
001i000000NuNzL,0,0,0,0
001i000000NuNzM,0,0,0,0
001i000000NuNzN,0,0,0,0
001i000000NuNzO,0,0,0,0
001i000000NuNzP,0,0,0,0
001i000000NuNzQ,0,0,0,0
001i000000NuNzR,0,0,0,0
001i000000NuNzS,0,0,0,0
001i000000NuNzT,1,0,0,0
001i000000NuNzU,0,0,0,0
001i000000NuNzV,0,0,0,0
001i000000NuNzW,0,0,0,0
001i000000NuNzX,0,0,0,0
001i000000NuNzY,0,0,0,0
001i000000NuNzZ,0,0,0,0
001i000000NuNza,0,0,0,0
001i000000NuNzb,0,0,0,0
001i000000NuNzc,0,0,0,0
001i000000NuNzd,0,0,0,0
001i000000NuNze,0,0,0,0
001i000000NuNzf,0,0,0,0
001i000000NuNzg,0,0,0,0
001i000000NuNzh,0,0,0,0
001i000000NuNzi,0,0,0,0
001i000000NuNzj,1,0,0,0
001i000000NuNzk,1,1,0,0
001i000000NuNzl,0,0,0,0
001i000000NuNzm,0,0,0,0
001i000000NuNzn,0,0,0,0
001i000000NuNzo,0,0,0,0
001i000000NuNzp,0,0,0,0
001i000000NuNzq,0,0,0,0
001i000000NuNzr,0,0,0,0
001i000000NuNzs,0,0,0,0
001i000000NuNzt,1,0,0,0
001i000000NuNzu,0,0,0,0
001i000000NuNzv,0,0,0,0
001i000000NuNzw,0,0,0,0
001i000000NuNzx,0,0,0,0
001i000000NuNzy,0,0,0,0
001i000000NuNzz,0,0,0,0
001i000000NuO00,0,0,0,0
001i000000NuO01,0,0,0,0
001i000000NuO02,0,0,0,0
001i000000NuO03,0,0,0,0
001i000000NuO04,0,0,0,0
001i000000NuO05,0,0,0,0
001i000000NuO06,0,0,0,0
001i000000NuO07,0,0,0,0
001i000000NuO08,0,0,0,0
001i000000NuO09,0,0,0,0
001i000000NuO0A,0,0,0,0
001i000000NuO0B,0,0,0,0
001i000000NuO0C,0,0,0,0
001i000000NuO0D,0,0,0,0
001i000000NuO0E,0,0,0,0
001i000000NuO0F,0,0,0,0
001i000000NuO0G,0,0,0,0
001i000000NuO0H,0,0,0,0
001i000000NuO0I,0,0,0,0
001i000000NuO0J,0,0,0,0
001i000000NuO0K,0,0,0,0
001i000000NuO0L,0,0,0,0
001i000000NuO0M,0,0,0,0
001i000000NuO0N,0,0,0,0
001i000000NuO0O,0,0,0,0
001i000000NuO0P,0,0,0,0
001i000000NuO0Q,0,0,0,0
001i000000NuO0R,0,0,0,0
001i000000NuO0S,0,0,0,0
001i000000NuO0T,0,0,0,0
001i000000NuO0U,0,0,0,0
001i000000NuO0V,0,0,0,0
001i000000NuO0W,0,0,0,0
001i000000NuO0X,0,0,0,0
001i000000NuO0Y,0,0,0,0
001i000000NuO0Z,0,0,0,0
001i000000NuO0a,0,0,0,0
001i000000NuO0b,0,0,0,0
001i000000NuO0c,0,0,0,0
001i000000NuO0d,0,0,0,0
001i000000NuO0e,0,0,0,0
001i000000NuO0f,0,0,0,0
001i000000NuO0g,0,0,0,0
001i000000NuO0h,0,0,0,0
001i000000NuO0i,0,0,0,0
001i000000NuO0j,0,0,0,0
001i000000NuO0k,0,0,0,0
001i000000NuO0l,0,0,0,0
001i000000NuO0m,0,0,0,0
001i000000NuO0n,0,0,0,0
001i000000NuO0o,0,0,0,0
001i000000NuO0p,0,0,0,0
001i000000NuO0q,0,0,0,0
001i000000NuO0r,0,0,0,0
001i000000NuO0s,0,0,0,0
001i000000NuO0t,0,0,0,0
001i000000NuO0u,0,0,0,0
001i000000NuO0v,0,0,0,0
001i000000NuO0w,0,0,0,0
001i000000NuO0x,0,0,0,0
001i000000NuO0y,0,0,0,0
001i000000NuO0z,0,0,0,0
001i000000NuO10,0,0,0,0
001i000000NuO11,0,0,0,0
001i000000NuO12,0,0,0,0
001i000000NuO13,0,0,0,0
001i000000NuO14,0,0,0,0
001i000000NuO15,0,0,0,0
001i000000NuO16,0,0,0,0
001i000000NuO17,1,1,0,0
001i000000NuO18,0,0,0,0
001i000000NuO19,0,0,0,0
001i000000NuO1A,0,0,0,0
001i000000NuO1B,0,0,0,0
001i000000NuO1C,0,0,0,0
001i000000NuO1D,0,0,0,0
001i000000NuO1E,0,0,0,0
001i000000NuO1F,0,0,0,0
001i000000NuO1G,0,0,0,0
001i000000NuO1H,0,0,0,0
001i000000NuO1I,0,0,0,0
001i000000NuO1J,0,0,0,0
001i000000NuO1K,0,0,0,0
001i000000NuO1L,0,0,0,0
001i000000NuO1M,0,0,0,0
001i000000NuO1N,0,0,0,0
001i000000NuO1O,0,0,0,0
001i000000NuO1P,0,0,0,0
001i000000NuO1Q,0,0,0,0
001i000000NuO1R,0,0,0,0
001i000000NuO1S,0,0,0,0
001i000000NuO1T,0,0,0,0
001i000000NuO1U,0,0,0,0
001i000000NuO1V,0,0,0,0
001i000000NuO1W,0,0,0,0
001i000000NuO1X,1,0,0,0
001i000000NuO1Y,0,0,0,0
001i000000NuO1Z,0,0,0,0
001i000000NuO1a,0,0,0,0
001i000000NuO1b,0,0,0,0
001i000000NuO1c,0,0,0,0
001i000000NuO1d,0,0,0,0
001i000000NuO1e,0,0,0,0
001i000000NuO1f,0,0,0,0
001i000000NuO1g,0,0,0,0
001i000000NuO1h,0,0,0,0
001i000000NuO1i,0,0,0,0
001i000000NuO1j,0,0,0,0
001i000000NuO1k,0,0,0,0
001i000000NuO1l,0,0,0,0
001i000000NuO1m,0,0,0,0
001i000000NuO1n,0,0,0,0
001i000000NuO1o,0,0,0,0
001i000000NuO1p,0,0,0,0
001i000000NuO1q,0,0,0,0
001i000000NuO1r,0,0,0,0
001i000000NuO1s,0,0,0,0
001i000000NuO1t,0,0,0,0
001i000000NuO1u,0,0,0,0
001i000000NuO1v,0,0,0,0
001i000000NuO1w,0,0,0,0
001i000000NuO1x,1,0,0,0
001i000000NuO1y,0,0,0,0
001i000000NuO1z,0,0,0,0
001i000000NuO20,0,0,0,0
001i000000NuO21,0,0,0,0
001i000000NuO22,0,0,0,1
001i000000NuO23,0,0,0,0
001i000000NuO24,0,0,0,0
001i000000NuO25,0,0,0,0
001i000000NuO26,0,0,0,0
001i000000NuO27,0,0,0,0
001i000000NuO28,0,0,0,0
001i000000NuO29,0,0,0,0
001i000000NuO2A,0,0,0,0
001i000000NuO2B,0,0,0,0
001i000000NuO2C,0,0,0,0
001i000000NuO2D,0,0,0,0
001i000000NuO2E,0,0,0,0
001i000000NuO2F,0,0,0,0
001i000000NuO2G,0,0,0,0
001i000000NuO2H,0,0,0,0
001i000000NuO2I,0,0,0,0
001i000000NuO2J,0,0,0,0
001i000000NuO2K,0,0,0,0
001i000000NuO2L,0,0,0,0
001i000000NuO2M,0,0,1,0
001i000000NuO2N,0,0,0,0
001i000000NuO2O,0,0,0,0
001i000000NuO2P,0,0,0,0
001i000000NuO2Q,0,0,0,0
001i000000NuO2R,0,0,0,0
001i000000NuO2S,0,0,0,0
001i000000NuO2T,0,0,0,0
001i000000NuO2U,0,0,0,0
001i000000NuO2V,0,0,0,0
001i000000NuO2W,0,0,0,0
001i000000NuO2X,0,0,0,0
001i000000NuO2Y,0,0,0,0
001i000000NuO2Z,0,0,0,0
001i000000NuO2a,0,0,0,0
001i000000NuO2b,0,0,0,0
001i000000NuO2c,0,0,0,0
001i000000NuO2d,0,0,0,0
001i000000NuO2e,0,0,0,0
001i000000NuO2f,0,0,0,0
001i000000NuO2g,0,0,0,0
001i000000NuO2h,0,0,0,0
001i000000NuO2i,0,0,0,0
001i000000NuO2j,0,0,0,0
001i000000NuO2k,0,0,0,0
001i000000NuO2l,0,0,0,0
001i000000NuO2m,0,0,1,0
001i000000NuO2n,0,0,0,0
001i000000NuO2o,0,0,0,0
001i000000NuO2p,0,0,0,0
001i000000NuO2q,0,0,0,0
001i000000NuO2r,0,0,0,0
001i000000NuO2s,0,0,0,0
001i000000NuO2t,0,0,0,0
001i000000NuO2u,0,0,0,0
001i000000NuO2v,0,0,0,0
001i000000NuO2w,0,0,0,0
001i000000NuO2x,0,0,0,0
001i000000NuO2y,0,0,0,0
001i000000NuO2z,0,0,0,0
001i000000NuO30,1,0,0,0
001i000000NuO31,0,0,0,0
001i000000NuO32,0,0,0,0
001i000000NuO33,0,0,0,0
001i000000NuO34,0,0,0,0
001i000000NuO35,0,0,0,0
001i000000NuO36,0,0,0,0
001i000000NuO37,0,0,0,0
001i000000NuO38,0,0,0,0
001i000000NuO39,0,0,0,0
001i000000NuO3A,1,1,1,0
001i000000NuO3B,0,0,0,0
001i000000NuO3C,0,0,0,0
001i000000NuO3D,0,0,0,0
001i000000NuO3E,1,0,0,0
001i000000NuO3F,0,0,0,0
001i000000NuO3G,1,1,0,0
001i000000NuO3H,0,0,0,0
001i000000NuO3I,0,0,0,0
001i000000NuO3J,0,0,0,0
001i000000NuO3K,0,0,0,0
001i000000NuO3L,0,0,0,0
001i000000NuO3M,0,0,0,0
001i000000NuO3N,0,0,0,0
001i000000NuO3O,0,0,0,0
001i000000NuO3P,0,0,0,0
001i000000NuO3Q,0,0,0,0
001i000000NuO3R,0,0,0,0
001i000000NuO3S,0,0,0,0
001i000000NuO3T,0,0,0,0
001i000000NuO3U,0,0,0,0
001i000000NuO3V,0,0,0,0
001i000000NuO3W,0,0,0,0
001i000000NuO3X,0,0,0,0
001i000000NuO3Y,0,0,0,0
001i000000NuO3Z,0,0,0,0
001i000000NuO3a,1,1,1,0
001i000000NuO3b,0,0,0,0
001i000000NuO3c,0,0,0,0
001i000000NuO3d,0,0,0,0
001i000000NuO3e,1,0,0,0
001i000000NuO3f,0,0,0,0
001i000000NuO3g,1,1,0,0
001i000000NuO3h,0,0,0,0
001i000000NuO3i,0,0,0,0
001i000000NuO3j,0,0,0,0
001i000000NuO3k,0,0,0,0
001i000000NuO3l,0,0,0,0
001i000000NuO3m,0,0,0,0
001i000000NuO3n,0,0,0,0
001i000000NuO3o,0,0,0,0
