"account.id","billing.zip.code","billing.city","missing","City","State","Lat","Long","hotspot","dBerkley","dSF","dPeninsula"
"001i000000LhyRK","94028","Portola Valley",0,"PORTOLA VALLEY","CA",37.37,-122.21,"BayArea",34.4952855121951,30.4058402499175,4.92234098327783
"001i000000LhyRl","94609","Oakland",0,"OAKLAND","CA",37.83,-122.26,"BayArea",2.56114449407199,9.57813721551399,28.0041157572816
"001i000000LhyRL","94611","Oakland",0,"OAKLAND","CA",37.83,-122.22,"BayArea",3.42069665065432,11.6243547342125,27.68567399962
"001i000000LhyRm","94941","Mill Valley",0,"MILL VALLEY","CA",37.89,-122.56,"BayArea",16.3731030368975,10.9108303633542,38.3235882413876
"001i000000LhyRM","94305","Stanford",0,"STANFORD","CA",37.41,-122.17,"BayArea",32.0077742466735,28.8479842908658,1.53954022863643
"001i000000LhyRn","94303","Palo Alto",0,"PALO ALTO","CA",37.45,-122.1,"BayArea",30.1716392094411,28.6353314708617,3.83879705499031
"001i000000LhyRN","94708","Berkeley",0,"BERKELEY","CA",37.9,-122.26,"BayArea",2.28392621316163,12.2909736557185,32.7755996502164
"001i000000LhyRo","94530","El Cerrito",0,"EL CERRITO","CA",37.91,-122.3,"BayArea",3.64049822620141,11.3834144537753,33.8645191554926
"001i000000LhyRO","94109","San Francisco",0,"SAN FRANCISCO","CA",37.79,-122.42,"BayArea",10.1650201571744,0.949557293457745,28.4011479206665
"001i000000LhyRp","94610","Oakland",0,"OAKLAND","CA",37.81,-122.24,"BayArea",4.11508658729942,10.1934329011678,26.4558771467581
"001i000000LhyRP","94901","San Rafael",0,"SAN RAFAEL","CA",37.97,-122.5,"BayArea",14.8353159184708,14.0652515659376,41.456418720137
"001i000000LhyRq","94402","San Mateo",0,"SAN MATEO","CA",37.52,-122.35,"BayArea",24.486958473553,18.1588330174725,11.7854711660089
"001i000000LhyRQ","94706","Albany",0,"ALBANY","CA",37.88,-122.29,"BayArea",1.79516991047637,10.1530615857088,31.7204135709412
"001i000000LhyRr","94301","Palo Alto",0,"PALO ALTO","CA",37.44,-122.15,"BayArea",30.162414395713,27.6166792368058,1.04323026394912
"001i000000LhyRR","94707","Berkeley",0,"BERKELEY","CA",37.9,-122.28,"BayArea",2.4949449025117,11.531582571248,32.9650786305347
"001i000000LhyRs","94301","Palo Alto",0,"PALO ALTO","CA",37.44,-122.15,"BayArea",30.162414395713,27.6166792368058,1.04323026394912
"001i000000LhyRS","94549","Lafayette",0,"LAFAYETTE","CA",37.9,-122.11,"BayArea",8.58259710900944,19.0485961710886,32.5157124183763
"001i000000LhyRt","94109","San Francisco",0,"SAN FRANCISCO","CA",37.79,-122.42,"BayArea",10.1650201571744,0.949557293457745,28.4011479206665
"001i000000LhyRT","94618","Oakland",0,"OAKLAND","CA",37.84,-122.23,"BayArea",2.54114741467251,11.3570821784751,28.4357271448556
"001i000000LhyRu","94022","Los Altos Hills",0,"LOS ALTOS","CA",37.36,-122.14,"BayArea",35.6979666003793,32.6750358395143,5.18633684254196
"001i000000LhyRU","94610","Piedmont",0,"OAKLAND","CA",37.81,-122.24,"BayArea",4.11508658729942,10.1934329011678,26.4558771467581
"001i000000LhyRv","94114","San Francisco",0,"SAN FRANCISCO","CA",37.75,-122.43,"BayArea",12.2582855946992,1.87891697704485,26.323289239554
"001i000000LhyRV","94708","Kensington",0,"BERKELEY","CA",37.9,-122.26,"BayArea",2.28392621316163,12.2909736557185,32.7755996502164
"001i000000LhyRw","94040","Mountain View",0,"MOUNTAIN VIEW","CA",37.38,-122.08,"BayArea",35.1253859046453,33.1990982919325,5.94651134675897
"001i000000LhyRW","94301","Palo Alto",0,"PALO ALTO","CA",37.44,-122.15,"BayArea",30.162414395713,27.6166792368058,1.04323026394912
"001i000000LhyRx","94607","Oakland",0,"OAKLAND","CA",37.81,-122.3,"BayArea",4.46798913962659,7.04044780506018,27.1537910960641
"001i000000LhyRX","95677","Rocklin",0,"ROCKLIN","CA",38.8,-121.24,"BayArea",85.0728707822873,95.5468567642826,107.211011201783
"001i000000LhyRy","94563","Orinda",0,"ORINDA","CA",37.89,-122.19,"BayArea",4.21760725899991,14.8946835676591,31.7053143804234
"001i000000LhyRY","94123","San Francisco",0,"SAN FRANCISCO","CA",37.8,-122.43,"BayArea",10.3045762459543,1.70150695783867,29.2724686851743
"001i000000LhyRz","94546","Castro Valley",0,"CASTRO VALLEY","CA",37.7,-122.08,"BayArea",15.2301803321053,19.4153342109084,19.1276595772225
"001i000000LhyRZ","94087","Sunnyvale",0,"SUNNYVALE","CA",37.35,-122.03,"BayArea",37.9470498671125,36.477598038835,9.39074606203295
"001i000000LhyS0","94305","Stanford",0,"STANFORD","CA",37.41,-122.17,"BayArea",32.0077742466735,28.8479842908658,1.53954022863643
"001i000000LhyS1","94526","Danville",0,"DANVILLE","CA",37.81,-121.97,"BayArea",16.4075682253372,24.792310574221,28.266852837662
"001i000000LhyS2","94619","Oakland",0,"OAKLAND","CA",37.78,-122.12,"BayArea",9.79971862149645,16.4885641559873,24.2017224975925
"001i000000LhyS3","94114","San Francisco",0,"SAN FRANCISCO","CA",37.75,-122.43,"BayArea",12.2582855946992,1.87891697704485,26.323289239554
"001i000000LhyS4","94131","San Francisco",0,"SAN FRANCISCO","CA",37.74,-122.44,"BayArea",13.1269097217201,2.70798361671258,26.0605342650374
"001i000000LhyS5","94702","Berkeley",0,"BERKELEY","CA",37.86,-122.28,"BayArea",1.11842199270746,9.66045134067839,30.2529592034207
"001i000000LhyS6","94707","Berkeley",0,"BERKELEY","CA",37.9,-122.28,"BayArea",2.4949449025117,11.531582571248,32.9650786305347
"001i000000LhyS7","94115","San Francisco",0,"SAN FRANCISCO","CA",37.78,-122.43,"BayArea",10.9975377453387,0.527481964210213,28.0788482520332
"001i000000LhyS8","94707","Kensington",0,"BERKELEY","CA",37.9,-122.28,"BayArea",2.4949449025117,11.531582571248,32.9650786305347
"001i000000LhyS9","94070","San Carlos",0,"SAN CARLOS","CA",37.49,-122.26,"BayArea",26.0788288114668,21.6933250823199,6.52954013699347
"001i000000LhySa","94952","Petaluma",0,"PETALUMA","CA",38.21,-122.76,"BayArea",36.0608785622907,35.2184326135507,62.8401438903323
"001i000000LhySA","94553","Martinez",0,"MARTINEZ","CA",37.98,-122.15,"BayArea",9.90646486000997,20.4526375071233,37.9142543979721
"001i000000LhySb","94131","San Francisco",0,"SAN FRANCISCO","CA",37.74,-122.44,"BayArea",13.1269097217201,2.70798361671258,26.0605342650374
"001i000000LhySB","94022","Los Altos",0,"LOS ALTOS","CA",37.36,-122.14,"BayArea",35.6979666003793,32.6750358395143,5.18633684254196
"001i000000LhySc","94941","Mill Valley",0,"MILL VALLEY","CA",37.89,-122.56,"BayArea",16.3731030368975,10.9108303633542,38.3235882413876
"001i000000LhySC","94022","Los Altos Hills",0,"LOS ALTOS","CA",37.36,-122.14,"BayArea",35.6979666003793,32.6750358395143,5.18633684254196
"001i000000LhySd","94583","San Ramon",0,"SAN RAMON","CA",37.78,-121.99,"BayArea",16.0112918043363,23.5955559777547,25.9325795724686
"001i000000LhySD","94618","Oakland",0,"OAKLAND","CA",37.84,-122.23,"BayArea",2.54114741467251,11.3570821784751,28.4357271448556
"001i000000LhySe","94574","St. Helena",0,"SAINT HELENA","CA",38.55,-122.39,"BayArea",47.7581757119148,53.5450178599761,78.2897608507645
"001i000000LhySE","94109","San Francisco",0,"SAN FRANCISCO","CA",37.79,-122.42,"BayArea",10.1650201571744,0.949557293457745,28.4011479206665
"001i000000LhySf","94061","Redwood City",0,"REDWOOD CITY","CA",37.46,-122.24,"BayArea",28.1785929528702,24.0362650369465,4.49391805917115
"001i000000LhySF","94038","Moss Beach",0,"MOSS BEACH","CA",37.51,-122.5,"BayArea",27.9327527234316,18.9172845636479,19.1060099887061
"001i000000LhySg","94708","Kensington",0,"BERKELEY","CA",37.9,-122.26,"BayArea",2.28392621316163,12.2909736557185,32.7755996502164
"001i000000LhySG","94702","Berkeley",0,"BERKELEY","CA",37.86,-122.28,"BayArea",1.11842199270746,9.66045134067839,30.2529592034207
"001i000000LhySh","94401","San Mateo",0,"SAN MATEO","CA",37.57,-122.32,"BayArea",20.7923416450063,15.316989678532,12.7422489354913
"001i000000LhySH","94556","Moraga",0,"MORAGA","CA",37.83,-122.1,"BayArea",9.18749846482977,17.9620286367295,27.7653648342902
"001i000000LhySi","94602","Oakland",0,"OAKLAND","CA",37.8,-122.21,"BayArea",5.42328875855118,11.679765526686,25.5659990310377
"001i000000LhySI","94549","Lafayette",0,"LAFAYETTE","CA",37.9,-122.11,"BayArea",8.58259710900944,19.0485961710886,32.5157124183763
"001i000000LhySj","94507","Alamo",0,"ALAMO","CA",37.84,-121.97,"BayArea",16.0326435413494,25.0676077456508,30.1957741198029
"001i000000LhySJ","94025","Menlo Park",0,"MENLO PARK","CA",37.45,-122.17,"BayArea",29.2779844416343,26.4486620023269,1.26011037066595
"001i000000LhySk","94510","Benicia",0,"BENICIA","CA",38.11,-122.13,"BayArea",18.2746680332284,28.0301068250211,46.9381065467266
"001i000000LhySK","94903","San Rafael",0,"SAN RAFAEL","CA",38.02,-122.54,"BayArea",18.5134156771719,18.0532658164097,45.5249327389578
"001i000000LhySl","95633","Garden Valley",0,"GARDEN VALLEY","CA",38.84,-120.83,"BayArea",102.76054355545,113.47167358167,121.529179509821
"001i000000LhySL","94708","Berkeley",0,"BERKELEY","CA",37.9,-122.26,"BayArea",2.28392621316163,12.2909736557185,32.7755996502164
"001i000000LhySm","93130","Santa Barbara",0,"SANTA BARBARA","CA",34.44,-119.73,"SoCal",275.992873018037,275.443864967227,247.873180556594
"001i000000LhySM","94027","Atherton",0,"ATHERTON","CA",37.44,-122.2,"BayArea",29.7290266478804,26.2420481082262,1.93977027015155
"001i000000LhySn","94556","Moraga",0,"MORAGA","CA",37.83,-122.1,"BayArea",9.18749846482977,17.9620286367295,27.7653648342902
"001i000000LhySN","94301","Palo Alto",0,"PALO ALTO","CA",37.44,-122.15,"BayArea",30.162414395713,27.6166792368058,1.04323026394912
"001i000000LhySo","94611","Oakland",0,"OAKLAND","CA",37.83,-122.22,"BayArea",3.42069665065432,11.6243547342125,27.68567399962
"001i000000LhySO","94708","Berkeley",0,"BERKELEY","CA",37.9,-122.26,"BayArea",2.28392621316163,12.2909736557185,32.7755996502164
"001i000000LhySp","94564","Pacheco",0,"PINOLE","CA",37.99,-122.27,"BayArea",8.52048084043476,16.9386200796157,39.011967760557
"001i000000LhySP","94306","Palo Alto",0,"PALO ALTO","CA",37.41,-122.13,"BayArea",32.4233229319557,29.9577531507803,2.50318720981883
"001i000000LhySq","94127","San Francisco",0,"SAN FRANCISCO","CA",37.73,-122.45,"BayArea",13.9972589009244,3.56251011313712,25.8253693340928
"001i000000LhySQ","94158","San Francisco",0,"SAN FRANCISCO","CA",37.76,-122.39,"BayArea",10.2013417076367,2.06177202590126,25.7912771699272
"001i000000LhySr","94025","Menlo Park",0,"MENLO PARK","CA",37.45,-122.17,"BayArea",29.2779844416343,26.4486620023269,1.26011037066595
"001i000000LhySR","94930","Fairfax",0,"FAIRFAX","CA",37.98,-122.6,"BayArea",20.0542457031098,17.1297887884154,44.7267665739714
"001i000000LhySs","94946","Nicasio",0,"NICASIO","CA",38.07,-122.68,"BayArea",26.7937993969166,24.729817797119,52.3192094950001
"001i000000LhySS","94611","Oakland",0,"OAKLAND","CA",37.83,-122.22,"BayArea",3.42069665065432,11.6243547342125,27.68567399962
"001i000000LhySt","94304","Palo Alto",0,"PALO ALTO","CA",37.37,-122.18,"BayArea",34.6685818922127,31.070426385597,4.35886518578962
"001i000000LhyST","94705","Berkeley",0,"BERKELEY","CA",37.86,-122.24,"BayArea",1.2723077014902,11.4853829134071,29.8783364878991
"001i000000LhySu","94610","Oakland",0,"OAKLAND","CA",37.81,-122.24,"BayArea",4.11508658729942,10.1934329011678,26.4558771467581
"001i000000LhySU","94501","Alameda",0,"ALAMEDA","CA",37.77,-122.27,"BayArea",6.72605710496042,8.29765287100602,24.0605987512938
"001i000000LhySv","94925","Corte Madera",0,"CORTE MADERA","CA",37.92,-122.51,"BayArea",14.0495953208417,11.0505449621997,38.6487829337493
"001i000000LhySV","94707","Kensington",0,"BERKELEY","CA",37.9,-122.28,"BayArea",2.4949449025117,11.531582571248,32.9650786305347
"001i000000LhySw","94708","Berkeley",0,"BERKELEY","CA",37.9,-122.26,"BayArea",2.28392621316163,12.2909736557185,32.7755996502164
"001i000000LhySW","94937","Inverness",0,"INVERNESS","CA",38.11,-122.92,"BayArea",39.6380008460379,35.6667089710204,62.4368371625135
"001i000000LhySx","94707","Berkeley",0,"BERKELEY","CA",37.9,-122.28,"BayArea",2.4949449025117,11.531582571248,32.9650786305347
"001i000000LhySX","94530","El Cerrito",0,"EL CERRITO","CA",37.91,-122.3,"BayArea",3.64049822620141,11.3834144537753,33.8645191554926
"001i000000LhySy","94596","Walnut Creek",0,"WALNUT CREEK","CA",37.89,-122.03,"BayArea",12.7417526054982,22.7907046572938,32.5437011536066
"001i000000LhySY","94025","Menlo Park",0,"MENLO PARK","CA",37.45,-122.17,"BayArea",29.2779844416343,26.4486620023269,1.26011037066595
"001i000000LhySz","94707","Berkeley",0,"BERKELEY","CA",37.9,-122.28,"BayArea",2.4949449025117,11.531582571248,32.9650786305347
"001i000000LhySZ","94114","San Francisco",0,"SAN FRANCISCO","CA",37.75,-122.43,"BayArea",12.2582855946992,1.87891697704485,26.323289239554
"001i000000LhyT0","94556","Moraga",0,"MORAGA","CA",37.83,-122.1,"BayArea",9.18749846482977,17.9620286367295,27.7653648342902
"001i000000LhyT1","94920","Belvedere",0,"BELVEDERE TIBURON","CA",37.89,-122.47,"BayArea",11.4923149890681,8.29678656756197,35.7826167852807
"001i000000LhyT2","94618","Oakland",0,"OAKLAND","CA",37.84,-122.23,"BayArea",2.54114741467251,11.3570821784751,28.4357271448556
"001i000000LhyT3","94062","Woodside",0,"REDWOOD CITY","CA",37.4,-122.29,"BayArea",32.3418856236166,27.0119585309674,7.15708739111849
"001i000000LhyT4","94129","San Francisco",0,"SAN FRANCISCO","CA",37.79,-122.46,"BayArea",12.0807926693712,2.30528834564147,29.5366202300806
"001i000000LhyT5","95030","Monte Sereno",0,"LOS GATOS","CA",37.22,-121.99,"BayArea",47.1683784176573,45.186580517933,17.5787246377827
"001i000000LhyT6","94304","Palo Alto",0,"PALO ALTO","CA",37.37,-122.18,"BayArea",34.6685818922127,31.070426385597,4.35886518578962
"001i000000LhyT7","94306","Palo Alto",0,"PALO ALTO","CA",37.41,-122.13,"BayArea",32.4233229319557,29.9577531507803,2.50318720981883
"001i000000LhyT8","94610","Oakland",0,"OAKLAND","CA",37.81,-122.24,"BayArea",4.11508658729942,10.1934329011678,26.4558771467581
"001i000000LhyT9","94611","Piedmont",0,"OAKLAND","CA",37.83,-122.22,"BayArea",3.42069665065432,11.6243547342125,27.68567399962
"001i000000LhyTa","94022","Los Altos",0,"LOS ALTOS","CA",37.36,-122.14,"BayArea",35.6979666003793,32.6750358395143,5.18633684254196
"001i000000LhyTA","94708","Berkeley",0,"BERKELEY","CA",37.9,-122.26,"BayArea",2.28392621316163,12.2909736557185,32.7755996502164
"001i000000LhyTb","94960","San Anselmo",0,"SAN ANSELMO","CA",37.99,-122.58,"BayArea",19.3469611355367,17.126057560823,44.7498901626731
"001i000000LhyTB","94117","San Francisco",0,"SAN FRANCISCO","CA",37.76,-122.44,"BayArea",12.2431819773811,1.51457142503336,27.2019651549045
"001i000000LhyTc","94704","Berkeley",0,"BERKELEY","CA",37.86,-122.25,"BayArea",0.795044508693507,11.0168416706884,29.9574142564323
"001i000000LhyTC","94542","Hayward",0,"HAYWARD","CA",37.65,-122.04,"BayArea",19.2904150705358,22.6337380694109,16.5883237955428
"001i000000LhyTd","94131","San Francisco",0,"SAN FRANCISCO","CA",37.74,-122.44,"BayArea",13.1269097217201,2.70798361671258,26.0605342650374
"001i000000LhyTD","94028","Portola Valley",0,"PORTOLA VALLEY","CA",37.37,-122.21,"BayArea",34.4952855121951,30.4058402499175,4.92234098327783
"001i000000LhyTe","94563","Orinda",0,"ORINDA","CA",37.89,-122.19,"BayArea",4.21760725899991,14.8946835676591,31.7053143804234
"001i000000LhyTE","94941","Mill Valley",0,"MILL VALLEY","CA",37.89,-122.56,"BayArea",16.3731030368975,10.9108303633542,38.3235882413876
"001i000000LhyTf","94530","El Cerrito",0,"EL CERRITO","CA",37.91,-122.3,"BayArea",3.64049822620141,11.3834144537753,33.8645191554926
"001i000000LhyTF","94611","Oakland",0,"OAKLAND","CA",37.83,-122.22,"BayArea",3.42069665065432,11.6243547342125,27.68567399962
"001i000000LhyTg","94108","San Francisco",0,"SAN FRANCISCO","CA",37.79,-122.4,"BayArea",9.2520729256576,1.51059478256365,27.8807293678605
"001i000000LhyTG","94965","Sausalito",0,"SAUSALITO","CA",37.84,-122.53,"BayArea",14.7811593599912,7.38454027657236,34.5490051378638
"001i000000LhyTh","94705","Berkeley",0,"BERKELEY","CA",37.86,-122.24,"BayArea",1.2723077014902,11.4853829134071,29.8783364878991
"001i000000LhyTH","94117","San Francisco",0,"SAN FRANCISCO","CA",37.76,-122.44,"BayArea",12.2431819773811,1.51457142503336,27.2019651549045
"001i000000LhyTi","94530","El Cerrito",0,"EL CERRITO","CA",37.91,-122.3,"BayArea",3.64049822620141,11.3834144537753,33.8645191554926
"001i000000LhyTI","94507","Alamo",0,"ALAMO","CA",37.84,-121.97,"BayArea",16.0326435413494,25.0676077456508,30.1957741198029
"001i000000LhyTj","94707","Berkeley",0,"BERKELEY","CA",37.9,-122.28,"BayArea",2.4949449025117,11.531582571248,32.9650786305347
"001i000000LhyTJ","94306","Palo Alto",0,"PALO ALTO","CA",37.41,-122.13,"BayArea",32.4233229319557,29.9577531507803,2.50318720981883
"001i000000LhyTk","94306","Palo Alto",0,"PALO ALTO","CA",37.41,-122.13,"BayArea",32.4233229319557,29.9577531507803,2.50318720981883
"001i000000LhyTK","94618","Oakland",0,"OAKLAND","CA",37.84,-122.23,"BayArea",2.54114741467251,11.3570821784751,28.4357271448556
"001i000000LhyTl","94705","Berkeley",0,"BERKELEY","CA",37.86,-122.24,"BayArea",1.2723077014902,11.4853829134071,29.8783364878991
"001i000000LhyTL","94061","Redwood City",0,"REDWOOD CITY","CA",37.46,-122.24,"BayArea",28.1785929528702,24.0362650369465,4.49391805917115
"001i000000LhyTm","94618","Oakland",0,"OAKLAND","CA",37.84,-122.23,"BayArea",2.54114741467251,11.3570821784751,28.4357271448556
"001i000000LhyTM","94301","Palo Alto",0,"PALO ALTO","CA",37.44,-122.15,"BayArea",30.162414395713,27.6166792368058,1.04323026394912
"001i000000LhyTn","94043","Mountain View",0,"MOUNTAIN VIEW","CA",37.41,-122.05,"BayArea",33.6693458735302,32.5088937915848,6.55979086933053
"001i000000LhyTN","94708","Berkeley",0,"BERKELEY","CA",37.9,-122.26,"BayArea",2.28392621316163,12.2909736557185,32.7755996502164
"001i000000LhyTo","94111","San Francisco",0,"SAN FRANCISCO","CA",37.79,-122.39,"BayArea",8.8109595022274,1.96689136870345,27.633146984553
"001i000000LhyTO","94114","San Francisco",0,"SAN FRANCISCO","CA",37.75,-122.43,"BayArea",12.2582855946992,1.87891697704485,26.323289239554
"001i000000LhyTp","94530","El Cerrito",0,"EL CERRITO","CA",37.91,-122.3,"BayArea",3.64049822620141,11.3834144537753,33.8645191554926
"001i000000LhyTP","94117","San Francisco",0,"SAN FRANCISCO","CA",37.76,-122.44,"BayArea",12.2431819773811,1.51457142503336,27.2019651549045
"001i000000LhyTq","94708","Berkeley",0,"BERKELEY","CA",37.9,-122.26,"BayArea",2.28392621316163,12.2909736557185,32.7755996502164
"001i000000LhyTQ","94705","Berkeley",0,"BERKELEY","CA",37.86,-122.24,"BayArea",1.2723077014902,11.4853829134071,29.8783364878991
"001i000000LhyTr","94404","Foster City",0,"SAN MATEO","CA",37.55,-122.26,"BayArea",21.928454599696,17.9820950961676,9.64974579280707
"001i000000LhyTR","95005","Ben Lomond",0,"BEN LOMOND","CA",37.1,-122.08,"BayArea",53.9839577360254,50.404539211537,23.4529130880209
"001i000000LhyTs","94708","Berkeley",0,"BERKELEY","CA",37.9,-122.26,"BayArea",2.28392621316163,12.2909736557185,32.7755996502164
"001i000000LhyTS","94305","Stanford",0,"STANFORD","CA",37.41,-122.17,"BayArea",32.0077742466735,28.8479842908658,1.53954022863643
"001i000000LhyTt","94707","Berkeley",0,"BERKELEY","CA",37.9,-122.28,"BayArea",2.4949449025117,11.531582571248,32.9650786305347
"001i000000LhyTT","94920","Tiburon",0,"BELVEDERE TIBURON","CA",37.89,-122.47,"BayArea",11.4923149890681,8.29678656756197,35.7826167852807
"001i000000LhyTu","94703","Berkeley",0,"BERKELEY","CA",37.86,-122.27,"BayArea",0.66943722545461,10.1032643240295,30.1448161983031
"001i000000LhyTU","94566","Pleasanton",0,"PLEASANTON","CA",37.65,-121.85,"BayArea",27.0531192113637,32.4737567267612,22.9775967402094
"001i000000LhyTv","94707","Berkeley",0,"BERKELEY","CA",37.9,-122.28,"BayArea",2.4949449025117,11.531582571248,32.9650786305347
"001i000000LhyTV","94610","Oakland",0,"OAKLAND","CA",37.81,-122.24,"BayArea",4.11508658729942,10.1934329011678,26.4558771467581
"001i000000LhyTw","94501","Alameda",0,"ALAMEDA","CA",37.77,-122.27,"BayArea",6.72605710496042,8.29765287100602,24.0605987512938
"001i000000LhyTW","94061","Redwood City",0,"REDWOOD CITY","CA",37.46,-122.24,"BayArea",28.1785929528702,24.0362650369465,4.49391805917115
"001i000000LhyTx","94566","Pleasanton",0,"PLEASANTON","CA",37.65,-121.85,"BayArea",27.0531192113637,32.4737567267612,22.9775967402094
"001i000000LhyTX","94611","Oakland",0,"OAKLAND","CA",37.83,-122.22,"BayArea",3.42069665065432,11.6243547342125,27.68567399962
"001i000000LhyTy","94131","San Francisco",0,"SAN FRANCISCO","CA",37.74,-122.44,"BayArea",13.1269097217201,2.70798361671258,26.0605342650374
"001i000000LhyTY","94303","Palo Alto",0,"PALO ALTO","CA",37.45,-122.1,"BayArea",30.1716392094411,28.6353314708617,3.83879705499031
"001i000000LhyTz","94117","San Francisco",0,"SAN FRANCISCO","CA",37.76,-122.44,"BayArea",12.2431819773811,1.51457142503336,27.2019651549045
"001i000000LhyTZ","94709","Berkeley",0,"BERKELEY","CA",37.87,-122.26,"BayArea",0.223632315497778,10.9498907917998,30.7279716014884
"001i000000LhyU0","94306","Palo Alto",0,"PALO ALTO","CA",37.41,-122.13,"BayArea",32.4233229319557,29.9577531507803,2.50318720981883
"001i000000LhyU1","94523","Pleasant Hill",0,"PLEASANT HILL","CA",37.95,-122.07,"BayArea",11.9265339908786,22.647159080301,36.2131427110116
"001i000000LhyU2","94610","Oakland",0,"OAKLAND","CA",37.81,-122.24,"BayArea",4.11508658729942,10.1934329011678,26.4558771467581
"001i000000LhyU3","94040","Mountain View",0,"MOUNTAIN VIEW","CA",37.38,-122.08,"BayArea",35.1253859046453,33.1990982919325,5.94651134675897
"001i000000LhyU4","94111","San Francisco",0,"SAN FRANCISCO","CA",37.79,-122.39,"BayArea",8.8109595022274,1.96689136870345,27.633146984553
"001i000000LhyU5","94121","San Francisco",0,"SAN FRANCISCO","CA",37.77,-122.49,"BayArea",14.1729519321968,3.76845098937539,29.3520779598956
"001i000000LhyU6","94704","Berkeley",0,"BERKELEY","CA",37.86,-122.25,"BayArea",0.795044508693507,11.0168416706884,29.9574142564323
"001i000000LhyU7","95014","Cupertino",0,"CUPERTINO","CA",37.3,-122.09,"BayArea",40.3331083791246,37.6344697010892,10.0472943787287
"001i000000LhyU8","94707","Kensington",0,"BERKELEY","CA",37.9,-122.28,"BayArea",2.4949449025117,11.531582571248,32.9650786305347
"001i000000LhyU9","94965","Sausalito",0,"SAUSALITO","CA",37.84,-122.53,"BayArea",14.7811593599912,7.38454027657236,34.5490051378638
"001i000000LhyUa","94550","Livermore",0,"LIVERMORE","CA",37.68,-121.75,"BayArea",30.8161455058314,37.3399885540663,28.5470592132757
"001i000000LhyUA","94115","San Francisco",0,"SAN FRANCISCO","CA",37.78,-122.43,"BayArea",10.9975377453387,0.527481964210213,28.0788482520332
"001i000000LhyUb","94301","Palo Alto",0,"PALO ALTO","CA",37.44,-122.15,"BayArea",30.162414395713,27.6166792368058,1.04323026394912
"001i000000LhyUB","94547","Hercules",0,"HERCULES","CA",38.01,-122.25,"BayArea",9.91146240689487,18.6805862888107,40.24164725275
"001i000000LhyUc","94109","San Francisco",0,"SAN FRANCISCO","CA",37.79,-122.42,"BayArea",10.1650201571744,0.949557293457745,28.4011479206665
"001i000000LhyUC","94306","Palo Alto",0,"PALO ALTO","CA",37.41,-122.13,"BayArea",32.4233229319557,29.9577531507803,2.50318720981883
"001i000000LhyUd","94115","San Francisco",0,"SAN FRANCISCO","CA",37.78,-122.43,"BayArea",10.9975377453387,0.527481964210213,28.0788482520332
"001i000000LhyUD","94941","Mill Valley",0,"MILL VALLEY","CA",37.89,-122.56,"BayArea",16.3731030368975,10.9108303633542,38.3235882413876
"001i000000LhyUe","94708","Berkeley",0,"BERKELEY","CA",37.9,-122.26,"BayArea",2.28392621316163,12.2909736557185,32.7755996502164
"001i000000LhyUE","94521","Concord",0,"CONCORD","CA",37.97,-121.96,"BayArea",17.9312170329513,28.5414644513028,38.8848330943668
"001i000000LhyUf","94705","Berkeley",0,"BERKELEY","CA",37.86,-122.24,"BayArea",1.2723077014902,11.4853829134071,29.8783364878991
"001i000000LhyUF","94118","San Francisco",0,"SAN FRANCISCO","CA",37.78,-122.46,"BayArea",12.4019864222514,2.11777574953375,28.9597886055229
"001i000000LhyUg","94707","Kensington",0,"BERKELEY","CA",37.9,-122.28,"BayArea",2.4949449025117,11.531582571248,32.9650786305347
"001i000000LhyUG","94708","Berkeley",0,"BERKELEY","CA",37.9,-122.26,"BayArea",2.28392621316163,12.2909736557185,32.7755996502164
"001i000000LhyUh","94941","Mill Valley",0,"MILL VALLEY","CA",37.89,-122.56,"BayArea",16.3731030368975,10.9108303633542,38.3235882413876
"001i000000LhyUH","94530","El Cerrito",0,"EL CERRITO","CA",37.91,-122.3,"BayArea",3.64049822620141,11.3834144537753,33.8645191554926
"001i000000LhyUi","94602","Oakland",0,"OAKLAND","CA",37.8,-122.21,"BayArea",5.42328875855118,11.679765526686,25.5659990310377
"001i000000LhyUI","94611","Piedmont",0,"OAKLAND","CA",37.83,-122.22,"BayArea",3.42069665065432,11.6243547342125,27.68567399962
"001i000000LhyUj","94305","Stanford",0,"STANFORD","CA",37.41,-122.17,"BayArea",32.0077742466735,28.8479842908658,1.53954022863643
"001i000000LhyUJ","94709","Berkeley",0,"BERKELEY","CA",37.87,-122.26,"BayArea",0.223632315497778,10.9498907917998,30.7279716014884
"001i000000LhyUk","94109","San Francisco",0,"SAN FRANCISCO","CA",37.79,-122.42,"BayArea",10.1650201571744,0.949557293457745,28.4011479206665
"001i000000LhyUK","94707","Berkeley",0,"BERKELEY","CA",37.9,-122.28,"BayArea",2.4949449025117,11.531582571248,32.9650786305347
"001i000000LhyUl","94705","Berkeley",0,"BERKELEY","CA",37.86,-122.24,"BayArea",1.2723077014902,11.4853829134071,29.8783364878991
"001i000000LhyUL","95033","Los Gatos",0,"LOS GATOS","CA",37.13,-121.94,"BayArea",53.9485749716781,51.9430611430264,24.319606120268
"001i000000LhyUm","94618","Oakland",0,"OAKLAND","CA",37.84,-122.23,"BayArea",2.54114741467251,11.3570821784751,28.4357271448556
"001i000000LhyUM","94611","Oakland",0,"OAKLAND","CA",37.83,-122.22,"BayArea",3.42069665065432,11.6243547342125,27.68567399962
